"","c_d","s_d"
"1",-112,1466
"2",316,831
"3",668,511
"4",483,511
"5",727,904
"6",1348,924
"7",1534,842
"8",1534,788
"9",759,591
"10",511,432
"11",511,154
"12",511,300
"13",511,718
"14",536,511
"15",319,511
"16",511,589
"17",511,451
"18",511,511
"19",841,280
"20",440,-512
"21",-436,182
"22",-512,903
"23",-503,516
"24",-285,511
"25",-427,511
"26",-430,1372
"27",119,1395
"28",617,511
"29",836,511
"30",940,-57
"31",765,-512
"32",863,-512
"33",876,-390
"34",665,-337
"35",511,-15
"36",511,339
"37",511,177
"38",511,-464
"39",405,-512
"40",23,-486
"41",-242,-381
"42",144,697
"43",511,888
"44",511,441
"45",143,71
"46",199,511
"47",716,489
"48",627,101
"49",172,163
"50",-406,751
"51",35,313
"52",595,409
"53",1126,511
"54",1344,296
"55",1534,15
"56",1520,-173
"57",604,125
"58",511,803
"59",511,1210
"60",525,485
"61",749,26
"62",524,-42
"63",412,-153
"64",-2,-116
"65",-436,378
"66",-392,899
"67",-31,1394
"68",-179,752
"69",-512,307
"70",-512,674
"71",286,1149
"72",511,1006
"73",511,884
"74",511,819
"75",511,762
"76",807,1272
"77",1297,1504
"78",1534,381
"79",1534,-380
"80",1194,-512
"81",504,-512
"82",-426,141
"83",-473,1211
"84",351,1534
"85",799,936
"86",1118,967
"87",1232,1277
"88",1303,1059
"89",1200,740
"90",761,458
"91",765,133
"92",309,-348
"93",-175,-71
"94",-512,720
"95",-512,1191
"96",-221,1326
"97",143,1008
"98",185,511
"99",-128,393
"100",-354,-212
"101",-263,-512
"102",-191,-508
"103",-413,-314
"104",-122,410
"105",853,511
"106",717,733
"107",559,1394
"108",993,1146
"109",1534,642
"110",856,-257
"111",511,-182
"112",511,244
"113",318,511
"114",137,511
"115",179,871
"116",511,1197
"117",511,869
"118",477,1352
"119",204,1534
"120",671,1534
"121",1259,1092
"122",1534,302
"123",1312,-459
"124",639,-512
"125",-170,-259
"126",-333,265
"127",-413,507
"128",-507,-55
"129",-309,-8
"130",-471,553
"131",-187,1178
"132",569,1432
"133",1416,836
"134",1534,81
"135",721,-6
"136",555,511
"137",849,511
"138",1136,224
"139",1212,-342
"140",1329,-512
"141",1046,-512
"142",408,-512
"143",-335,-3
"144",-512,1237
"145",15,1534
"146",1114,864
"147",1318,505
"148",940,44
"149",1080,-230
"150",1353,-236
"151",1381,259
"152",1073,977
"153",705,1534
"154",273,1534
"155",638,1297
"156",1105,692
"157",1534,18
"158",1273,-512
"159",482,-512
"160",-159,52
"161",-512,825
"162",99,1485
"163",511,1126
"164",769,744
"165",1008,582
"166",984,-209
"167",124,-512
"168",-501,-57
"169",-512,835
"170",82,1042
"171",511,464
"172",529,312
"173",511,425
"174",605,527
"175",319,511
"176",532,1456
"177",1303,1459
"178",1534,408
"179",1346,5
"180",1020,121
"181",734,68
"182",511,61
"183",511,250
"184",241,511
"185",-302,1108
"186",0,1534
"187",487,1364
"188",796,349
"189",1006,-512
"190",836,-512
"191",707,-230
"192",1080,1009
"193",1096,746
"194",510,511
"195",135,511
"196",-52,394
"197",-30,307
"198",-204,1061
"199",-282,1257
"200",777,708
"201",1316,426
"202",567,-345
"203",56,658
"204",401,1246
"205",323,1490
"206",191,1534
"207",683,1534
"208",1442,1427
"209",1534,506
"210",1534,-169
"211",1503,-346
"212",1156,-471
"213",532,117
"214",511,500
"215",487,271
"216",261,212
"217",-189,511
"218",403,1335
"219",1218,650
"220",1314,484
"221",461,-84
"222",-124,-512
"223",-251,-512
"224",-86,-512
"225",498,-512
"226",1072,-60
"227",1061,511
"228",675,722
"229",412,934
"230",136,574
"231",-1,575
"232",310,539
"233",511,-130
"234",470,-96
"235",135,408
"236",-61,511
"237",183,511
"238",511,687
"239",532,403
"240",731,54
"241",315,-213
"242",38,-27
"243",-214,1
"244",-408,243
"245",-179,866
