"","c_d","s_d"
"1",326,511
"2",515,511
"3",562,412
"4",511,450
"5",511,634
"6",997,511
"7",1012,245
"8",511,452
"9",527,511
"10",721,511
"11",1258,70
"12",1534,-370
"13",1325,-512
"14",856,-512
"15",579,-512
"16",236,-244
"17",-366,452
"18",-512,836
"19",188,1412
"20",1229,1505
"21",1534,754
"22",1466,-91
"23",856,-447
"24",404,-512
"25",-80,-512
"26",-512,-64
"27",-512,823
"28",-453,952
"29",451,1063
"30",511,494
"31",345,511
"32",-109,511
"33",-512,711
"34",-512,1090
"35",-512,956
"36",-249,808
"37",217,1042
"38",511,1395
"39",616,1164
"40",600,895
"41",511,79
"42",511,-450
"43",232,-512
"44",-350,-506
"45",-512,736
"46",-182,1421
"47",1343,1246
"48",1534,-100
"49",889,-284
"50",407,466
"51",385,511
"52",511,17
"53",511,339
"54",511,1276
"55",571,1534
"56",525,1265
"57",511,651
"58",1183,447
"59",1534,295
"60",1534,91
"61",1534,-295
"62",1420,-512
"63",694,-512
"64",194,-35
"65",-35,409
"66",-262,509
"67",-346,653
"68",466,540
"69",511,209
"70",446,282
"71",383,420
"72",1284,136
"73",1118,-261
"74",605,-385
"75",511,511
"76",1021,608
"77",1434,1004
"78",586,622
"79",383,1265
"80",767,1118
"81",1224,502
"82",1044,511
"83",829,347
"84",524,63
"85",511,283
"86",511,552
"87",842,114
"88",576,-512
"89",-115,-212
"90",-512,384
"91",-512,1317
"92",-512,1246
"93",-512,1037
"94",-512,1311
"95",-337,1416
"96",374,1432
"97",511,734
"98",154,340
"99",-460,1278
"100",-49,1534
"101",1386,1382
"102",1521,158
"103",1348,511
"104",1277,511
"105",1511,257
"106",1534,351
"107",647,733
"108",-142,904
"109",99,1167
"110",125,1373
"111",-294,1346
"112",-503,834
"113",424,531
"114",870,511
"115",1534,187
"116",1433,-398
"117",1376,-512
"118",1296,-417
"119",658,224
"120",511,779
"121",511,845
"122",511,706
"123",511,454
"124",460,477
"125",386,511
"126",509,511
"127",756,475
"128",664,-177
"129",1088,283
"130",1534,442
"131",1534,-44
"132",1453,-512
"133",561,-512
"134",-317,-499
"135",-512,414
"136",-512,1071
"137",-53,1492
"138",792,1365
"139",1534,684
"140",1534,-258
"141",927,25
"142",473,1515
"143",671,1534
"144",735,783
"145",454,511
"146",64,511
"147",-95,511
"148",-512,7
"149",-408,127
"150",-452,633
"151",-512,1534
"152",-29,1534
"153",447,1328
"154",511,511
"155",449,511
"156",195,511
"157",-16,552
"158",22,419
"159",928,586
"160",1534,1010
"161",1534,1113
"162",1254,748
"163",997,511
"164",727,511
"165",323,511
"166",5,330
"167",-322,511
"168",-287,511
"169",196,511
"170",884,737
"171",1031,949
"172",1286,981
"173",1534,448
"174",1534,-319
"175",1317,-512
"176",130,-352
"177",-273,900
"178",-296,1534
"179",-206,1029
"180",-314,511
"181",-512,406
"182",-512,759
"183",-386,1258
"184",-164,1534
"185",631,1472
"186",990,843
"187",708,620
"188",511,291
"189",511,493
"190",795,547
"191",1187,511
"192",1415,636
"193",1533,998
"194",1142,832
"195",311,527
"196",76,544
"197",42,816
"198",277,894
"199",458,442
"200",552,511
"201",676,-46
"202",888,-512
"203",584,-512
"204",-291,264
"205",-104,981
"206",308,1410
"207",511,836
"208",45,428
"209",-512,553
"210",-512,1137
"211",-33,1534
"212",562,1353
"213",511,136
"214",511,-163
"215",340,-316
"216",-492,-438
"217",-512,477
"218",-512,1119
"219",-367,1234
"220",-298,762
"221",-314,430
"222",356,511
"223",1248,137
"224",1534,-402
"225",1534,-501
"226",889,82
"227",715,820
"228",977,769
"229",1330,1266
"230",847,967
"231",743,626
"232",564,-313
"233",407,223
"234",239,511
"235",511,468
"236",511,225
"237",435,332
"238",511,436
"239",748,-223
"240",1075,-389
"241",346,-512
"242",-27,-512
"243",54,-512
"244",511,-179
"245",511,4
