"","c_d","s_d"
"1",-188,518
"2",-307,799
"3",-194,1034
"4",43,1375
"5",411,1402
"6",877,784
"7",1351,511
"8",1196,337
"9",511,199
"10",511,652
"11",495,511
"12",812,511
"13",1269,479
"14",1382,320
"15",510,234
"16",-512,340
"17",-512,739
"18",-512,1087
"19",-482,1242
"20",-262,1421
"21",-512,1100
"22",-512,910
"23",-512,1131
"24",-512,981
"25",-433,816
"26",12,946
"27",455,1300
"28",557,614
"29",1041,511
"30",1534,264
"31",1534,-407
"32",1364,-132
"33",575,511
"34",287,511
"35",-74,965
"36",195,1482
"37",511,1113
"38",400,511
"39",128,511
"40",511,763
"41",511,-30
"42",941,-512
"43",733,-512
"44",375,-164
"45",320,511
"46",677,511
"47",847,321
"48",1388,832
"49",1137,1530
"50",1149,1295
"51",1373,1036
"52",1422,1520
"53",921,1534
"54",901,1534
"55",827,814
"56",826,511
"57",1038,511
"58",1534,621
"59",1017,35
"60",511,-229
"61",511,34
"62",511,-37
"63",1206,-286
"64",1082,34
"65",1117,840
"66",1243,1205
"67",1297,511
"68",1063,-43
"69",1522,-373
"70",1534,-304
"71",1324,-427
"72",1379,120
"73",1534,684
"74",1534,776
"75",1366,521
"76",1159,511
"77",778,511
"78",435,511
"79",-103,311
"80",-429,28
"81",-512,286
"82",-512,1030
"83",-443,1534
"84",528,1534
"85",1343,1117
"86",1534,109
"87",1105,139
"88",985,849
"89",1534,1028
"90",909,671
"91",511,725
"92",511,641
"93",511,-55
"94",338,-509
"95",-512,-406
"96",-512,173
"97",-489,-289
"98",-31,-507
"99",470,-475
"100",511,232
"101",282,616
"102",506,964
"103",511,188
"104",-158,-512
"105",-485,-212
"106",-512,924
"107",-68,1313
"108",380,1437
"109",511,1330
"110",661,977
"111",1016,877
"112",511,425
"113",511,185
"114",511,511
"115",928,511
"116",1196,-512
"117",1005,-310
"118",905,-315
"119",981,-512
"120",1138,97
"121",1052,511
"122",1388,262
"123",1534,-382
"124",1049,-512
"125",118,58
"126",42,511
"127",-3,511
"128",415,875
"129",484,511
"130",185,511
"131",468,511
"132",1257,442
"133",1074,71
"134",511,154
"135",511,558
"136",381,23
"137",416,-512
"138",398,-329
"139",172,-52
"140",-183,181
"141",-512,947
"142",-317,1462
"143",495,1438
"144",1082,641
"145",1519,484
"146",1115,327
"147",549,538
"148",511,1342
"149",511,1509
"150",511,1355
"151",511,1081
"152",511,840
"153",1056,511
"154",599,-244
"155",461,138
"156",76,511
"157",-304,511
"158",251,835
"159",511,586
"160",511,564
"161",642,522
"162",1084,566
"163",1515,511
"164",877,88
"165",511,446
"166",373,511
"167",499,511
"168",511,511
"169",511,634
"170",701,511
"171",1344,-194
"172",1408,52
"173",1080,269
"174",716,58
"175",511,116
"176",511,139
"177",784,948
"178",1311,1534
"179",1283,1403
"180",1534,479
"181",1044,-437
"182",144,-160
"183",-490,147
"184",-512,662
"185",-512,978
"186",-468,556
"187",188,511
"188",572,511
"189",462,511
"190",746,511
"191",1322,1496
"192",1534,1193
"193",1534,846
"194",1534,421
"195",1294,319
"196",1324,515
"197",1208,231
"198",511,795
"199",457,1235
"200",511,581
"201",511,7
"202",511,34
"203",228,511
"204",667,511
"205",1043,511
"206",1139,346
"207",1417,1455
"208",1122,1266
"209",1021,521
"210",716,511
"211",-199,335
"212",-367,828
"213",-193,943
"214",118,1125
"215",145,599
"216",236,511
"217",473,723
"218",511,1251
"219",565,1431
"220",319,1400
"221",511,1204
"222",324,1025
"223",-512,907
"224",66,716
"225",511,-158
"226",315,-213
"227",-402,136
"228",-70,1471
"229",996,1041
"230",1534,232
"231",1534,-512
"232",1392,-512
"233",1336,-26
"234",1143,390
"235",1344,-222
"236",902,-320
"237",205,177
"238",-155,674
"239",230,799
"240",1534,450
"241",1534,-85
"242",1469,-512
"243",511,-159
"244",470,74
"245",194,622
