"","c_d","s_d"
"1",358,-512
"2",-255,-388
"3",-512,398
"4",-512,921
"5",-498,519
"6",625,511
"7",656,-246
"8",142,343
"9",-154,511
"10",-260,511
"11",-107,511
"12",-206,601
"13",-196,696
"14",55,935
"15",511,1240
"16",511,893
"17",511,760
"18",376,1286
"19",-68,1534
"20",-49,1534
"21",566,1534
"22",1374,1340
"23",1534,392
"24",1272,16
"25",1132,-299
"26",1085,-512
"27",651,-509
"28",294,245
"29",691,511
"30",687,-132
"31",1125,-175
"32",1377,-272
"33",1032,-512
"34",632,-512
"35",-54,-512
"36",-512,170
"37",-512,1117
"38",-512,1534
"39",-153,1534
"40",469,1534
"41",915,1287
"42",1352,780
"43",1455,-478
"44",141,-237
"45",-204,445
"46",30,511
"47",996,394
"48",1156,472
"49",787,511
"50",602,511
"51",788,511
"52",447,853
"53",96,1478
"54",177,1184
"55",593,951
"56",1494,759
"57",1366,578
"58",758,139
"59",-215,-297
"60",-507,-366
"61",-417,-183
"62",-417,-6
"63",-512,237
"64",-512,296
"65",-512,250
"66",-512,495
"67",248,717
"68",794,511
"69",1184,511
"70",1534,725
"71",1534,705
"72",1534,201
"73",1374,-512
"74",42,-274
"75",-377,312
"76",-464,511
"77",132,511
"78",808,491
"79",724,151
"80",598,-26
"81",511,-22
"82",511,153
"83",352,511
"84",235,511
"85",389,1355
"86",717,1534
"87",946,1508
"88",551,917
"89",511,-39
"90",543,-391
"91",982,-512
"92",971,-512
"93",292,-512
"94",-512,-53
"95",-512,1219
"96",-201,1534
"97",312,1534
"98",511,980
"99",511,528
"100",511,397
"101",511,320
"102",668,511
"103",1435,604
"104",1534,518
"105",1534,564
"106",1534,657
"107",1534,633
"108",1273,511
"109",576,419
"110",511,492
"111",-160,606
"112",-512,1352
"113",-440,1534
"114",219,1534
"115",863,1430
"116",1161,1298
"117",511,460
"118",511,-57
"119",328,-155
"120",89,-86
"121",-198,299
"122",-259,511
"123",209,875
"124",300,1365
"125",-4,1189
"126",-11,1253
"127",205,1534
"128",977,1534
"129",1438,1163
"130",1534,322
"131",1343,-398
"132",1053,-512
"133",1139,-512
"134",1038,-512
"135",582,88
"136",431,511
"137",361,511
"138",-217,610
"139",-438,1045
"140",-243,945
"141",-302,1105
"142",-325,1157
"143",781,585
"144",1510,400
"145",1356,-498
"146",978,-512
"147",613,-512
"148",166,-512
"149",-246,128
"150",-253,511
"151",-83,511
"152",135,865
"153",511,1145
"154",511,590
"155",788,511
"156",1309,400
"157",860,-376
"158",531,-378
"159",294,-470
"160",596,-512
"161",652,-483
"162",554,-248
"163",586,503
"164",677,511
"165",925,511
"166",1085,254
"167",849,-473
"168",-3,-251
"169",-512,934
"170",-130,1508
"171",855,723
"172",1199,511
"173",1176,505
"174",957,17
"175",773,-41
"176",382,689
"177",-122,1039
"178",-373,1505
"179",367,1534
"180",869,710
"181",1086,511
"182",1340,668
"183",1534,602
"184",1534,34
"185",1534,-162
"186",1468,321
"187",1063,511
"188",511,434
"189",511,846
"190",456,511
"191",146,511
"192",-48,511
"193",-15,666
"194",381,1124
"195",511,1036
"196",966,712
"197",1473,652
"198",1534,446
"199",1534,657
"200",1352,855
"201",995,884
"202",1012,721
"203",1289,511
"204",832,381
"205",173,511
"206",61,511
"207",511,566
"208",511,1301
"209",595,1534
"210",711,1534
"211",1307,1141
"212",1534,206
"213",1509,-307
"214",1131,-512
"215",470,-512
"216",511,310
"217",511,1093
"218",511,1304
"219",1225,1145
"220",1534,455
"221",1484,237
"222",897,403
"223",224,844
"224",-512,1518
"225",-362,1281
"226",214,958
"227",335,260
"228",310,69
"229",511,244
"230",511,359
"231",470,511
"232",561,511
"233",842,466
"234",735,-112
"235",674,22
"236",918,511
"237",1255,511
"238",1475,1153
"239",1327,1047
"240",1477,655
"241",1518,128
"242",989,120
"243",511,608
"244",511,1055
"245",511,703
