"","c_d","s_d"
"1",1028,-257
"2",1270,-227
"3",789,105
"4",511,626
"5",511,897
"6",511,236
"7",511,-80
"8",511,-52
"9",-50,635
"10",-238,807
"11",35,666
"12",283,827
"13",134,1025
"14",-288,1238
"15",-324,1155
"16",-72,933
"17",292,1313
"18",556,1385
"19",542,1197
"20",738,1136
"21",709,1271
"22",280,1302
"23",184,511
"24",254,511
"25",511,251
"26",578,511
"27",905,511
"28",657,89
"29",609,382
"30",1418,451
"31",1534,-41
"32",1193,-168
"33",-50,511
"34",-495,668
"35",-322,1251
"36",-217,1213
"37",-512,714
"38",-512,560
"39",-367,1008
"40",32,1534
"41",559,1534
"42",710,1534
"43",757,1534
"44",616,1155
"45",-166,511
"46",-367,617
"47",-340,511
"48",-283,511
"49",-151,511
"50",63,511
"51",168,511
"52",70,511
"53",385,511
"54",871,511
"55",680,601
"56",-28,951
"57",149,1054
"58",221,1040
"59",124,1375
"60",232,1449
"61",663,716
"62",511,-468
"63",511,-203
"64",511,31
"65",1153,111
"66",1207,312
"67",1053,569
"68",968,1259
"69",440,1316
"70",-88,833
"71",-512,591
"72",-412,946
"73",-90,1332
"74",285,1534
"75",620,920
"76",169,353
"77",-466,-63
"78",318,-101
"79",511,-469
"80",1362,-291
"81",1229,-218
"82",1298,-342
"83",1201,-194
"84",899,26
"85",849,277
"86",1534,148
"87",1312,-294
"88",917,-512
"89",505,-512
"90",224,-512
"91",158,-263
"92",268,-5
"93",655,511
"94",1183,511
"95",985,511
"96",253,568
"97",307,1165
"98",511,818
"99",569,668
"100",1367,573
"101",1534,102
"102",1534,82
"103",1341,191
"104",1121,319
"105",594,511
"106",61,1260
"107",-318,1534
"108",-415,1534
"109",-168,1534
"110",-158,1534
"111",131,1534
"112",567,1348
"113",797,946
"114",1029,511
"115",1077,269
"116",279,-406
"117",-493,-68
"118",-512,769
"119",-435,470
"120",-215,511
"121",277,511
"122",504,511
"123",511,511
"124",404,511
"125",308,511
"126",802,745
"127",1110,520
"128",828,511
"129",45,840
"130",-446,1503
"131",-512,1114
"132",-512,362
"133",-512,540
"134",-422,1069
"135",175,1476
"136",666,1087
"137",1141,511
"138",647,-129
"139",273,-270
"140",-260,677
"141",-267,1534
"142",558,1534
"143",1159,1534
"144",1518,1275
"145",1534,763
"146",1534,-267
"147",1098,-512
"148",208,-512
"149",84,-512
"150",289,-512
"151",348,-89
"152",424,190
"153",511,630
"154",511,1044
"155",705,1185
"156",1064,994
"157",1521,308
"158",661,73
"159",360,844
"160",511,938
"161",955,640
"162",570,355
"163",60,511
"164",158,625
"165",444,975
"166",518,1328
"167",700,1039
"168",557,511
"169",527,511
"170",298,539
"171",511,615
"172",563,516
"173",1111,511
"174",1356,511
"175",1117,511
"176",632,511
"177",915,1474
"178",880,1534
"179",511,1367
"180",511,606
"181",-173,-406
"182",21,-356
"183",-29,-497
"184",-394,-382
"185",-455,214
"186",-512,600
"187",-512,494
"188",-512,24
"189",-129,-472
"190",325,-512
"191",639,-351
"192",736,393
"193",477,596
"194",322,869
"195",358,1012
"196",368,1261
"197",383,1534
"198",851,1534
"199",923,1111
"200",681,511
"201",456,853
"202",514,1037
"203",511,442
"204",511,109
"205",511,201
"206",650,511
"207",1174,478
"208",1054,-147
"209",875,-512
"210",801,-104
"211",640,511
"212",707,511
"213",371,748
"214",507,1534
"215",1136,1377
"216",1308,566
"217",233,678
"218",-251,1183
"219",8,1198
"220",511,766
"221",511,682
"222",106,1342
"223",-179,1473
"224",172,1387
"225",453,1073
"226",27,-301
"227",-330,-512
"228",-257,-365
"229",-150,-146
"230",-235,46
"231",402,329
"232",511,228
"233",511,511
"234",-83,511
"235",-512,1018
"236",-414,1156
"237",-33,1104
"238",379,703
"239",752,-51
"240",841,-512
"241",836,-512
"242",504,-312
"243",709,511
"244",963,511
"245",977,511
