"Max_SNR","day_in_decimal"
3.54919864275025,24.5347222222222
3.61112833137128,24.5277777777778
3.50722484533926,24.5069444444444
3.80323372790735,24.4861111111111
3.60508001472039,24.4583333333333
3.55828482164141,24.4444444444444
3.91031750908776,24.3263888888889
3.86761223442188,24.2708333333333
3.52791449218125,24.25
4.61852961024159,24.2083333333333
3.60974510630302,24.2013888888889
3.50022904029407,24.1944444444444
3.62134495669178,24.1736111111111
4.20399325843585,24.1527777777778
3.53575087926943,24.1458333333333
3.68970653275421,24.1388888888889
3.59186168690936,24.1041666666667
3.96536230613469,24.0833333333333
3.55863609015636,24.0763888888889
3.65935014194443,24.0277777777778
3.5895603419658,24.0069444444444
