"","Date_In_Decimal","degree_(C)"
"1",23.8888888888889,29.4306340718069
"2",23.8472222222222,29.4505933276205
"3",23.6388888888889,29.4771413166766
"4",23.6111111111111,29.4253714429381
"5",23.5208333333333,29.4165799861838
"6",23.4930555555556,29.456343005979
"7",23.4722222222222,29.4443990619363
"8",23.4097222222222,29.454887855042
"9",23.3055555555556,29.4453336797646
"10",23.2916666666667,29.4472002586441
"11",23.2083333333333,29.454980852824
"12",23.1875,29.4797060986715
