"","Date_In_Decimal","degree_(C)"
"1",23.6805555555556,29.8101898537439
"2",23.5694444444444,29.7879090573403
"3",23.375,29.7757419212157
"4",23.2777777777778,29.7814575418001
"5",23.1875,29.7740861528813
