"","c_d","s_d"
"1",221,1522
"2",115,1182
"3",42,351
"4",101,508
"5",299,459
"6",588,-237
"7",976,-512
"8",1199,-512
"9",1240,-482
"10",1324,-512
"11",1478,-69
"12",1616,565
"13",1680,893
"14",1806,1401
"15",1754,1152
"16",1354,541
"17",1027,492
"18",793,511
"19",643,780
"20",532,344
"21",594,530
"22",860,991
"23",1172,62
"24",1599,27
"25",2176,1636
"26",2387,1912
"27",1613,2042
"28",683,1096
"29",255,440
"30",102,-103
"31",585,1060
"32",840,1724
"33",282,1691
"34",495,2075
"35",621,1322
"36",660,1491
"37",402,1534
"38",303,1534
"39",496,1534
"40",473,1534
"41",239,1853
"42",-56,1579
"43",-462,1686
"44",-512,1534
"45",-512,1367
"46",-297,1680
"47",338,1971
"48",834,1717
"49",945,1534
"50",939,781
"51",1011,1173
"52",869,1502
"53",702,1587
"54",307,1606
"55",675,1610
"56",1128,1408
"57",1339,1251
"58",1433,798
"59",1403,499
"60",1595,970
"61",1301,1716
"62",523,1353
"63",329,1469
"64",763,1534
"65",1451,2076
"66",1440,1691
"67",1564,1448
"68",1764,1228
"69",1734,1074
"70",1896,1515
"71",1776,2031
"72",1004,1891
"73",496,1610
"74",263,1569
"75",-10,1532
"76",-79,885
"77",59,270
"78",231,-117
"79",561,-118
"80",1023,189
"81",1021,322
"82",880,113
"83",1021,269
"84",1521,764
"85",1963,1308
"86",1933,1715
"87",1727,1970
"88",1232,1183
"89",1106,887
"90",1200,1984
"91",1799,1985
"92",2222,801
"93",2272,530
"94",1887,1288
"95",1516,1534
"96",1445,1814
"97",1397,2075
"98",1416,1971
"99",1584,1030
"100",1608,511
"101",1694,304
"102",1534,968
"103",1507,1534
"104",1407,1534
"105",994,1534
"106",718,1303
"107",704,1046
"108",746,834
"109",808,792
"110",789,1451
"111",657,2156
"112",270,2183
"113",-135,1406
"114",177,1112
"115",849,1294
"116",1417,1035
"117",1751,883
"118",2082,294
"119",2189,750
"120",2047,1605
"121",1542,1402
"122",1075,1615
"123",1077,2509
"124",831,2233
"125",389,2338
"126",590,2010
"127",1257,2020
"128",1363,1842
"129",1375,1474
"130",1469,805
"131",1843,187
"132",1704,299
"133",1396,675
"134",1356,714
"135",1142,610
"136",954,859
"137",667,489
"138",903,-54
"139",1100,-252
"140",1903,353
"141",2045,-119
"142",2201,-188
"143",2285,-344
"144",1927,-340
"145",1499,-353
"146",1258,-512
"147",1102,-512
"148",826,210
"149",670,944
"150",660,956
"151",1105,1271
"152",1566,1706
"153",1514,765
"154",463,511
"155",-138,163
"156",-179,1768
"157",132,2010
"158",454,1635
"159",658,554
"160",1001,334
"161",1299,331
"162",937,-211
"163",902,-477
"164",929,-208
"165",1056,679
"166",1166,1763
"167",903,1716
"168",1036,793
"169",1253,477
"170",1471,728
"171",1534,1388
"172",1169,1563
"173",662,1079
"174",316,1000
"175",578,1417
"176",1055,1221
"177",1530,704
"178",1600,511
"179",1570,511
"180",1756,511
"181",2078,980
"182",2005,1313
"183",1689,1265
"184",851,277
"185",-214,1136
"186",-209,1534
"187",36,1515
"188",171,1481
"189",114,690
"190",125,221
"191",421,783
"192",475,912
"193",333,771
"194",396,1447
"195",733,1355
"196",901,1406
"197",716,1129
"198",753,1159
"199",957,1532
"200",1186,1635
"201",1109,1122
"202",1051,1310
"203",1160,2275
"204",1151,2557
"205",1196,2325
"206",1323,1515
"207",1527,975
"208",1783,718
"209",1194,201
"210",725,-512
"211",695,-85
"212",466,386
"213",254,1033
"214",435,768
"215",723,750
"216",1123,1182
"217",1275,1008
"218",1174,243
"219",996,-2
"220",841,995
"221",655,1534
"222",566,1534
"223",975,1583
"224",1235,1663
"225",1226,1486
"226",676,866
"227",335,909
"228",571,1650
"229",814,1972
"230",958,1486
"231",1018,1395
"232",873,1479
"233",752,1597
"234",86,704
"235",-175,-13
"236",384,865
"237",952,1705
"238",855,2062
"239",368,2452
"240",555,2130
"241",1155,2045
"242",1070,1305
"243",841,390
"244",1110,-176
"245",1495,231
