"","c_d","s_d"
"1",899,975
"2",1702,1264
"3",2127,1058
"4",2059,743
"5",1446,817
"6",934,1123
"7",554,1157
"8",388,430
"9",360,-397
"10",151,-319
"11",-22,-361
"12",36,-348
"13",276,-512
"14",811,-201
"15",1549,552
"16",1900,663
"17",1863,678
"18",1846,906
"19",1756,1158
"20",1272,1377
"21",1018,1281
"22",1079,934
"23",1299,756
"24",1604,523
"25",1933,-68
"26",2146,-394
"27",2018,-398
"28",1715,-399
"29",1395,-34
"30",1150,511
"31",1103,432
"32",1190,-44
"33",1476,1394
"34",1855,1397
"35",2087,1088
"36",1821,1133
"37",1129,1323
"38",922,794
"39",631,1154
"40",224,1368
"41",134,459
"42",416,285
"43",1182,940
"44",1275,1163
"45",1043,1115
"46",637,-20
"47",349,-317
"48",448,-275
"49",705,598
"50",1111,1558
"51",1395,1469
"52",1566,1469
"53",1696,1468
"54",1542,1064
"55",1074,1187
"56",619,1939
"57",768,2488
"58",1150,2527
"59",1560,2456
"60",1667,2098
"61",1640,1551
"62",1368,953
"63",1019,460
"64",888,-498
"65",898,-88
"66",794,945
"67",743,1362
"68",511,1549
"69",349,1452
"70",14,1320
"71",-165,931
"72",-255,1534
"73",232,1534
"74",432,1534
"75",333,511
"76",605,511
"77",1495,1000
"78",2006,1534
"79",1524,1445
"80",968,1299
"81",917,1520
"82",808,1383
"83",323,1037
"84",-66,797
"85",292,738
"86",498,588
"87",139,-188
"88",42,-478
"89",312,-360
"90",595,290
"91",502,1280
"92",311,625
"93",872,-46
"94",1570,317
"95",2015,564
"96",1821,-311
"97",1738,-165
"98",2154,1089
"99",2315,1338
"100",2116,1064
"101",1275,1300
"102",899,1534
"103",548,1630
"104",194,2013
"105",-88,1358
"106",18,1208
"107",666,1739
"108",1337,1778
"109",1410,1534
"110",1409,1184
"111",1278,146
"112",1211,21
"113",1559,744
"114",2160,1127
"115",2501,2069
"116",2557,1969
"117",2557,1446
"118",1684,36
"119",583,-363
"120",203,125
"121",133,974
"122",251,1825
"123",150,2363
"124",263,1610
"125",566,1131
"126",1101,1730
"127",1373,1377
"128",1534,400
"129",1534,419
"130",1448,368
"131",1445,416
"132",1715,163
"133",2035,229
"134",2127,583
"135",2034,394
"136",1725,345
"137",1286,10
"138",1082,51
"139",1431,1243
"140",1620,1705
"141",1535,777
"142",1689,833
"143",1716,1541
"144",1224,1534
"145",987,1414
"146",834,725
"147",660,614
"148",921,641
"149",1211,229
"150",1409,163
"151",1411,545
"152",1124,1586
"153",662,1876
"154",25,1137
"155",-284,157
"156",126,418
"157",506,975
"158",440,336
"159",-8,-168
"160",-21,-46
"161",630,330
"162",1218,1693
"163",1109,1815
"164",991,1512
"165",1257,1268
"166",1418,1534
"167",1289,1534
"168",764,1534
"169",711,1430
"170",747,1725
"171",758,1621
"172",1296,969
"173",1770,920
"174",2137,1219
"175",2223,1043
"176",2216,820
"177",2208,1090
"178",2150,1371
"179",2098,811
"180",1957,597
"181",1448,1060
"182",1124,2014
"183",1196,2070
"184",1154,1415
"185",1052,842
"186",1138,690
"187",1343,485
"188",1368,796
"189",1399,511
"190",1497,859
"191",1050,1008
"192",815,243
"193",980,697
"194",1359,1921
"195",1786,2487
"196",1517,2557
"197",945,1836
"198",803,1350
"199",909,925
"200",762,1078
"201",254,1185
"202",-36,1285
"203",286,794
"204",511,693
"205",781,545
"206",1513,575
"207",1770,1157
"208",1635,1180
"209",1534,1330
"210",1498,1577
"211",1247,1880
"212",1020,1985
"213",574,2052
"214",1,1367
"215",-200,963
"216",19,1288
"217",313,1289
"218",432,1068
"219",368,711
"220",218,869
"221",558,772
"222",971,127
"223",1076,52
"224",1149,269
"225",1291,1394
"226",1254,1569
"227",660,1527
"228",585,1501
"229",840,1873
"230",974,2300
"231",873,1953
"232",1180,1167
"233",1729,783
"234",2021,1336
"235",2071,1558
"236",1888,1291
"237",1658,1190
"238",1565,983
"239",1192,601
"240",438,1300
"241",275,2401
"242",443,2465
"243",843,1484
"244",1131,1060
"245",1448,746
