"X1" "X2" "X3"
34.6333 24 0
34.63335 24 0
34.6334 24 0
34.63345 24 0
34.6335 24 0
34.63355 24 0
34.6336 24 0
34.63365 24 0
34.6337 24 0
34.63375 24 0
34.6338 24 0
34.63385 24 0
34.6339 24 0
34.63395 24 0
34.634 24 0
34.63405 24 0
34.6341 24 0
34.63415 24 0
34.6342 24 0
34.63425 24 0
34.6343 24 0
34.63435 24 0
34.6344 24 0
34.63445 24 0
34.6345 24 0
34.63455 24 0
34.6346 24 0
34.63465 24 0
34.6347 24 0
34.63475 24 0
34.6348 24 0
34.63485 24 0
34.6349 24 0
34.63495 24 0
34.635 24 0
34.63505 24 0
34.6351 24 0
34.63515 24 0
34.6352 24 0
34.63525 24 0
34.6353 24 0
34.63535 24 0
34.6354 24 0
34.63545 24 0
34.6355 24 0
34.63555 24 0
34.6356 24 0
34.63565 24 0
34.6357 24 0
34.63575 24 0
34.6358 24 0
34.63585 24 0
34.6359 24 0
34.63595 24 0
34.636 24 0
34.63605 24 0
34.6361 24 0
34.63615 24 0
34.6362 24 0
34.63625 24 0
34.6363 24 0
34.63635 24 0
34.6364 24 0
34.63645 24 0
34.6365 24 0
34.63655 24 0
34.6366 24 0
34.63665 24 0
34.6367 24 0
34.63675 24 0
34.6368 24 0
34.63685 24 0
34.6369 24 0
34.63695 24 0
34.637 24 0
34.63705 24 0
34.6371 24 0
34.63715 24 0
34.6372 24 0
34.63725 24 0
34.6373 24 0
34.63735 24 0
34.6374 24 0
34.63745 24 0
34.6375 24 0
34.63755 24 0
34.6376 24 0
34.63765 24 0
34.6377 24 0
34.63775 24 0
34.6378 24 0
34.63785 24 0
34.6379 24 0
34.63795 24 0
34.638 24 0
34.63805 24 0
34.6381 24 0
34.63815 24 0
34.6382 24 0
34.63825 24 0
34.6383 24 0
34.63835 24 0
34.6384 24 0
34.63845 24 0
34.6385 24 0
34.63855 24 0
34.6386 24 0
34.63865 24 0
34.6387 24 0
34.63875 24 0
34.6388 24 0
34.63885 24 0
34.6389 24 0
34.63895 24 0
34.639 24 0
34.63905 24 0
34.6391 24 0
34.63915 24 0
34.6392 24 0
34.63925 24 0
34.6393 24 0
34.63935 24 0
34.6394 24 0
34.63945 24 0
34.6395 24 0
34.63955 24 0
34.6396 24 0
34.63965 24 0
34.6397 24 0
34.63975 24 0
34.6398 24 0
34.63985 24 0
34.6399 24 0
34.63995 24 0
34.64 24 0
34.64005 24 0
34.6401 24 0
34.64015 24 0
34.6402 24 0
34.64025 24 0
34.6403 24 0
34.64035 24 0
34.6404 24 0
34.64045 24 0
34.6405 24 0
34.64055 24 0
34.6406 24 0
34.64065 24 0
34.6407 24 0
34.64075 24 0
34.6408 24 0
34.64085 24 0
34.6409 24 0
34.64095 24 0
34.641 24 0
34.64105 24 0
34.6411 24 0
34.64115 24 0
34.6412 24 0
34.64125 24 0
34.6413 24 0
34.64135 24 0
34.6414 24 0
34.64145 24 0
34.6415 24 0
34.64155 24 0
34.6416 24 0
34.64165 24 0
34.6417 24 0
34.64175 24 0
34.6418 24 0
34.64185 24 0
34.6419 24 0
34.64195 24 0
34.642 24 0
34.64205 24 0
34.6421 24 0
34.64215 24 0
34.6422 24 0
34.64225 24 0
34.6423 24 0
34.64235 24 0
34.6424 24 0
34.64245 24 0
34.6425 24 0
34.64255 24 0
34.6426 24 0
34.64265 24 0
34.6427 24 0
34.64275 24 0
34.6428 24 0
34.64285 24 0
34.6429 24 0
34.64295 24 0
34.643 24 0
34.64305 24 0
34.6431 24 0
34.64315 24 0
34.6432 24 0
34.64325 24 0
34.6433 24 0
34.64335 24 0
34.6434 24 0
34.64345 24 0
34.6435 24 0
34.64355 24 0
34.6436 24 0
34.64365 24 0
34.6437 24 0
34.64375 24 0
34.6438 24 0
34.64385 24 0
34.6439 24 0
34.64395 24 0
34.644 24 0
34.64405 24 0
34.6441 24 0
34.64415 24 0
34.6442 24 0
34.64425 24 0
34.6443 24 0
34.64435 24 0
34.6444 24 0
34.64445 24 0
34.6445 24 0
34.64455 24 0
34.6446 24 0
34.64465 24 0
34.6447 24 0
34.64475 24 0
34.6448 24 0
34.64485 24 0
34.6449 24 0
34.64495 24 0
34.645 24 0
34.64505 24 0
34.6451 24 0
34.64515 24 0
34.6452 24 0
34.64525 24 0
34.6453 24 0
34.64535 24 0
34.6454 24 0
34.64545 24 0
34.6455 24 0
34.64555 24 0
34.6456 24 0
34.64565 24 0
34.6457 24 0
34.64575 24 0
34.6458 24 0
34.64585 24 0
34.6459 24 0
34.64595 24 0
34.646 24 0
34.64605 24 0
34.6461 24 0
34.64615 24 0
34.6462 24 0
34.64625 24 0
34.6463 24 0
34.64635 24 0
34.6464 24 0
34.64645 24 0
34.6465 24 0
34.64655 24 0
34.6466 24 0
34.64665 24 0
34.6467 24 0
34.64675 24 0
34.6468 24 0
34.64685 24 0
34.6469 24 0
34.64695 24 0
34.647 24 0
34.64705 24 0
34.6471 24 0
34.64715 24 0
34.6472 24 0
34.64725 24 0
34.6473 24 0
34.64735 24 0
34.6474 24 0
34.64745 24 0
34.6475 24 0
34.64755 24 0
34.6476 24 0
34.64765 24 0
34.6477 24 0
34.64775 24 0
34.6478 24 0
34.64785 24 0
34.6479 24 0
34.64795 24 0
34.648 24 0
34.64805 24 0
34.6481 24 0
34.64815 24 0
34.6482 24 0
34.64825 24 0
34.6483 24 0
34.64835 24 0
34.6484 24 0
34.64845 24 0
34.6485 24 0
34.64855 24 0
34.6486 24 0
34.64865 24 0
34.6487 24 0
34.64875 24 0
34.6488 24 0
34.64885 24 0
34.6489 24 0
34.64895 24 0
34.649 24 0
34.64905 24 0
34.6491 24 0
34.64915 24 0
34.6492 24 0
34.64925 24 0
34.6493 24 0
34.64935 24 0
34.6494 24 0
34.64945 24 0
34.6495 24 0
34.64955 24 0
34.6496 24 0
34.64965 24 0
34.6497 24 0
34.64975 24 0
34.6498 24 0
34.64985 24 0
34.6499 24 0
34.64995 24 0
34.65 24 0
34.65005 24 0
34.6501 24 0
34.65015 24 0
34.6502 24 0
34.65025 24 0
34.6503 24 0
34.65035 24 0
34.6504 24 0
34.65045 24 0
34.6505 24 0
34.65055 24 0
34.6506 24 0
34.65065 24 0
34.6507 24 0
34.65075 24 0
34.6508 24 0
34.65085 24 0
34.6509 24 0
34.65095 24 0
34.651 24 0
34.65105 24 0
34.6511 24 0
34.65115 24 0
34.6512 24 0
34.65125 24 0
34.6513 24 0
34.65135 24 0
34.6514 24 0
34.65145 24 0
34.6515 24 0
34.65155 24 0
34.6516 24 0
34.65165 24 0
34.6517 24 0
34.65175 24 0
34.6518 24 0
34.65185 24 0
34.6519 24 0
34.65195 24 0
34.652 24 0
34.65205 24 0
34.6521 24 0
34.65215 24 0
34.6522 24 0
34.65225 24 0
34.6523 24 0
34.65235 24 0
34.6524 24 0
34.65245 24 0
34.6525 24 0
34.65255 24 0
34.6526 24 0
34.65265 24 0
34.6527 24 0
34.65275 24 0
34.6528 24 0
34.65285 24 0
34.6529 24 0
34.65295 24 0
34.653 24 0
34.65305 24 0
34.6531 24 0
34.65315 24 0
34.6532 24 0
34.65325 24 0
34.6533 24 0
34.65335 24 0
34.6534 24 0
34.65345 24 0
34.6535 24 0
34.65355 24 0
34.6536 24 0
34.65365 24 0
34.6537 24 0
34.65375 24 0
34.6538 24 0
34.65385 24 0
34.6539 24 0
34.65395 24 0
34.654 24 0
34.65405 24 0
34.6541 24 0
34.65415 24 0
34.6542 24 0
34.65425 24 0
34.6543 24 0
34.65435 24 0
34.6544 24 0
34.65445 24 0
34.6545 24 0
34.65455 24 0
34.6546 24 0
34.65465 24 0
34.6547 24 0
34.65475 24 0
34.6548 24 0
34.65485 24 0
34.6549 24 0
34.65495 24 0
34.655 24 0
34.65505 24 0
34.6551 24 0
34.65515 24 0
34.6552 24 0
34.65525 24 0
34.6553 24 0
34.65535 24 0
34.6554 24 0
34.65545 24 0
34.6555 24 0
34.65555 24 0
34.6556 24 0
34.65565 24 0
34.6557 24 0
34.65575 24 0
34.6558 24 0
34.65585 24 0
34.6559 24 0
34.65595 24 0
34.656 24 0
34.65605 24 0
34.6561 24 0
34.65615 24 0
34.6562 24 0
34.65625 24 0
34.6563 24 0
34.65635 24 0
34.6564 24 0
34.65645 24 0
34.6565 24 0
34.65655 24 0
34.6566 24 0
34.65665 24 0
34.6567 24 0
34.65675 24 0
34.6568 24 0
34.65685 24 0
34.6569 24 0
34.65695 24 0
34.657 24 0
34.65705 24 0
34.6571 24 0
34.65715 24 0
34.6572 24 0
34.65725 24 0
34.6573 24 0
34.65735 24 0
34.6574 24 0
34.65745 24 0
34.6575 24 0
34.65755 24 0
34.6576 24 0
34.65765 24 0
34.6577 24 0
34.65775 24 0
34.6578 24 0
34.65785 24 0
34.6579 24 0
34.65795 24 0
34.658 24 0
34.65805 24 0
34.6581 24 0
34.65815 24 0
34.6582 24 0
34.65825 24 0
34.6583 24 0
34.65835 24 0
34.6584 24 0
34.65845 24 0
34.6585 24 0
34.65855 24 0
34.6586 24 0
34.65865 24 0
34.6587 24 0
34.65875 24 0
34.6588 24 0
34.65885 24 0
34.6589 24 0
34.65895 24 0
34.659 24 0
34.65905 24 0
34.6591 24 0
34.65915 24 0
34.6592 24 0
34.65925 24 0
34.6593 24 0
34.65935 24 0
34.6594 24 0
34.65945 24 0
34.6595 24 0
34.65955 24 0
34.6596 24 0
34.65965 24 0
34.6597 24 0
34.65975 24 0
34.6598 24 0
34.65985 24 0
34.6599 24 0
34.65995 24 0
34.66 24 0
34.66005 24 0
34.6601 24 0
34.66015 24 0
34.6602 24 0
34.66025 24 0
34.6603 24 0
34.66035 24 0
34.6604 24 0
34.66045 24 0
34.6605 24 0
34.66055 24 0
34.6606 24 0
34.66065 24 0
34.6607 24 0
34.66075 24 0
34.6608 24 0
34.66085 24 0
34.6609 24 0
34.66095 24 0
34.661 24 0
34.66105 24 0
34.6611 24 0
34.66115 24 0
34.6612 24 0
34.66125 24 0
34.6613 24 0
34.66135 24 0
34.6614 24 0
34.66145 24 0
34.6615 24 0
34.66155 24 0
34.6616 24 0
34.66165 24 0
34.6617 24 0
34.66175 24 0
34.6618 24 0
34.66185 24 0
34.6619 24 0
34.66195 24 0
34.662 24 0
34.66205 24 0
34.6621 24 0
34.66215 24 0
34.6622 24 0
34.66225 24 0
34.6623 24 0
34.66235 24 0
34.6624 24 0
34.66245 24 0
34.6625 24 0
34.66255 24 0
34.6626 24 0
34.66265 24 0
34.6627 24 0
34.66275 24 0
34.6628 24 0
34.66285 24 0
34.6629 24 0
34.66295 24 0
34.663 24 0
34.66305 24 0
34.6631 24 0
34.66315 24 0
34.6632 24 0
34.66325 24 0
34.6633 24 0
34.66335 24 0
34.6634 24 0
34.66345 24 0
34.6635 24 0
34.66355 24 0
34.6636 24 0
34.66365 24 0
34.6637 24 0
34.66375 24 0
34.6638 24 0
34.66385 24 0
34.6639 24 0
34.66395 24 0
34.664 24 0
34.66405 24 0
34.6641 24 0
34.66415 24 0
34.6642 24 0
34.66425 24 0
34.6643 24 0
34.66435 24 0
34.6644 24 0
34.66445 24 0
34.6645 24 0
34.66455 24 0
34.6646 24 0
34.66465 24 0
34.6647 24 0
34.66475 24 0
34.6648 24 0
34.66485 24 0
34.6649 24 0
34.66495 24 0
34.665 24 0
34.66505 24 0
34.6651 24 0
34.66515 24 0
34.6652 24 0
34.66525 24 0
34.6653 24 0
34.66535 24 0
34.6654 24 0
34.66545 24 0
34.6655 24 0
34.66555 24 0
34.6656 24 0
34.66565 24 0
34.6657 24 0
34.66575 24 0
34.6658 24 0
34.66585 24 0
34.6659 24 0
34.66595 24 0
34.666 24 0
34.66605 24 0
34.6661 24 0
34.66615 24 0
34.6662 24 0
34.66625 24 0
34.6663 24 0
34.66635 24 0
34.6664 24 0
34.66645 24 0
34.6665 24 0
34.66655 24 0
34.6666 24 0
34.66665 24 0
34.6667 24 0
34.66675 24 0
34.6668 24 0
34.66685 24 0
34.6669 24 0
34.66695 24 0
34.667 24 0
34.66705 24 0
34.6671 24 0
34.66715 24 0
34.6672 24 0
34.66725 24 0
34.6673 24 0
34.66735 24 0
34.6674 24 0
34.66745 24 0
34.6675 24 0
34.66755 24 0
34.6676 24 0
34.66765 24 0
34.6677 24 0
34.66775 24 0
34.6678 24 0
34.66785 24 0
34.6679 24 0
34.66795 24 0
34.668 24 0
34.66805 24 0
34.6681 24 0
34.66815 24 0
34.6682 24 0
34.66825 24 0
34.6683 24 0
34.66835 24 0
34.6684 24 0
34.66845 24 0
34.6685 24 0
34.66855 24 0
34.6686 24 0
34.66865 24 0
34.6687 24 0
34.66875 24 0
34.6688 24 0
34.66885 24 0
34.6689 24 0
34.66895 24 0
34.669 24 0
34.66905 24 0
34.6691 24 0
34.66915 24 0
34.6692 24 0
34.66925 24 0
34.6693 24 0
34.66935 24 0
34.6694 24 0
34.66945 24 0
34.6695 24 0
34.66955 24 0
34.6696 24 0
34.66965 24 0
34.6697 24 0
34.66975 24 0
34.6698 24 0
34.66985 24 0
34.6699 24 0
34.66995 24 0
34.67 24 0
34.67005 24 0
34.6701 24 0
34.67015 24 0
34.6702 24 0
34.67025 24 0
34.6703 24 0
34.67035 24 0
34.6704 24 0
34.67045 24 0
34.6705 24 0
34.67055 24 0
34.6706 24 0
34.67065 24 0
34.6707 24 0
34.67075 24 0
34.6708 24 0
34.67085 24 0
34.6709 24 0
34.67095 24 0
34.671 24 0
34.67105 24 0
34.6711 24 0
34.67115 24 0
34.6712 24 0
34.67125 24 0
34.6713 24 0
34.67135 24 0
34.6714 24 0
34.67145 24 0
34.6715 24 0
34.67155 24 0
34.6716 24 0
34.67165 24 0
34.6717 24 0
34.67175 24 0
34.6718 24 0
34.67185 24 0
34.6719 24 0
34.67195 24 0
34.672 24 0
34.67205 24 0
34.6721 24 0
34.67215 24 0
34.6722 24 0
34.67225 24 0
34.6723 24 0
34.67235 24 0
34.6724 24 0
34.67245 24 0
34.6725 24 0
34.67255 24 0
34.6726 24 0
34.67265 24 0
34.6727 24 0
34.67275 24 0
34.6728 24 0
34.67285 24 0
34.6729 24 0
34.67295 24 0
34.673 24 0
34.67305 24 0
34.6731 24 0
34.67315 24 0
34.6732 24 0
34.67325 24 0
34.6733 24 0
34.67335 24 0
34.6734 24 0
34.67345 24 0
34.6735 24 0
34.67355 24 0
34.6736 24 0
34.67365 24 0
34.6737 24 0
34.67375 24 0
34.6738 24 0
34.67385 24 0
34.6739 24 0
34.67395 24 0
34.674 24 0
34.67405 24 0
34.6741 24 0
34.67415 24 0
34.6742 24 0
34.67425 24 0
34.6743 24 0
34.67435 24 0
34.6744 24 0
34.67445 24 0
34.6745 24 0
34.67455 24 0
34.6746 24 0
34.67465 24 0
34.6747 24 0
34.67475 24 0
34.6748 24 0
34.67485 24 0
34.6749 24 0
34.67495 24 0
34.675 24 0
34.67505 24 0
34.6751 24 0
34.67515 24 0
34.6752 24 0
34.67525 24 0
34.6753 24 0
34.67535 24 0
34.6754 24 0
34.67545 24 0
34.6755 24 0
34.67555 24 0
34.6756 24 0
34.67565 24 0
34.6757 24 0
34.67575 24 0
34.6758 24 0
34.67585 24 0
34.6759 24 0
34.67595 24 0
34.676 24 0
34.67605 24 0
34.6761 24 0
34.67615 24 0
34.6762 24 0
34.67625 24 0
34.6763 24 0
34.67635 24 0
34.6764 24 0
34.67645 24 0
34.6765 24 0
34.67655 24 0
34.6766 24 0
34.67665 24 0
34.6767 24 0
34.67675 24 0
34.6768 24 0
34.67685 24 0
34.6769 24 0
34.67695 24 0
34.677 24 0
34.67705 24 0
34.6771 24 0
34.67715 24 0
34.6772 24 0
34.67725 24 0
34.6773 24 0
34.67735 24 0
34.6774 24 0
34.67745 24 0
34.6775 24 0
34.67755 24 0
34.6776 24 0
34.67765 24 0
34.6777 24 0
34.67775 24 0
34.6778 24 0
34.67785 24 0
34.6779 24 0
34.67795 24 0
34.678 24 0
34.67805 24 0
34.6781 24 0
34.67815 24 0
34.6782 24 0
34.67825 24 0
34.6783 24 0
34.67835 24 0
34.6784 24 0
34.67845 24 0
34.6785 24 0
34.67855 24 0
34.6786 24 0
34.67865 24 0
34.6787 24 0
34.67875 24 0
34.6788 24 0
34.67885 24 0
34.6789 24 0
