"","c_d","s_d"
"1",1228,882
"2",1503,1534
"3",1467,1534
"4",1179,1433
"5",969,1343
"6",974,1382
"7",861,1619
"8",785,1372
"9",824,1054
"10",1201,1095
"11",2121,995
"12",1731,700
"13",1534,736
"14",1534,972
"15",1342,1209
"16",1001,1175
"17",340,1550
"18",291,1606
"19",503,1420
"20",558,1386
"21",1463,1137
"22",2506,983
"23",2557,605
"24",2557,777
"25",1454,1149
"26",642,1377
"27",746,1987
"28",876,2557
"29",870,2497
"30",734,2557
"31",337,1505
"32",18,1352
"33",200,1480
"34",704,1018
"35",1277,516
"36",1534,821
"37",1576,903
"38",1415,562
"39",1197,827
"40",1393,1257
"41",1785,988
"42",1549,1384
"43",880,1051
"44",1004,983
"45",1204,1079
"46",1235,1020
"47",1311,804
"48",1052,613
"49",771,503
"50",885,554
"51",1129,664
"52",1310,965
"53",1062,986
"54",690,1495
"55",441,1701
"56",443,1216
"57",659,742
"58",488,488
"59",-95,862
"60",-269,1153
"61",90,1181
"62",339,1467
"63",609,1585
"64",622,1568
"65",382,1441
"66",-21,843
"67",-240,145
"68",16,299
"69",414,252
"70",511,515
"71",653,539
"72",1078,956
"73",752,874
"74",36,732
"75",-358,968
"76",-282,1317
"77",627,2065
"78",1260,2271
"79",1307,2534
"80",947,1699
"81",476,1134
"82",379,915
"83",175,957
"84",-79,894
"85",86,1107
"86",555,1657
"87",871,1498
"88",914,1411
"89",802,1707
"90",649,1733
"91",895,1545
"92",1500,1787
"93",1534,1593
"94",1035,966
"95",676,762
"96",719,830
"97",1088,517
"98",1649,39
"99",1779,-293
"100",1196,63
"101",576,980
"102",400,1234
"103",473,1045
"104",819,680
"105",743,219
"106",687,504
"107",876,1111
"108",1026,678
"109",1087,-142
"110",1188,-512
"111",1315,-488
"112",1293,-512
"113",1286,-512
"114",1421,-373
"115",1724,-390
"116",1594,511
"117",1198,511
"118",1383,477
"119",1415,286
"120",850,535
"121",379,511
"122",114,779
"123",7,1462
"124",-65,2076
"125",-165,1920
"126",-378,1808
"127",-461,1866
"128",-77,1950
"129",268,1656
"130",353,1322
"131",421,1356
"132",804,1969
"133",511,2485
"134",511,2115
"135",522,548
"136",1104,411
"137",1794,86
"138",2020,961
"139",1290,1534
"140",824,951
"141",954,-140
"142",1334,155
"143",1689,80
"144",2142,32
"145",2332,436
"146",2081,378
"147",1443,550
"148",1310,1472
"149",1507,2347
"150",1035,2062
"151",881,1635
"152",761,2022
"153",718,2078
"154",480,2327
"155",429,2105
"156",393,1424
"157",266,1172
"158",576,701
"159",1308,246
"160",2056,941
"161",2230,1554
"162",2121,1474
"163",1702,948
"164",1553,191
"165",1534,424
"166",1487,775
"167",1161,991
"168",814,945
"169",567,868
"170",475,433
"171",491,-237
"172",697,529
"173",952,1053
"174",1346,682
"175",1534,423
"176",1534,377
"177",1534,35
"178",1676,-18
"179",2081,966
"180",2557,1377
"181",2179,950
"182",1942,269
"183",2255,745
"184",2363,723
"185",1645,1585
"186",568,2315
"187",-114,1970
"188",-217,1730
"189",431,1914
"190",1195,1462
"191",1376,536
"192",1407,723
"193",1283,1534
"194",742,1534
"195",792,715
"196",1402,-100
"197",1405,-110
"198",1464,641
"199",862,660
"200",442,408
"201",91,372
"202",-53,880
"203",487,1729
"204",1483,2030
"205",1984,1630
"206",2409,1351
"207",2557,1119
"208",2529,1300
"209",2270,1343
"210",1885,877
"211",1604,461
"212",1764,319
"213",1817,1119
"214",1740,1791
"215",1156,1697
"216",459,1126
"217",199,662
"218",447,1361
"219",973,1534
"220",932,1659
"221",630,2302
"222",531,2557
"223",260,2362
"224",246,2557
"225",852,2557
"226",1393,1856
"227",1706,873
"228",1729,-384
"229",1453,-438
"230",1211,-277
"231",1283,-272
"232",1586,23
"233",1706,130
"234",1616,-394
"235",1322,-429
"236",1290,233
"237",1578,759
"238",1963,1068
"239",1964,1504
"240",1502,1678
"241",1233,914
"242",1415,901
"243",1304,1685
"244",484,1351
"245",31,1119
