"","c_d","s_d"
"1",839,1064
"2",1157,1079
"3",1347,775
"4",1315,511
"5",1481,511
"6",1948,630
"7",2288,1314
"8",2471,1210
"9",2426,948
"10",2161,590
"11",1939,351
"12",1534,292
"13",1407,36
"14",1243,-392
"15",1153,-473
"16",1140,-512
"17",743,-352
"18",545,-245
"19",514,136
"20",437,1293
"21",454,1534
"22",684,1699
"23",1273,912
"24",1765,708
"25",1375,883
"26",992,1113
"27",906,972
"28",860,756
"29",397,1271
"30",99,1442
"31",395,1580
"32",1081,1736
"33",1270,1655
"34",1144,1135
"35",951,1333
"36",874,1743
"37",903,2391
"38",234,2217
"39",-196,1811
"40",-64,1338
"41",305,1220
"42",840,1748
"43",1038,2242
"44",549,2557
"45",190,2557
"46",288,2557
"47",252,1967
"48",391,1860
"49",799,2215
"50",1112,1797
"51",912,1148
"52",470,1314
"53",333,1513
"54",300,2303
"55",169,2557
"56",176,2504
"57",549,1819
"58",742,1102
"59",713,511
"60",557,511
"61",98,511
"62",-308,267
"63",-234,-86
"64",159,-299
"65",555,-512
"66",854,-512
"67",1067,-173
"68",1279,-319
"69",1470,-483
"70",1951,162
"71",2243,1284
"72",2062,2063
"73",1182,1534
"74",724,1534
"75",711,1534
"76",687,1534
"77",893,1491
"78",615,1166
"79",-2,891
"80",-331,987
"81",-392,1149
"82",-245,1644
"83",-81,2426
"84",-101,2341
"85",-125,1619
"86",40,1216
"87",224,243
"88",517,66
"89",1032,-8
"90",1318,-274
"91",1280,-412
"92",1320,364
"93",1281,1195
"94",996,1403
"95",463,1654
"96",15,2114
"97",-285,2081
"98",-140,2123
"99",98,1588
"100",349,1490
"101",1017,1498
"102",1459,1221
"103",1581,1201
"104",1293,919
"105",1250,711
"106",1437,773
"107",1707,1964
"108",1683,1961
"109",1691,1711
"110",1915,1560
"111",2362,1246
"112",2349,323
"113",2300,77
"114",2163,65
"115",1842,38
"116",1545,457
"117",1005,976
"118",487,740
"119",255,899
"120",20,1302
"121",17,1111
"122",64,1322
"123",426,1877
"124",511,1461
"125",486,1177
"126",412,998
"127",745,449
"128",1258,64
"129",1843,25
"130",2161,-138
"131",2184,-375
"132",2185,-492
"133",2030,-512
"134",1588,-279
"135",1363,129
"136",1330,657
"137",1457,926
"138",1640,1372
"139",1680,1482
"140",1506,1362
"141",1247,1342
"142",946,1446
"143",755,1495
"144",711,2130
"145",453,2122
"146",314,2527
"147",173,2557
"148",-122,1787
"149",-342,669
"150",-466,812
"151",-268,576
"152",176,749
"153",268,669
"154",242,639
"155",652,956
"156",1333,955
"157",1560,551
"158",1582,511
"159",1714,-5
"160",1976,-15
"161",2174,568
"162",1934,640
"163",1738,889
"164",1957,1050
"165",2060,1250
"166",1549,755
"167",998,294
"168",799,537
"169",1245,452
"170",1534,481
"171",1336,328
"172",1463,285
"173",1597,354
"174",1757,234
"175",1956,-267
"176",1972,-486
"177",1689,-512
"178",1344,-276
"179",1234,383
"180",1192,950
"181",1163,1632
"182",1533,1479
"183",2011,1059
"184",2205,889
"185",2172,990
"186",2069,1160
"187",1886,1534
"188",1465,1167
"189",1033,1133
"190",1038,1381
"191",770,1454
"192",629,1744
"193",780,1653
"194",1118,1164
"195",1428,941
"196",1592,1151
"197",1281,831
"198",725,774
"199",631,999
"200",980,1235
"201",929,1349
"202",926,1985
"203",898,1684
"204",1025,721
"205",1354,808
"206",1107,639
"207",773,65
"208",734,572
"209",643,886
"210",312,1626
"211",157,1104
"212",776,1338
"213",1330,1874
"214",1401,2252
"215",1268,2557
"216",1095,2557
"217",1080,2557
"218",1077,2264
"219",1142,1534
"220",1280,1534
"221",1165,1346
"222",783,802
"223",601,957
"224",533,1106
"225",273,1029
"226",-85,1045
"227",-158,548
"228",111,682
"229",615,1392
"230",621,1456
"231",645,875
"232",1162,841
"233",1903,907
"234",2301,1090
"235",1825,1270
"236",800,534
"237",511,911
"238",521,1218
"239",772,167
"240",934,-374
"241",1286,-228
"242",1477,790
"243",1637,1257
"244",1878,1534
"245",1781,1719
