"","Date_dt","Raw_Current-Variation"
"1",9.57291666666667,0
"2",9.57638888888889,0.122657246590125
"3",9.57986111111111,0
"4",9.58333333333333,0.122696068317167
"5",9.58680555555556,0
"6",9.59027777777778,0
"7",9.59375,0
"8",9.59722222222222,0.122192819471088
"9",9.60069444444444,0.122192819471088
"10",9.60416666666667,0.488694148149329
"11",9.60763888888889,0.122192819471088
"12",9.61111111111111,0
"13",9.61458333333333,1.46840135144862
"14",9.61805555555556,-0.613674634618107
"15",9.62152777777778,0
"16",9.625,0
"17",9.62847222222222,0.122192819471088
"18",9.63194444444444,-1.10112656483562
"19",9.63541666666667,-0.978933745364536
"20",9.63888888888889,0.122154236326388
"21",9.64236111111111,0.122077124839723
"22",9.65277777777778,-0.122192819471088
"23",9.65625,-0.121271843657689
"24",9.65972222222222,0
"25",9.66319444444444,0
"26",9.66666666666667,0
"27",9.67013888888889,-0.122734908478073
"28",9.67361111111111,-0.122734908478073
"29",9.68402777777778,-0.122734908478073
"30",9.6875,0.122347334995418
"31",9.69097222222222,0.122347334995418
"32",9.69444444444444,0
"33",9.69791666666667,0
"34",9.70138888888889,0.244656013644793
"35",9.70486111111111,0.122347334995418
"36",9.83333333333333,0.122657246590125
"37",9.84027777777778,0.122657246590125
"38",9.84375,0.245353314907293
"39",9.84722222222222,0
"40",9.56597222222222,0.122038596474365
"41",9.56944444444444,0
"42",9.57291666666667,0
"43",9.57638888888889,0.122657246590125
"44",9.57986111111111,0
"45",9.58333333333333,0.122696068317167
"46",9.58680555555556,0
"47",9.59027777777778,0
"48",9.59375,0
"49",9.59722222222222,0.122192819471088
"50",9.60069444444444,0.122192819471088
"51",9.60416666666667,0.488694148149329
"52",9.60763888888889,0.122192819471088
"53",9.61111111111111,0
"54",9.61458333333333,1.46840135144862
"55",9.61805555555556,-0.613674634618107
"56",9.62152777777778,0
"57",9.625,0
"58",9.62847222222222,0.122192819471088
"59",9.63194444444444,-1.10112656483562
"60",9.63541666666667,-0.978933745364536
"61",9.63888888888889,0.122154236326388
"62",9.64236111111111,0.122077124839723
"63",9.65277777777778,-0.122192819471088
"64",9.65625,-0.121271843657689
"65",9.65972222222222,0
"66",9.66319444444444,0
"67",9.66666666666667,0
"68",9.67013888888889,-0.122734908478073
"69",9.67361111111111,-0.122734908478073
"70",9.68402777777778,-0.122734908478073
"71",9.6875,0.122347334995418
"72",9.69097222222222,0.122347334995418
"73",9.69444444444444,0
"74",9.69791666666667,0
"75",9.70138888888889,0.244656013644793
"76",9.70486111111111,0.122347334995418
"77",9.83333333333333,0.122657246590125
"78",9.84027777777778,0.122657246590125
"79",9.84375,0.245353314907293
"80",9.84722222222222,0
"81",9.56597222222222,0.122038596474365
"82",9.56944444444444,0
"83",9.57291666666667,0
"84",9.57638888888889,0.122657246590125
"85",9.57986111111111,0
"86",9.58333333333333,0.122696068317167
"87",9.58680555555556,0
"88",9.59027777777778,0
"89",9.59375,0
"90",9.59722222222222,0.122192819471088
"91",9.60069444444444,0.122192819471088
"92",9.60416666666667,0.488694148149329
"93",9.60763888888889,0.122192819471088
"94",9.61111111111111,0
"95",9.61458333333333,1.46840135144862
"96",9.61805555555556,-0.613674634618107
"97",9.62152777777778,0
"98",9.625,0
"99",9.62847222222222,0.122192819471088
"100",9.63194444444444,-1.10112656483562
"101",9.63541666666667,-0.978933745364536
"102",9.63888888888889,0.122154236326388
"103",9.64236111111111,0.122077124839723
"104",9.65277777777778,-0.122192819471088
"105",9.65625,-0.121271843657689
"106",9.65972222222222,0
"107",9.66319444444444,0
"108",9.66666666666667,0
"109",9.67013888888889,-0.122734908478073
"110",9.67361111111111,-0.122734908478073
"111",9.68402777777778,-0.122734908478073
"112",9.6875,0.122347334995418
"113",9.69097222222222,0.122347334995418
"114",9.69444444444444,0
"115",9.69791666666667,0
"116",9.70138888888889,0.244656013644793
"117",9.70486111111111,0.122347334995418
"118",9.83333333333333,0.122657246590125
"119",9.84027777777778,0.122657246590125
