"","Date_dt","Current_Interpolation"
"1",9.57291662222222,0
"2",9.57638882222222,0.122654891570859
"3",9.57986102222222,3.14002558426951e-06
"4",9.58333322222222,0.12269214204297
"5",9.58680542222222,4.71152928765983e-06
"6",9.59027762222222,0
"7",9.59374982222222,0
"8",9.59722202222222,0.122185781164666
"9",9.60069422222222,0.122192819471088
"10",9.60416642222222,0.488668346455155
"11",9.60763862222222,0.122220966773396
"12",9.61111082222222,1.01664426710169e-05
"13",9.61458302222222,1.46826978268791
"14",9.61805522222222,-0.613474755318623
"15",9.62152742222222,-6.28402833890984e-05
"16",9.62499962222222,0
"17",9.62847182222222,0.122178742858307
"18",9.63194402222222,-1.10097780919933
"19",9.63541622222222,-0.978949386045598
"20",9.63888842222222,0.122006250100671
"21",9.64236062222222,0.122077135697021
"22",9.64583282222222,0.0406657955814626
"23",9.64930502222222,-0.0407569980795917
"24",9.65277722222222,-0.122179791740604
"25",9.65624942222222,-0.121271996908065
"26",9.65972162222222,-2.09557745807915e-05
"27",9.66319382222222,0
"28",9.66666602222222,0
"29",9.67013822222222,-0.122711343375516
"30",9.67361042222222,-0.122734908478073
"31",9.67708262222222,-0.122734908478073
"32",9.68055482222222,-0.122734908478073
"33",9.68402702222222,-0.122734908478073
"34",9.68749922222222,0.122292436572726
"35",9.69097142222222,0.122347334995418
"36",9.69444362222222,2.89718488204194e-05
"37",9.69791582222222,0
"38",9.70138802222222,0.244594947503616
"39",9.70486022222222,0.122378646017241
"40",9.70833242222222,0.122355708786605
"41",9.71180462222222,0.122364084722045
"42",9.71527682222222,0.122372460657485
"43",9.71874902222222,0.122380836592925
"44",9.72222122222222,0.122389212528364
"45",9.72569342222222,0.122397588463804
"46",9.72916562222222,0.122405964399244
"47",9.73263782222222,0.122414340334684
"48",9.73611002222222,0.122422716270124
"49",9.73958222222222,0.122431092205563
"50",9.74305442222222,0.122439468141003
"51",9.74652662222222,0.122447844076443
"52",9.74999882222222,0.122456220011883
"53",9.75347102222222,0.122464595947323
"54",9.75694322222222,0.122472971882762
"55",9.76041542222222,0.122481347818202
"56",9.76388762222222,0.122489723753642
"57",9.76735982222222,0.122498099689082
"58",9.77083202222222,0.122506475624522
"59",9.77430422222222,0.122514851559961
"60",9.77777642222222,0.122523227495401
"61",9.78124862222222,0.122531603430841
"62",9.78472082222222,0.122539979366281
"63",9.78819302222222,0.122548355301721
"64",9.79166522222222,0.12255673123716
"65",9.79513742222222,0.1225651071726
"66",9.79860962222222,0.12257348310804
"67",9.80208182222222,0.12258185904348
"68",9.80555402222222,0.12259023497892
"69",9.80902622222222,0.122598610914359
"70",9.81249842222222,0.122606986849799
"71",9.81597062222222,0.122615362785239
"72",9.81944282222222,0.122623738720679
"73",9.82291502222222,0.122632114656119
"74",9.82638722222222,0.122640490591558
"75",9.82985942222222,0.122648866526998
"76",9.83333162222222,0.122657242462438
"77",9.83680382222222,0.122657246590125
"78",9.84027602222222,0.122657246590125
"79",9.84374822222222,0.245290494520201
"80",9.84722042222222,0.000127191158428158
"81",9.85069262222222,NA
"82",9.85416482222222,NA
"83",9.85763702222222,NA
"84",9.86110922222222,NA
"85",9.86458142222222,NA
"86",9.86805362222222,NA
"87",9.87152582222222,NA
"88",9.87499802222222,NA
"89",9.87847022222222,NA
"90",9.88194242222222,NA
"91",9.88541462222222,NA
"92",9.88888682222222,NA
"93",9.89235902222222,NA
"94",9.89583122222222,NA
"95",9.89930342222222,NA
"96",9.90277562222222,NA
"97",9.90624782222222,NA
"98",9.90972002222222,NA
"99",9.91319222222222,NA
"100",9.91666442222222,NA
"101",9.92013662222222,NA
"102",9.92360882222222,NA
"103",9.92708102222222,NA
"104",9.93055322222222,NA
"105",9.93402542222222,NA
"106",9.93749762222222,NA
"107",9.94096982222222,NA
"108",9.94444202222222,NA
"109",9.94791422222222,NA
"110",9.95138642222222,NA
"111",9.95485862222222,NA
"112",9.95833082222222,NA
"113",9.96180302222222,NA
"114",9.96527522222222,NA
"115",9.96874742222222,NA
"116",9.97221962222222,NA
"117",9.97569182222222,NA
"118",9.97916402222222,NA
"119",9.98263622222222,NA
