"","Date_dt","Hourly_Temp"
"1",9.67013822222222,25.9572509140403
"2",9.67361042222222,25.9647214705378
"3",9.67708262222222,25.962532852245
"4",9.68055482222222,25.9519987392501
"5",9.68402702222222,25.9343701503152
"6",9.68749922222222,25.910834218254
"7",9.69097142222222,25.8825065631048
"8",9.69444362222222,25.8504199023958
"9",9.69791582222222,25.815518930966
"10",9.70138802222222,25.7786626811637
"11",9.70486022222222,25.7406278372789
"12",9.70833242222222,25.7021116182252
"13",9.71180462222222,25.6637361039082
"14",9.71527682222222,25.6260536635203
"15",9.71874902222222,25.5895524598361
"16",9.72222122222222,25.5546618052738
"17",9.72569342222222,25.5217573789171
"18",9.72916562222222,25.491166252384
"19",9.73263782222222,25.4631716788963
"20",9.73611002222222,25.4380176057815
"21",9.73958222222222,25.4159128759499
"22",9.74305442222222,25.3970350886466
"23",9.74652662222222,25.38153409404
"24",9.74999882222222,25.3695351
"25",9.75347102222222,25.3611413727914
"26",9.75694322222222,25.356436516407
"27",9.76041542222222,25.3554863179395
"28",9.76388762222222,25.3583401487894
"29",9.76735982222222,25.3650319136846
"30",9.77083202222222,25.3755805414945
"31",9.77430422222222,25.3899900137178
"32",9.77777642222222,25.4082489283564
"33",9.78124862222222,25.430329598723
"34",9.78472082222222,25.4561866886102
"35",9.78819302222222,25.4857553872484
"36",9.79166522222222,25.5189491296321
"37",9.79513742222222,25.5556568701757
"38",9.79860962222222,25.5957399203121
"39",9.80208182222222,25.6390283636266
"40",9.80555402222222,25.6853170654826
"41",9.80902622222222,25.7343612978893
"42",9.81249842222222,25.7858720046329
"43",9.81597062222222,25.8395107364965
"44",9.81944282222222,25.8948842917629
"45",9.82291502222222,25.9515391031727
"46",9.82638722222222,26.0089554191371
"47",9.82985942222222,26.0665413342983
"48",9.83333162222222,26.1236267325337
"49",9.83680382222222,26.1794571619028
"50",9.84027602222222,26.2331875658446
"51",9.84374822222222,26.283875978523
"52",9.84722042222222,26.3304776335764
"53",9.85069262222222,26.3718396361918
"54",9.85416482222222,26.4066958926932
"55",9.85763702222222,26.4336623158842
"56",9.86110922222222,26.4512327015231
"57",9.86458142222222,26.4577755644302
"58",9.86805362222222,26.4515321162369
"59",9.87152582222222,26.4306155818171
"60",9.87499802222222,26.3930120667235
"61",9.87847022222222,26.3365832033056
"62",9.88194242222222,26.2590708184236
"63",9.88541462222222,26.1581038805725
