"","c_d","s_d"
"1",970,903
"2",998,934
"3",972,898
"4",962,901
"5",975,897
"6",978,931
"7",954,920
"8",938,924
"9",974,959
"10",987,922
"11",951,883
"12",912,888
"13",929,924
"14",954,886
"15",965,913
"16",957,911
"17",945,912
"18",955,934
"19",971,938
"20",929,923
"21",925,908
"22",933,909
"23",961,950
"24",941,940
"25",933,941
"26",883,950
"27",899,922
"28",941,914
"29",972,882
"30",919,854
"31",898,855
"32",904,891
"33",943,915
"34",965,921
"35",949,900
"36",868,908
"37",836,945
"38",876,963
"39",931,971
"40",931,968
"41",927,951
"42",924,947
"43",914,938
"44",920,916
"45",909,921
"46",948,975
"47",936,934
"48",924,920
"49",922,935
"50",972,923
"51",938,882
"52",931,922
"53",940,926
"54",924,921
"55",870,932
"56",850,968
"57",831,1010
"58",877,1026
"59",905,993
"60",933,958
"61",949,1003
"62",981,1015
"63",992,1009
"64",940,964
"65",925,981
"66",942,954
"67",922,927
"68",907,951
"69",948,1015
"70",946,1008
"71",966,993
"72",952,980
"73",938,968
"74",916,953
"75",943,943
"76",905,939
"77",867,952
"78",864,970
"79",897,991
"80",929,1020
"81",929,1003
"82",961,1004
"83",995,938
"84",1013,916
"85",980,909
"86",937,962
"87",970,981
"88",981,968
"89",971,976
"90",981,975
"91",984,964
"92",977,963
"93",936,934
"94",959,917
"95",966,906
"96",959,958
"97",949,974
"98",987,954
"99",983,938
"100",989,945
"101",963,955
"102",992,1003
"103",1032,977
"104",1041,930
"105",1013,973
"106",996,958
"107",954,889
"108",963,890
"109",953,913
"110",957,936
"111",970,953
"112",988,939
"113",1034,915
"114",1046,897
"115",1040,892
"116",1004,901
"117",1036,929
"118",1012,883
"119",974,888
"120",965,908
"121",1005,912
"122",993,906
"123",968,897
"124",930,882
"125",922,887
"126",916,918
"127",970,906
"128",970,911
"129",948,934
"130",943,952
"131",957,924
"132",951,920
"133",929,893
"134",912,909
"135",928,917
"136",910,891
"137",901,876
"138",923,892
"139",928,875
"140",952,886
"141",970,888
"142",972,916
"143",920,905
"144",886,909
"145",893,952
"146",939,1004
"147",909,942
"148",865,923
"149",896,948
"150",938,926
"151",919,910
"152",889,918
"153",892,930
"154",934,934
"155",937,917
"156",923,920
"157",920,915
"158",897,909
"159",873,932
"160",862,950
"161",907,966
"162",929,951
"163",898,934
"164",902,932
"165",954,950
"166",954,937
"167",917,937
"168",930,950
"169",991,974
"170",961,947
"171",923,934
"172",888,918
"173",926,941
"174",915,949
"175",877,990
"176",856,1006
"177",885,976
"178",923,973
"179",955,956
"180",900,941
"181",888,965
"182",903,976
"183",936,938
"184",947,937
"185",940,965
"186",926,1006
"187",919,978
"188",910,979
"189",931,1021
"190",949,1045
"191",948,1047
"192",968,1007
"193",960,961
"194",932,958
"195",916,984
"196",934,995
"197",943,999
"198",941,986
"199",893,965
"200",914,994
"201",966,999
"202",984,958
"203",938,929
"204",924,921
"205",942,962
"206",978,988
"207",932,940
"208",899,927
"209",909,958
"210",967,976
"211",984,967
"212",984,942
"213",997,944
"214",995,944
"215",992,923
"216",954,910
"217",959,937
"218",959,919
"219",954,922
"220",956,917
"221",959,933
"222",937,959
"223",939,936
"224",940,891
"225",974,905
"226",992,948
"227",1028,942
"228",1013,931
"229",1032,918
"230",1019,918
"231",998,942
"232",986,1001
"233",1015,996
"234",982,929
"235",978,922
"236",988,941
"237",973,920
"238",991,901
"239",998,918
"240",980,925
"241",983,942
"242",1021,949
"243",991,883
"244",1015,838
"245",994,806
