"X1" "X2" "X3"
34.601 7.22013888888889 0
34.60105 7.22013888888889 0
34.6011 7.22013888888889 0
34.60115 7.22013888888889 0
34.6012 7.22013888888889 0
34.60125 7.22013888888889 0
34.6013 7.22013888888889 0
34.60135 7.22013888888889 0
34.6014 7.22013888888889 0
34.60145 7.22013888888889 0
34.6015 7.22013888888889 0
34.60155 7.22013888888889 0
34.6016 7.22013888888889 0
34.60165 7.22013888888889 0
34.6017 7.22013888888889 0
34.60175 7.22013888888889 0
34.6018 7.22013888888889 0
34.60185 7.22013888888889 0
34.6019 7.22013888888889 0
34.60195 7.22013888888889 0
34.602 7.22013888888889 0
34.60205 7.22013888888889 0
34.6021 7.22013888888889 0
34.60215 7.22013888888889 0
34.6022 7.22013888888889 0
34.60225 7.22013888888889 0
34.6023 7.22013888888889 0
34.60235 7.22013888888889 0
34.6024 7.22013888888889 0
34.60245 7.22013888888889 0
34.6025 7.22013888888889 0
34.60255 7.22013888888889 0
34.6026 7.22013888888889 0
34.60265 7.22013888888889 0
34.6027 7.22013888888889 0
34.60275 7.22013888888889 0
34.6028 7.22013888888889 0
34.60285 7.22013888888889 0
34.6029 7.22013888888889 0
34.60295 7.22013888888889 0
34.603 7.22013888888889 0
34.60305 7.22013888888889 0
34.6031 7.22013888888889 0
34.60315 7.22013888888889 0
34.6032 7.22013888888889 0
34.60325 7.22013888888889 0
34.6033 7.22013888888889 0
34.60335 7.22013888888889 0
34.6034 7.22013888888889 0
34.60345 7.22013888888889 0
34.6035 7.22013888888889 0
34.60355 7.22013888888889 0
34.6036 7.22013888888889 0
34.60365 7.22013888888889 0
34.6037 7.22013888888889 0
34.60375 7.22013888888889 0
34.6038 7.22013888888889 0
34.60385 7.22013888888889 0
34.6039 7.22013888888889 0
34.60395 7.22013888888889 0
34.604 7.22013888888889 0
34.60405 7.22013888888889 0
34.6041 7.22013888888889 0
34.60415 7.22013888888889 0
34.6042 7.22013888888889 0
34.60425 7.22013888888889 0
34.6043 7.22013888888889 0
34.60435 7.22013888888889 0
34.6044 7.22013888888889 0
34.60445 7.22013888888889 0
34.6045 7.22013888888889 0
34.60455 7.22013888888889 0
34.6046 7.22013888888889 0
34.60465 7.22013888888889 0
34.6047 7.22013888888889 0
34.60475 7.22013888888889 0
34.6048 7.22013888888889 0
34.60485 7.22013888888889 0
34.6049 7.22013888888889 0
34.60495 7.22013888888889 0
34.605 7.22013888888889 0
34.60505 7.22013888888889 0
34.6051 7.22013888888889 0
34.60515 7.22013888888889 0
34.6052 7.22013888888889 0
34.60525 7.22013888888889 0
34.6053 7.22013888888889 0
34.60535 7.22013888888889 0
34.6054 7.22013888888889 0
34.60545 7.22013888888889 0
34.6055 7.22013888888889 0
34.60555 7.22013888888889 0
34.6056 7.22013888888889 0
34.60565 7.22013888888889 0
34.6057 7.22013888888889 0
34.60575 7.22013888888889 0
34.6058 7.22013888888889 0
34.60585 7.22013888888889 0
34.6059 7.22013888888889 0
34.60595 7.22013888888889 0
34.606 7.22013888888889 0
34.60605 7.22013888888889 0
34.6061 7.22013888888889 0
34.60615 7.22013888888889 0
34.6062 7.22013888888889 0
34.60625 7.22013888888889 0
34.6063 7.22013888888889 0
34.60635 7.22013888888889 0
34.6064 7.22013888888889 0
34.60645 7.22013888888889 0
34.6065 7.22013888888889 0
34.60655 7.22013888888889 0
34.6066 7.22013888888889 0
34.60665 7.22013888888889 0
34.6067 7.22013888888889 0
34.60675 7.22013888888889 0
34.6068 7.22013888888889 0
34.60685 7.22013888888889 0
34.6069 7.22013888888889 0
34.60695 7.22013888888889 0
34.607 7.22013888888889 0
34.60705 7.22013888888889 0
34.6071 7.22013888888889 0
34.60715 7.22013888888889 0
34.6072 7.22013888888889 0
34.60725 7.22013888888889 0
34.6073 7.22013888888889 0
34.60735 7.22013888888889 0
34.6074 7.22013888888889 0
34.60745 7.22013888888889 0
34.6075 7.22013888888889 0
34.60755 7.22013888888889 0
34.6076 7.22013888888889 0
34.60765 7.22013888888889 0
34.6077 7.22013888888889 0
34.60775 7.22013888888889 0
34.6078 7.22013888888889 0
34.60785 7.22013888888889 0
34.6079 7.22013888888889 0
34.60795 7.22013888888889 0
34.608 7.22013888888889 0
34.60805 7.22013888888889 0
34.6081 7.22013888888889 0
34.60815 7.22013888888889 0
34.6082 7.22013888888889 0
34.60825 7.22013888888889 0
