"","c_d","s_d"
"1",902,922
"2",919,917
"3",951,937
"4",971,968
"5",910,1005
"6",934,1018
"7",1017,955
"8",1011,918
"9",938,901
"10",930,906
"11",980,915
"12",1004,906
"13",1015,898
"14",967,910
"15",960,958
"16",985,951
"17",962,915
"18",929,930
"19",940,962
"20",971,987
"21",994,944
"22",924,931
"23",923,966
"24",927,957
"25",944,945
"26",964,889
"27",938,860
"28",950,926
"29",938,921
"30",890,922
"31",896,942
"32",931,961
"33",950,957
"34",977,957
"35",962,951
"36",945,945
"37",904,907
"38",915,933
"39",917,932
"40",957,916
"41",928,864
"42",954,904
"43",986,894
"44",991,885
"45",963,890
"46",932,913
"47",976,941
"48",1022,907
"49",951,861
"50",921,894
"51",888,948
"52",922,993
"53",914,942
"54",927,932
"55",954,926
"56",974,902
"57",953,893
"58",940,892
"59",936,923
"60",949,966
"61",963,951
"62",963,930
"63",983,929
"64",958,929
"65",892,946
"66",902,973
"67",987,944
"68",1018,937
"69",967,926
"70",908,951
"71",943,975
"72",956,931
"73",930,914
"74",889,933
"75",916,978
"76",950,968
"77",959,958
"78",896,953
"79",874,959
"80",932,939
"81",971,885
"82",950,902
"83",907,955
"84",899,1004
"85",911,1012
"86",937,1010
"87",974,962
"88",938,918
"89",879,947
"90",910,971
"91",936,937
"92",941,909
"93",928,941
"94",952,1003
"95",933,1004
"96",928,976
"97",917,913
"98",930,961
"99",966,997
"100",987,955
"101",971,941
"102",975,945
"103",940,956
"104",968,981
"105",950,979
"106",922,933
"107",900,891
"108",920,932
"109",946,990
"110",963,985
"111",940,985
"112",955,994
"113",979,958
"114",1014,957
"115",1031,955
"116",1004,936
"117",962,945
"118",974,986
"119",982,942
"120",947,949
"121",923,994
"122",906,983
"123",937,953
"124",956,935
"125",947,947
"126",920,970
"127",936,956
"128",1020,925
"129",1028,896
"130",962,937
"131",978,999
"132",1010,994
"133",997,949
"134",1001,955
"135",967,964
"136",905,949
"137",903,927
"138",939,953
"139",954,945
"140",956,936
"141",963,924
"142",986,932
"143",989,898
"144",952,914
"145",922,969
"146",890,969
"147",868,922
"148",933,921
"149",960,910
"150",966,918
"151",981,958
"152",994,963
"153",926,917
"154",890,942
"155",906,960
"156",949,951
"157",977,919
"158",958,925
"159",972,950
"160",956,935
"161",948,920
"162",929,907
"163",949,940
"164",951,959
"165",958,1004
"166",982,1006
"167",1009,914
"168",978,892
"169",931,924
"170",925,945
"171",933,940
"172",933,935
"173",924,925
"174",890,958
"175",908,956
"176",897,917
"177",918,931
"178",939,984
"179",956,1019
"180",958,983
"181",940,916
"182",915,907
"183",925,929
"184",952,935
"185",954,947
"186",963,939
"187",949,921
"188",954,936
"189",933,944
"190",960,959
"191",944,943
"192",899,936
"193",901,961
"194",985,975
"195",981,940
"196",913,943
"197",869,968
"198",934,988
"199",961,933
"200",904,920
"201",878,952
"202",916,980
"203",909,947
"204",873,924
"205",837,960
"206",864,994
"207",918,953
"208",927,926
"209",925,913
"210",931,899
"211",927,923
"212",924,938
"213",913,932
"214",891,930
"215",916,962
"216",937,932
"217",953,909
"218",973,928
"219",983,941
"220",953,974
"221",957,1008
"222",941,1016
"223",990,982
"224",959,926
"225",968,952
"226",1036,973
"227",1028,939
"228",969,911
"229",915,940
"230",904,1014
"231",927,977
"232",930,915
"233",931,931
"234",935,965
"235",931,970
"236",971,953
"237",1005,911
"238",1019,914
"239",1015,922
"240",997,946
"241",992,936
"242",960,904
"243",911,921
"244",932,981
"245",976,1013
