"","c_d","s_d"
"1",923,879
"2",947,887
"3",954,872
"4",958,897
"5",938,848
"6",949,907
"7",944,989
"8",891,972
"9",863,857
"10",944,818
"11",952,887
"12",913,999
"13",880,963
"14",874,831
"15",862,794
"16",895,872
"17",906,915
"18",916,935
"19",929,939
"20",884,952
"21",836,988
"22",831,998
"23",893,969
"24",907,944
"25",935,963
"26",945,941
"27",929,934
"28",892,917
"29",877,901
"30",886,883
"31",879,916
"32",875,966
"33",904,969
"34",914,891
"35",945,886
"36",950,961
"37",931,1023
"38",941,1044
"39",965,1010
"40",896,985
"41",888,1009
"42",928,1019
"43",933,971
"44",878,933
"45",863,951
"46",903,1002
"47",933,999
"48",940,990
"49",939,993
"50",949,1015
"51",895,981
"52",931,992
"53",986,962
"54",978,977
"55",943,1051
"56",925,1061
"57",919,990
"58",950,934
"59",946,895
"60",984,936
"61",1030,950
"62",1025,980
"63",953,1000
"64",923,1014
"65",948,996
"66",1015,1047
"67",1018,1056
"68",1036,1008
"69",1046,979
"70",1053,986
"71",955,963
"72",910,957
"73",959,983
"74",1019,990
"75",1030,986
"76",1025,988
"77",1040,1026
"78",1028,960
"79",993,891
"80",1009,911
"81",1014,953
"82",947,936
"83",984,912
"84",1054,905
"85",1029,942
"86",1017,951
"87",1078,927
"88",1025,900
"89",1011,916
"90",994,903
"91",994,883
"92",1006,921
"93",1071,958
"94",1028,934
"95",960,926
"96",951,972
"97",1002,943
"98",1029,898
"99",1021,860
"100",975,883
"101",991,918
"102",1024,968
"103",1007,935
"104",992,914
"105",969,914
"106",993,1002
"107",985,1002
"108",977,987
"109",976,927
"110",967,935
"111",931,905
"112",911,899
"113",936,936
"114",975,923
"115",983,871
"116",1019,927
"117",991,954
"118",957,879
"119",943,832
"120",916,879
"121",902,889
"122",886,862
"123",873,859
"124",869,897
"125",906,924
"126",920,914
"127",932,954
"128",886,962
"129",872,934
"130",895,888
"131",917,902
"132",917,889
"133",928,901
"134",885,891
"135",890,943
"136",900,964
"137",886,959
"138",870,931
"139",877,934
"140",884,976
"141",939,992
"142",914,932
"143",879,909
"144",870,962
"145",869,996
"146",888,987
"147",887,956
"148",903,936
"149",959,914
"150",959,914
"151",909,951
"152",885,988
"153",887,969
"154",881,940
"155",909,961
"156",912,1005
"157",900,1016
"158",899,1017
"159",908,1015
"160",938,1023
"161",944,1013
"162",931,1005
"163",875,985
"164",881,1011
"165",890,985
"166",924,980
"167",925,1018
"168",953,998
"169",926,952
"170",967,991
"171",959,1011
"172",936,1040
"173",958,1040
"174",971,998
"175",935,985
"176",913,1013
"177",915,1024
"178",899,962
"179",899,960
"180",895,994
"181",961,1048
"182",1001,991
"183",976,986
"184",951,1016
"185",962,1017
"186",966,996
"187",1026,1011
"188",956,990
"189",947,1008
"190",965,1000
"191",972,1006
"192",977,975
"193",1021,934
"194",1022,933
"195",1005,939
"196",968,945
"197",984,951
"198",983,954
"199",1028,978
"200",1027,1015
"201",1037,1041
"202",1016,994
"203",995,943
"204",985,965
"205",967,946
"206",955,933
"207",999,963
"208",1045,974
"209",1054,928
"210",1053,911
"211",1033,937
"212",998,943
"213",955,908
"214",959,899
"215",986,932
"216",1018,935
"217",997,886
"218",1004,859
"219",1005,877
"220",1015,940
"221",967,909
"222",943,909
"223",970,908
"224",1013,915
"225",1016,932
"226",1028,918
"227",985,918
"228",994,929
"229",990,907
"230",962,878
"231",907,882
"232",886,889
"233",926,904
"234",941,865
"235",888,886
"236",895,927
"237",920,927
"238",921,905
"239",920,906
"240",940,881
"241",927,880
"242",911,877
"243",873,879
"244",893,890
"245",907,869
