"","c_d","s_d"
"1",998,901
"2",974,875
"3",967,876
"4",955,935
"5",946,953
"6",940,931
"7",964,904
"8",987,870
"9",949,866
"10",935,910
"11",954,908
"12",926,845
"13",906,830
"14",873,876
"15",841,955
"16",864,982
"17",867,916
"18",860,884
"19",889,911
"20",869,941
"21",866,940
"22",879,942
"23",914,943
"24",925,932
"25",898,926
"26",870,969
"27",856,946
"28",854,918
"29",867,908
"30",908,944
"31",893,930
"32",863,909
"33",858,886
"34",887,927
"35",919,947
"36",902,924
"37",854,907
"38",822,941
"39",870,976
"40",891,976
"41",865,975
"42",878,1008
"43",921,1023
"44",913,975
"45",869,924
"46",895,931
"47",924,940
"48",913,950
"49",890,978
"50",887,978
"51",924,955
"52",919,934
"53",892,958
"54",859,976
"55",865,968
"56",910,968
"57",941,1003
"58",949,1066
"59",972,1060
"60",986,1002
"61",958,942
"62",937,976
"63",930,1016
"64",918,1023
"65",910,1018
"66",908,1012
"67",953,998
"68",981,997
"69",940,1015
"70",943,1003
"71",950,970
"72",954,944
"73",955,945
"74",959,963
"75",942,983
"76",969,1015
"77",982,999
"78",973,980
"79",965,979
"80",990,981
"81",1031,963
"82",1062,980
"83",1057,996
"84",1035,965
"85",1000,971
"86",1016,1018
"87",1037,982
"88",1048,933
"89",1012,939
"90",1016,988
"91",998,973
"92",1012,945
"93",1016,957
"94",1001,971
"95",958,953
"96",985,907
"97",1028,865
"98",1029,888
"99",1002,928
"100",984,927
"101",993,929
"102",1020,946
"103",1044,903
"104",1025,901
"105",994,916
"106",982,938
"107",1025,955
"108",1007,934
"109",970,911
"110",1031,912
"111",1069,827
"112",977,794
"113",920,871
"114",959,935
"115",995,917
"116",987,873
"117",973,897
"118",1019,941
"119",1014,925
"120",1001,890
"121",965,838
"122",948,902
"123",930,965
"124",950,992
"125",937,915
"126",933,910
"127",959,959
"128",985,928
"129",930,859
"130",937,903
"131",918,907
"132",882,883
"133",869,872
"134",904,893
"135",934,885
"136",959,900
"137",923,889
"138",893,867
"139",879,842
"140",899,847
"141",891,854
"142",909,891
"143",908,897
"144",889,881
"145",843,875
"146",867,933
"147",946,952
"148",921,908
"149",865,928
"150",858,963
"151",907,937
"152",900,885
"153",870,921
"154",879,994
"155",887,971
"156",882,959
"157",901,995
"158",874,1013
"159",887,994
"160",894,964
"161",876,957
"162",887,974
"163",911,948
"164",891,961
"165",865,984
"166",846,1004
"167",896,999
"168",931,968
"169",921,951
"170",912,992
"171",906,1005
"172",894,982
"173",891,987
"174",907,989
"175",915,988
"176",901,1009
"177",918,1056
"178",952,1048
"179",952,1019
"180",947,1013
"181",925,995
"182",919,968
"183",895,972
"184",901,1006
"185",931,1030
"186",948,1035
"187",934,1036
"188",933,1034
"189",940,1022
"190",958,1024
"191",973,990
"192",982,933
"193",976,928
"194",992,977
"195",960,978
"196",947,987
"197",959,1017
"198",953,1020
"199",928,992
"200",916,973
"201",952,964
"202",986,940
"203",965,954
"204",965,970
"205",986,950
"206",1021,987
"207",1024,1006
"208",1022,1001
"209",1026,1007
"210",994,986
"211",999,932
"212",976,898
"213",1018,972
"214",1033,1021
"215",1043,1012
"216",1036,939
"217",1028,919
"218",1013,947
"219",985,949
"220",993,959
"221",1057,940
"222",1046,913
"223",1018,948
"224",973,941
"225",984,904
"226",1005,913
"227",1016,920
"228",1006,935
"229",1017,908
"230",1003,884
"231",987,869
"232",971,858
"233",940,864
"234",977,921
"235",979,915
"236",989,893
"237",1003,869
"238",1011,877
"239",982,909
"240",976,909
"241",947,894
"242",961,879
"243",1003,856
"244",992,874
"245",955,929
