"","c_d","s_d"
"1",944,978
"2",948,974
"3",1001,986
"4",1021,959
"5",993,938
"6",954,985
"7",959,1023
"8",969,1002
"9",961,955
"10",987,936
"11",1014,952
"12",989,944
"13",1002,935
"14",1021,919
"15",1051,922
"16",1068,948
"17",1027,966
"18",981,925
"19",997,867
"20",1007,876
"21",1010,939
"22",985,978
"23",989,975
"24",974,922
"25",967,904
"26",975,922
"27",1005,947
"28",1017,933
"29",1006,926
"30",996,925
"31",982,918
"32",942,918
"33",951,918
"34",962,918
"35",979,904
"36",979,896
"37",970,879
"38",958,888
"39",947,892
"40",955,914
"41",977,895
"42",971,886
"43",948,901
"44",966,949
"45",973,933
"46",930,906
"47",927,880
"48",929,906
"49",951,975
"50",947,971
"51",940,906
"52",940,854
"53",933,837
"54",926,870
"55",940,887
"56",926,886
"57",905,900
"58",913,921
"59",939,903
"60",950,901
"61",926,929
"62",878,919
"63",890,901
"64",914,881
"65",942,867
"66",901,859
"67",876,904
"68",871,945
"69",884,974
"70",889,935
"71",892,901
"72",905,915
"73",907,983
"74",930,979
"75",903,926
"76",875,930
"77",862,905
"78",857,900
"79",877,894
"80",860,901
"81",826,914
"82",859,955
"83",894,978
"84",899,964
"85",881,926
"86",899,949
"87",931,941
"88",900,938
"89",890,980
"90",877,1020
"91",879,1039
"92",908,1024
"93",929,969
"94",941,951
"95",932,954
"96",945,999
"97",920,1005
"98",917,1015
"99",923,962
"100",931,967
"101",957,980
"102",943,970
"103",916,957
"104",916,939
"105",907,936
"106",912,961
"107",866,957
"108",875,975
"109",920,1005
"110",952,1013
"111",958,963
"112",962,943
"113",960,963
"114",995,1003
"115",1016,988
"116",961,977
"117",896,1019
"118",907,1045
"119",956,1002
"120",1000,991
"121",1028,984
"122",1007,931
"123",985,905
"124",1010,922
"125",1005,929
"126",968,949
"127",988,964
"128",1018,968
"129",1026,931
"130",976,914
"131",973,959
"132",961,962
"133",1009,983
"134",1048,976
"135",1040,955
"136",977,935
"137",958,960
"138",964,965
"139",982,938
"140",992,941
"141",1000,947
"142",1001,955
"143",1028,944
"144",1010,908
"145",977,929
"146",985,983
"147",1019,958
"148",1036,927
"149",1029,916
"150",1001,936
"151",981,910
"152",991,885
"153",988,877
"154",1002,861
"155",948,861
"156",914,924
"157",889,959
"158",927,942
"159",975,889
"160",1030,917
"161",1016,914
"162",985,894
"163",960,864
"164",984,872
"165",979,891
"166",953,899
"167",951,890
"168",924,860
"169",922,878
"170",911,903
"171",929,904
"172",947,885
"173",924,903
"174",892,899
"175",921,861
"176",924,819
"177",911,888
"178",903,953
"179",896,937
"180",939,945
"181",987,945
"182",939,895
"183",909,879
"184",894,896
"185",885,945
"186",843,976
"187",849,972
"188",909,928
"189",918,894
"190",912,923
"191",913,906
"192",909,890
"193",921,917
"194",930,926
"195",950,886
"196",874,872
"197",824,938
"198",832,963
"199",874,938
"200",917,932
"201",877,941
"202",858,954
"203",833,932
"204",854,959
"205",900,987
"206",920,954
"207",868,967
"208",841,985
"209",828,992
"210",848,994
"211",864,990
"212",884,982
"213",900,1002
"214",927,975
"215",873,939
"216",885,991
"217",885,1040
"218",901,1017
"219",884,946
"220",874,926
"221",918,920
"222",924,918
"223",938,947
"224",946,932
"225",964,938
"226",929,941
"227",900,997
"228",899,998
"229",936,980
"230",974,947
"231",955,941
"232",965,976
"233",978,992
"234",985,991
"235",967,937
"236",947,967
"237",965,1032
"238",985,966
"239",996,919
"240",984,984
"241",1015,1028
"242",976,968
"243",977,971
"244",953,966
"245",985,970
