"X1","X2","X3"
34.601,24,0.601922297038559
34.60105,24,0.47590584864233
34.6011,24,0.689452625648473
34.60115,24,0.782905660550443
34.6012,24,0.728774895574912
34.60125,24,0.65377654981634
34.6013,24,0.566904746695801
34.60135,24,0.661353027596631
34.6014,24,0.456429926718649
34.60145,24,0.311764982102788
34.6015,24,0.461796743558934
34.60155,24,0.389214879275372
34.6016,24,0.442029678564616
34.60165,24,0.569151287700978
34.6017,24,0.616006573382058
34.60175,24,0.738249153291658
34.6018,24,0.779488611203266
34.60185,24,1.00983238326085
34.6019,24,1.26753122129088
34.60195,24,1.50530073678555
34.602,24,1.64661324305917
34.60205,24,1.84359062130184
34.6021,24,2.01648696566952
34.60215,24,1.96268876622554
34.6022,24,1.79674062682384
34.60225,24,1.57980716065236
34.6023,24,1.4740742576686
34.60235,24,1.48695377660344
34.6024,24,1.20775583170775
34.60245,24,0.999270542515444
34.6025,24,1.05164255565954
34.60255,24,1.12820765699646
34.6026,24,1.17622247363605
34.60265,24,1.28040138109646
34.6027,24,1.3093511953112
34.60275,24,1.061106120981
34.6028,24,0.694129164628387
34.60285,24,0.431430984685355
34.6029,24,0.285950839658494
34.60295,24,0.556612606483738
34.603,24,0.807788344165757
34.60305,24,0.949049941612016
34.6031,24,0.958287850598642
34.60315,24,0.877682938363847
34.6032,24,0.626819867780109
34.60325,24,0.29039205785446
34.6033,24,0.368838784737963
34.60335,24,0.578801184608298
34.6034,24,0.606595772886431
34.60345,24,0.534090723192313
34.6035,24,0.680127896615909
34.60355,24,0.890415261930254
34.6036,24,0.818188929020444
34.60365,24,0.597242549400717
34.6037,24,0.394021720157171
34.60375,24,0.406256789589788
34.6038,24,0.318580915304258
34.60385,24,0.211726795593447
34.6039,24,0.255418844570492
34.60395,24,0.328760118190243
34.604,24,0.281783393760417
34.60405,24,0.346905982772945
34.6041,24,0.657266955052281
34.60415,24,0.769683706758252
34.6042,24,0.765554545467983
34.60425,24,0.950217445916434
34.6043,24,0.837262017405347
34.60435,24,0.489488429327748
34.6044,24,0.277554577643019
34.60445,24,0.386884247569619
34.6045,24,0.744530592187288
34.60455,24,1.16796794561086
34.6046,24,1.37895323931219
34.60465,24,1.50281014300967
34.6047,24,1.40473000383623
34.60475,24,1.30149150025242
34.6048,24,1.39344686363832
34.60485,24,1.5489854822139
34.6049,24,1.59358571980084
34.60495,24,1.47394223581668
34.605,24,1.43020262254892
34.60505,24,1.42503520793376
34.6051,24,1.48877929206879
34.60515,24,1.40647269914549
34.6052,24,1.1662895962621
34.60525,24,0.964592463382265
34.6053,24,0.537645441421171
34.60535,24,0.381562692792532
34.6054,24,0.64606085299108
34.60545,24,0.752270541748272
34.6055,24,0.743773262016008
34.60555,24,1.04405974964083
34.6056,24,1.30676399022758
34.60565,24,1.38546318314549
34.6057,24,1.2220676750106
