"","Date_In_Decimal","degree_(C)"
"1",24.3680555555556,29.1250665285882
"2",24.3194444444444,29.1495456990475
"3",24.3055555555556,29.1452505633764
"4",24.2638888888889,29.1549275487588
"5",24.2430555555556,29.1317121045659
"6",24.1458333333333,29.1277997494332
"7",24.1111111111111,29.1222189045812
