"Max_SNR","day_in_decimal"
3.71793293317848,24.4166666666667
3.75541614268132,24.375
3.59677626770167,24.3680555555556
3.74665691877137,24.3611111111111
3.52079926359692,24.3333333333333
3.66299227814876,24.3194444444444
3.67707005217388,24.3055555555556
4.09969495399436,24.2847222222222
3.69761541478173,24.2638888888889
4.01250688523862,24.2430555555556
17.2778451375014,24.1458333333333
3.55217650396962,24.125
3.54494399511271,24.1111111111111
3.86353854868823,24.0972222222222
3.92110028587489,24.0902777777778
3.64616616520792,24.0833333333333
3.59125963054059,24.0625
3.61786104674154,24.0555555555556
3.54023688377471,24.0069444444444
