"","c_d","s_d"
"1",-312,454
"2",-266,246
"3",-167,240
"4",153,433
"5",915,868
"6",1447,1602
"7",1403,1822
"8",1462,1770
"9",1769,1360
"10",1939,1178
"11",1838,1387
"12",847,1200
"13",706,892
"14",610,691
"15",523,524
"16",430,463
"17",345,481
"18",197,762
"19",-52,1095
"20",-136,1281
"21",-145,1387
"22",-82,1471
"23",227,1562
"24",1163,1439
"25",1272,1070
"26",1487,778
"27",1752,745
"28",1828,963
"29",1613,1047
"30",1337,872
"31",1349,552
"32",1731,548
"33",2211,951
"34",2311,1595
"35",1416,1763
"36",1090,1322
"37",1007,750
"38",1024,272
"39",1112,-1
"40",1221,155
"41",1259,591
"42",1119,1037
"43",832,1117
"44",590,1096
"45",577,1009
"46",702,747
"47",823,491
"48",805,348
"49",786,322
"50",801,317
"51",838,251
"52",800,222
"53",663,278
"54",541,524
"55",416,834
"56",198,977
"57",9,819
"58",16,521
"59",218,461
"60",470,714
"61",708,1014
"62",951,1193
"63",1113,1328
"64",1218,1552
"65",1036,1842
"66",1445,1968
"67",1740,1724
"68",1639,1524
"69",1481,1276
"70",1357,986
"71",1411,803
"72",1053,858
"73",747,722
"74",773,666
"75",735,593
"76",718,569
"77",1107,1063
"78",1565,1365
"79",1571,1207
"80",1521,899
"81",1464,655
"82",1337,698
"83",1142,1096
"84",234,1117
"85",-18,879
"86",28,619
"87",330,387
"88",634,136
"89",945,-113
"90",1195,-105
"91",1295,19
"92",1350,451
"93",1336,910
"94",1010,1115
"95",872,949
"96",1404,702
"97",1358,527
"98",1451,609
"99",1585,786
"100",1753,982
"101",2019,1104
"102",2243,1250
"103",2279,1286
"104",2126,1181
"105",1952,995
"106",1814,1025
"107",1621,1253
"108",1406,1487
"109",1275,1467
"110",1343,1410
"111",1525,1472
"112",1679,1623
"113",1713,1599
"114",1816,1474
"115",2036,1364
"116",2157,1363
"117",2078,1237
"118",1983,1026
"119",1988,896
"120",2016,1059
"121",1918,1225
"122",1820,1423
"123",1790,1541
"124",1878,1464
"125",1922,1384
"126",1746,1264
"127",1366,1113
"128",1023,928
"129",977,774
"130",1056,1006
"131",796,1179
"132",995,1017
"133",1161,1056
"134",1194,1110
"135",1213,1105
"136",1236,1087
"137",1238,1553
"138",1648,1695
"139",1776,1546
"140",1804,1320
"141",1923,1053
"142",2078,926
"143",2196,943
"144",2128,1078
"145",1989,1163
"146",1731,1242
"147",1546,1251
"148",1523,1254
"149",1654,1172
"150",1882,1156
"151",2030,1306
"152",2047,1591
"153",1910,1719
"154",1798,1713
"155",1676,1588
"156",1415,1494
"157",1044,1257
"158",760,993
"159",662,894
"160",687,976
"161",396,978
"162",405,781
"163",464,488
"164",569,282
"165",770,166
"166",932,297
"167",833,567
"168",493,920
"169",112,1052
"170",-173,1076
"171",-216,1199
"172",-112,1212
"173",-89,1108
"174",3,933
"175",224,870
"176",679,935
"177",1021,1000
"178",1189,1029
"179",1194,1012
"180",1178,935
"181",1240,828
"182",1376,923
"183",1358,1144
"184",1214,1246
"185",1090,1043
"186",1081,768
"187",1050,612
"188",989,590
"189",959,616
"190",978,899
"191",1242,1613
"192",1964,2113
"193",1976,2039
"194",1722,1770
"195",1445,1656
"196",1285,1651
"197",1332,1609
"198",1430,1465
"199",1389,1269
"200",1258,908
"201",1140,878
"202",1181,829
"203",1249,849
"204",1372,989
"205",1460,1028
"206",1427,1308
"207",1371,1427
"208",1413,1261
"209",1576,990
"210",1749,762
"211",1776,559
"212",1561,447
"213",1322,436
"214",1228,488
"215",1238,727
"216",1277,941
"217",1408,886
"218",1606,685
"219",1760,618
"220",1697,959
"221",1011,1083
"222",476,611
"223",196,167
"224",142,-52
"225",225,27
"226",346,165
"227",544,325
"228",884,672
"229",1142,1046
"230",1181,1346
"231",886,1519
"232",548,1527
"233",396,1299
"234",411,1266
"235",363,1514
"236",211,1650
"237",12,1681
"238",-103,1713
"239",64,1982
"240",680,1991
"241",968,2039
"242",990,2087
"243",1143,2015
"244",1386,2025
"245",1515,2111
