"","c_d","s_d"
"1",87,933
"2",178,1656
"3",663,1667
"4",1104,1359
"5",1353,1326
"6",1380,1438
"7",1233,1372
"8",601,1368
"9",520,701
"10",508,154
"11",572,43
"12",640,33
"13",764,605
"14",1234,1437
"15",1586,1692
"16",1734,1786
"17",1583,1692
"18",1540,1721
"19",1494,2082
"20",416,1822
"21",105,1449
"22",-24,878
"23",-93,704
"24",86,707
"25",164,675
"26",191,547
"27",352,454
"28",618,512
"29",794,704
"30",699,742
"31",640,457
"32",1290,598
"33",1731,1078
"34",1805,1264
"35",1703,1378
"36",1793,1505
"37",1883,1814
"38",1799,2124
"39",1514,2133
"40",1305,1941
"41",1365,1789
"42",1545,1925
"43",1523,2120
"44",1382,2083
"45",1416,1793
"46",1623,1535
"47",1833,1433
"48",1780,1469
"49",1677,1560
"50",1659,1626
"51",1685,1502
"52",1773,1266
"53",1865,1201
"54",1957,1442
"55",1925,1731
"56",1675,1811
"57",1548,1713
"58",1637,1760
"59",1733,1980
"60",1764,2137
"61",1618,2025
"62",1393,1628
"63",1364,1086
"64",1266,701
"65",1188,663
"66",1018,787
"67",620,778
"68",125,329
"69",251,-133
"70",400,-231
"71",530,-151
"72",501,-99
"73",305,491
"74",415,1083
"75",743,1141
"76",1039,1176
"77",1033,1103
"78",955,1222
"79",936,1400
"80",953,1586
"81",935,1744
"82",855,1828
"83",795,1890
"84",801,1865
"85",924,1816
"86",1076,1753
"87",1107,1596
"88",1065,1376
"89",1101,1094
"90",1267,996
"91",1384,1132
"92",1250,1446
"93",980,1562
"94",840,1553
"95",872,1649
"96",992,1865
"97",859,2003
"98",616,1485
"99",944,825
"100",1181,795
"101",1127,873
"102",901,787
"103",661,675
"104",508,637
"105",355,735
"106",215,954
"107",170,1161
"108",145,1278
"109",141,1168
"110",158,991
"111",270,821
"112",459,684
"113",667,619
"114",846,650
"115",892,769
"116",898,884
"117",896,945
"118",877,988
"119",869,1077
"120",822,1153
"121",613,1137
"122",445,1017
"123",421,846
"124",488,710
"125",588,546
"126",691,286
"127",879,181
"128",1383,896
"129",1937,1171
"130",2026,1293
"131",1911,1325
"132",1848,1335
"133",1812,1338
"134",1721,1342
"135",1577,1310
"136",1377,1259
"137",1213,1238
"138",1107,1351
"139",1008,1484
"140",945,1395
"141",1034,1229
"142",1279,1130
"143",1487,1111
"144",1687,1145
"145",1767,1232
"146",1733,1328
"147",1587,1392
"148",1377,1546
"149",1172,1776
"150",1131,1929
"151",1234,1997
"152",1426,2035
"153",1432,1988
"154",1287,1788
"155",1089,1521
"156",995,1276
"157",883,1097
"158",653,840
"159",657,436
"160",485,130
"161",421,-62
"162",609,-188
"163",768,-218
"164",817,-120
"165",855,43
"166",813,227
"167",753,355
"168",637,491
"169",522,657
"170",328,815
"171",87,835
"172",-105,655
"173",-56,452
"174",132,361
"175",290,596
"176",662,1523
"177",1005,1745
"178",1217,1590
"179",1542,1277
"180",2040,1328
"181",2196,1614
"182",1569,1682
"183",1045,1348
"184",925,656
"185",915,490
"186",911,468
"187",831,540
"188",833,646
"189",939,785
"190",931,914
"191",749,828
"192",560,534
"193",531,343
"194",562,348
"195",588,455
"196",661,557
"197",724,590
"198",713,693
"199",710,974
"200",973,1484
"201",1687,1316
"202",2179,1320
"203",2213,1461
"204",2064,1564
"205",1972,1685
"206",2011,1746
"207",2034,1640
"208",1970,1754
"209",1749,1988
"210",1511,2120
"211",1534,2142
"212",1719,2124
"213",1999,2135
"214",2167,2021
"215",2188,1857
"216",2069,1811
"217",1818,1836
"218",866,1696
"219",614,977
"220",517,543
"221",559,597
"222",553,720
"223",555,661
"224",660,587
"225",772,594
"226",706,677
"227",565,729
"228",486,603
"229",535,494
"230",553,470
"231",540,558
"232",529,716
"233",550,804
"234",578,738
"235",632,527
"236",690,288
"237",849,255
"238",999,461
"239",1062,674
"240",1123,798
"241",1207,719
"242",1677,1169
"243",1662,1763
"244",1366,1865
"245",1199,1800
