"","c_d","s_d"
"1",888,830
"2",978,221
"3",1143,13
"4",1354,219
"5",1416,646
"6",564,687
"7",483,770
"8",666,1143
"9",656,1623
"10",316,1855
"11",-90,1674
"12",-92,630
"13",1062,207
"14",1367,694
"15",1340,1265
"16",1206,1512
"17",1205,1415
"18",1330,1232
"19",1374,1039
"20",1317,886
"21",1325,727
"22",1433,702
"23",1327,681
"24",438,677
"25",-167,961
"26",-84,1155
"27",16,1124
"28",186,940
"29",538,815
"30",679,796
"31",664,691
"32",597,674
"33",682,735
"34",743,829
"35",962,744
"36",1549,220
"37",2091,202
"38",2377,673
"39",2412,1135
"40",2304,1288
"41",2218,993
"42",2203,465
"43",2255,100
"44",2238,35
"45",2149,1
"46",1868,-84
"47",1468,-218
"48",1135,-259
"49",1051,-216
"50",1201,-39
"51",1322,590
"52",1332,1035
"53",1291,1103
"54",1319,878
"55",1470,565
"56",1727,356
"57",2015,281
"58",2156,305
"59",2191,262
"60",2177,247
"61",2255,326
"62",2305,615
"63",2190,842
"64",1971,706
"65",1714,261
"66",1035,-4
"67",740,35
"68",726,291
"69",762,612
"70",740,977
"71",671,1365
"72",593,1336
"73",1049,982
"74",1751,739
"75",1939,756
"76",1867,1001
"77",1915,1448
"78",849,1435
"79",628,1334
"80",652,1281
"81",829,1398
"82",889,1620
"83",850,1776
"84",876,1494
"85",1396,1091
"86",1650,937
"87",1551,913
"88",1559,1021
"89",1603,1282
"90",1501,1626
"91",1089,1606
"92",775,1250
"93",718,926
"94",750,843
"95",812,950
"96",464,1330
"97",245,1672
"98",557,1725
"99",657,1583
"100",604,1525
"101",570,1542
"102",559,1740
"103",472,1861
"104",395,1842
"105",494,1820
"106",806,1821
"107",1100,1821
"108",1207,1725
"109",1128,1485
"110",961,1336
"111",745,1308
"112",460,1502
"113",141,1757
"114",-17,1926
"115",-10,2097
"116",-14,2392
"117",-132,2254
"118",-40,2037
"119",116,1931
"120",268,1911
"121",353,1855
"122",309,1681
"123",69,1550
"124",-224,1447
"125",-395,1444
"126",-408,1573
"127",-321,1810
"128",-181,1908
"129",102,1729
"130",572,1384
"131",926,906
"132",1767,648
"133",2310,945
"134",2192,1382
"135",1799,1470
"136",1491,1467
"137",1354,1365
"138",810,1213
"139",640,1135
"140",826,1132
"141",924,1086
"142",929,1029
"143",875,1059
"144",679,1249
"145",352,1064
"146",96,636
"147",-2,381
"148",-129,518
"149",-222,954
"150",-259,1367
"151",-184,1659
"152",42,1722
"153",437,1625
"154",775,1469
"155",819,1251
"156",511,972
"157",511,867
"158",706,875
"159",678,1049
"160",355,1329
"161",-17,932
"162",312,561
"163",586,715
"164",561,1201
"165",630,1522
"166",758,1562
"167",1010,1356
"168",1469,795
"169",1999,278
"170",2296,117
"171",2531,99
"172",2433,147
"173",2330,157
"174",2118,175
"175",1912,109
"176",1693,57
"177",1530,155
"178",1423,567
"179",1339,1016
"180",1356,1221
"181",1523,1174
"182",1755,1103
"183",1785,1045
"184",1577,985
"185",1313,780
"186",1196,516
"187",1302,459
"188",1465,743
"189",1510,1125
"190",1556,1481
"191",1564,1620
"192",779,1648
"193",523,1682
"194",675,1500
"195",813,1356
"196",736,1340
"197",509,1279
"198",333,1074
"199",361,935
"200",409,1058
"201",318,1204
"202",266,1178
"203",452,1166
"204",838,1423
"205",1039,1815
"206",979,1976
"207",794,1740
"208",747,1396
"209",808,1241
"210",741,1276
"211",523,1289
"212",230,1210
"213",107,1217
"214",209,1413
"215",408,1712
"216",555,1973
"217",460,2121
"218",73,2032
"219",-297,1659
"220",-434,1217
"221",-290,1000
"222",311,919
"223",1049,1256
"224",1002,1621
"225",897,1560
"226",910,1221
"227",1263,969
"228",1558,849
"229",1717,624
"230",1765,417
"231",1774,342
"232",1728,372
"233",1672,432
"234",1565,532
"235",1376,579
"236",1144,532
"237",1039,452
"238",1035,527
"239",1075,675
"240",749,816
"241",410,856
"242",347,814
"243",390,507
"244",537,307
"245",683,321
