"Date_l" "Time_l" "snr_l"
7.05416666666667 34.68685 3.83016181181158
7.05416666666667 34.71635 3.27156312784361
7.05416666666667 34.61765 4.03659179782327
7.05416666666667 34.70775 3.3705195050678
7.05416666666667 34.6965 3.68965728684349
7.05416666666667 34.82285 3.28742562406805
