"","c_d","s_d"
"1",844,1536
"2",651,1463
"3",518,1333
"4",507,1229
"5",632,1362
"6",741,1598
"7",864,1862
"8",980,1998
"9",961,2063
"10",1113,2082
"11",1498,1639
"12",1465,758
"13",1472,499
"14",1484,408
"15",1347,288
"16",1079,-9
"17",979,-368
"18",1078,-316
"19",1253,-177
"20",1253,245
"21",1194,650
"22",1272,972
"23",1224,1834
"24",962,1891
"25",584,1875
"26",168,1837
"27",-72,1817
"28",-230,1718
"29",-277,1671
"30",-120,1551
"31",292,1628
"32",694,1894
"33",840,2055
"34",893,2028
"35",884,1940
"36",864,1922
"37",794,1912
"38",666,1856
"39",434,1801
"40",164,1759
"41",-143,1608
"42",-328,1346
"43",-309,1275
"44",-160,1373
"45",-29,1413
"46",267,1467
"47",710,1708
"48",1070,2125
"49",1004,2335
"50",808,2340
"51",607,2316
"52",605,2286
"53",1015,2100
"54",1206,1324
"55",1199,1026
"56",1243,822
"57",1311,628
"58",1326,422
"59",1252,834
"60",761,1229
"61",588,1193
"62",633,1181
"63",627,1125
"64",460,849
"65",969,300
"66",1467,-35
"67",1605,231
"68",1608,518
"69",1508,616
"70",1458,552
"71",1316,992
"72",835,1400
"73",320,1200
"74",16,1019
"75",1,1086
"76",19,1188
"77",-15,1342
"78",-38,1394
"79",5,1410
"80",124,1483
"81",290,1594
"82",500,1560
"83",984,883
"84",1629,527
"85",1859,839
"86",1736,1211
"87",1447,1319
"88",1255,1079
"89",1298,862
"90",1507,688
"91",1727,700
"92",1830,878
"93",1754,886
"94",1537,778
"95",1345,615
"96",1277,396
"97",1298,371
"98",1319,542
"99",1260,768
"100",1178,911
"101",1204,951
"102",1313,999
"103",1321,1087
"104",1236,1075
"105",1214,780
"106",1281,404
"107",1474,279
"108",1565,550
"109",1453,958
"110",1211,1098
"111",1016,952
"112",971,709
"113",1027,434
"114",1089,180
"115",1153,24
"116",1186,69
"117",1148,234
"118",1106,670
"119",1040,1450
"120",702,1692
"121",505,1874
"122",485,1915
"123",516,1748
"124",953,1335
"125",1774,601
"126",1946,463
"127",1791,877
"128",1323,1228
"129",860,1174
"130",663,933
"131",643,716
"132",784,329
"133",991,-141
"134",1335,-401
"135",1598,-374
"136",1811,1
"137",2016,154
"138",1786,60
"139",1490,183
"140",1152,368
"141",886,394
"142",796,237
"143",910,142
"144",965,237
"145",887,422
"146",772,490
"147",971,593
"148",1219,1215
"149",1218,1989
"150",730,1877
"151",490,1645
"152",457,1510
"153",458,1608
"154",395,1854
"155",265,1981
"156",226,1954
"157",348,1909
"158",555,1945
"159",604,2065
"160",382,2154
"161",188,1955
"162",180,1575
"163",324,1467
"164",610,1781
"165",606,1997
"166",397,1871
"167",334,1433
"168",495,1059
"169",694,896
"170",825,914
"171",886,970
"172",879,1105
"173",733,1435
"174",457,1798
"175",324,1842
"176",300,1633
"177",275,1371
"178",629,1245
"179",1507,1137
"180",1863,695
"181",2069,717
"182",2256,1008
"183",2184,1128
"184",2099,938
"185",2086,539
"186",2143,327
"187",2160,351
"188",1849,448
"189",1498,424
"190",1353,282
"191",1525,133
"192",1708,89
"193",1726,54
"194",1603,50
"195",1466,142
"196",1258,280
"197",1127,338
"198",1090,395
"199",1105,540
"200",1158,639
"201",1306,677
"202",1453,765
"203",1496,754
"204",1435,547
"205",1429,351
"206",1476,336
"207",1526,500
"208",1514,1178
"209",1091,1953
"210",500,1829
"211",247,1843
"212",230,1717
"213",330,1655
"214",448,1638
"215",490,1565
"216",444,1337
"217",510,1114
"218",694,1043
"219",1009,921
"220",1198,935
"221",1177,1190
"222",932,1353
"223",701,1398
"224",644,1500
"225",636,1626
"226",829,1708
"227",1312,1537
"228",1197,1273
"229",977,1345
"230",789,1462
"231",780,1340
"232",1001,1016
"233",1334,1209
"234",1342,1698
"235",865,1539
"236",490,1292
"237",452,1039
"238",421,873
"239",342,996
"240",211,1249
"241",97,1480
"242",42,1753
"243",41,1998
"244",-7,2026
"245",-12,1865
