"","c_d","s_d"
"1",1896,1898
"2",1760,1079
"3",1113,804
"4",708,854
"5",515,1035
"6",559,952
"7",1039,894
"8",1233,1111
"9",1220,1386
"10",949,1482
"11",652,1396
"12",516,1198
"13",484,1143
"14",388,1182
"15",260,1198
"16",208,1160
"17",176,1137
"18",0,1066
"19",-170,960
"20",-15,961
"21",150,1244
"22",-149,1566
"23",-372,1574
"24",-512,1262
"25",-347,931
"26",237,746
"27",1035,1029
"28",1144,1345
"29",1228,1584
"30",1333,1967
"31",1315,2285
"32",1151,1840
"33",994,1420
"34",1012,1313
"35",1160,1212
"36",1225,1513
"37",1046,1778
"38",867,1844
"39",680,1759
"40",536,1682
"41",531,1653
"42",583,1661
"43",587,1615
"44",559,1489
"45",609,1372
"46",754,1377
"47",947,1470
"48",1114,1634
"49",1093,1723
"50",873,1568
"51",756,1375
"52",816,931
"53",1139,679
"54",1519,782
"55",1671,896
"56",1551,672
"57",971,386
"58",595,284
"59",459,294
"60",205,403
"61",-44,537
"62",-201,590
"63",-138,625
"64",164,769
"65",493,1124
"66",622,1518
"67",610,1515
"68",708,1108
"69",983,784
"70",1155,833
"71",1054,1011
"72",821,1056
"73",717,935
"74",811,862
"75",913,817
"76",738,657
"77",674,425
"78",759,399
"79",820,713
"80",667,1070
"81",372,1146
"82",337,989
"83",698,855
"84",1060,888
"85",1348,873
"86",1723,744
"87",2142,915
"88",2012,1302
"89",1935,1506
"90",1916,1551
"91",1907,1480
"92",1856,1393
"93",1741,1403
"94",1618,1432
"95",1530,1572
"96",1335,1646
"97",1068,1498
"98",909,1454
"99",982,1433
"100",1158,1478
"101",1321,1650
"102",1473,1789
"103",1674,1677
"104",1928,1261
"105",1569,818
"106",1244,699
"107",1249,768
"108",1147,922
"109",997,977
"110",813,760
"111",1157,581
"112",1568,926
"113",1529,1432
"114",1516,1779
"115",1481,1843
"116",1375,1655
"117",1277,1256
"118",1280,890
"119",1448,817
"120",1540,1137
"121",1512,1614
"122",1487,1903
"123",1602,1801
"124",1869,1579
"125",2053,1353
"126",2064,1045
"127",1957,563
"128",1819,14
"129",1308,-98
"130",1089,305
"131",1162,905
"132",1184,1314
"133",1106,1291
"134",1072,923
"135",1182,492
"136",1210,324
"137",1170,398
"138",1063,566
"139",860,623
"140",651,646
"141",553,685
"142",507,761
"143",590,1042
"144",702,1010
"145",630,1042
"146",510,1061
"147",1125,912
"148",1314,1141
"149",1628,1424
"150",1810,1619
"151",1864,1524
"152",1821,1299
"153",1838,1166
"154",1849,1309
"155",1803,1449
"156",1691,1303
"157",1681,928
"158",1756,746
"159",1761,820
"160",1626,988
"161",1475,1029
"162",1372,1077
"163",1264,1215
"164",1066,1453
"165",879,1600
"166",896,1689
"167",1051,1648
"168",1070,1399
"169",1058,938
"170",1140,363
"171",614,100
"172",228,424
"173",161,747
"174",279,790
"175",566,846
"176",827,818
"177",1691,1077
"178",1952,1296
"179",2078,1311
"180",2166,1315
"181",2123,1151
"182",1781,666
"183",1035,724
"184",747,1077
"185",753,1567
"186",777,1803
"187",502,1778
"188",65,1257
"189",359,735
"190",849,757
"191",1149,1101
"192",1454,1624
"193",1500,1880
"194",1381,1725
"195",1354,1408
"196",1459,1340
"197",1532,1406
"198",1514,1472
"199",1476,1288
"200",1545,836
"201",1088,428
"202",1058,501
"203",1208,737
"204",1058,1141
"205",649,1492
"206",270,1650
"207",175,1453
"208",345,1292
"209",475,1354
"210",384,1408
"211",166,934
"212",549,401
"213",1154,442
"214",1184,815
"215",1101,816
"216",1119,556
"217",1355,706
"218",1606,1139
"219",1659,1662
"220",1642,1879
"221",1717,1889
"222",1888,1815
"223",1939,1769
"224",1818,1842
"225",1716,1752
"226",1914,1495
"227",2287,1351
"228",2405,1656
"229",2052,1952
"230",1741,1731
"231",1252,999
"232",827,784
"233",892,868
"234",867,1019
"235",856,970
"236",884,948
"237",755,1048
"238",467,1086
"239",148,906
"240",-153,706
"241",-219,474
"242",413,491
"243",1050,1017
"244",1470,1251
"245",1802,1377
