"","c_d","s_d"
"1",987,96
"2",933,-7
"3",942,-132
"4",999,-158
"5",1553,183
"6",1412,987
"7",1092,1263
"8",762,1487
"9",421,1769
"10",107,1702
"11",260,1070
"12",489,1206
"13",565,1120
"14",548,852
"15",578,445
"16",809,130
"17",1551,427
"18",1684,1269
"19",1549,1467
"20",1341,1640
"21",1124,1731
"22",998,1714
"23",984,1590
"24",1059,1426
"25",1085,1282
"26",1213,1180
"27",1529,1136
"28",1606,600
"29",1319,85
"30",817,147
"31",665,124
"32",763,86
"33",871,176
"34",756,352
"35",449,481
"36",245,396
"37",214,141
"38",343,37
"39",523,267
"40",1258,1316
"41",1457,1883
"42",1425,1825
"43",1445,1624
"44",1596,1502
"45",1616,1437
"46",1560,1308
"47",1563,1181
"48",1634,1201
"49",1582,1223
"50",1475,1115
"51",1566,923
"52",1819,948
"53",2018,1201
"54",1971,1440
"55",1658,1320
"56",1459,1076
"57",1509,1152
"58",1537,1723
"59",1233,2229
"60",804,2253
"61",552,2037
"62",590,1510
"63",871,1312
"64",1258,1375
"65",1592,1477
"66",1795,1528
"67",1760,1526
"68",1534,1468
"69",1275,1429
"70",1144,1372
"71",918,1400
"72",450,1380
"73",408,913
"74",705,336
"75",1082,83
"76",1313,179
"77",1730,339
"78",1862,1244
"79",1563,1399
"80",1200,1469
"81",856,1549
"82",534,1454
"83",335,473
"84",295,457
"85",141,438
"86",21,395
"87",106,465
"88",277,544
"89",914,822
"90",1324,1432
"91",1387,1391
"92",1391,1388
"93",1224,1475
"94",1052,1485
"95",1062,1332
"96",1327,1277
"97",1638,1467
"98",1854,1646
"99",1883,1446
"100",1761,655
"101",1333,402
"102",1037,617
"103",750,702
"104",484,618
"105",382,552
"106",280,494
"107",249,431
"108",344,430
"109",535,544
"110",728,788
"111",752,944
"112",637,863
"113",619,674
"114",703,764
"115",623,1067
"116",346,1123
"117",143,828
"118",145,586
"119",313,622
"120",369,576
"121",580,317
"122",772,-34
"123",758,-205
"124",658,-185
"125",522,-99
"126",528,45
"127",692,277
"128",790,491
"129",787,576
"130",842,632
"131",924,784
"132",893,1089
"133",760,1208
"134",805,1270
"135",1116,1224
"136",1747,1123
"137",1776,1577
"138",1611,1594
"139",1308,1358
"140",1037,1289
"141",971,1332
"142",906,878
"143",848,568
"144",792,704
"145",649,759
"146",337,640
"147",112,443
"148",72,322
"149",-24,362
"150",-188,312
"151",-119,238
"152",33,348
"153",-12,638
"154",-224,635
"155",-268,546
"156",74,370
"157",651,313
"158",999,419
"159",994,296
"160",930,-103
"161",1132,-399
"162",1364,-144
"163",1368,487
"164",1034,952
"165",754,867
"166",1221,643
"167",1511,1034
"168",1617,1355
"169",1603,1424
"170",1463,1441
"171",1239,1452
"172",1162,1421
"173",1083,1295
"174",1000,1073
"175",1059,897
"176",1324,791
"177",1507,786
"178",1533,731
"179",1448,634
"180",1348,614
"181",1193,744
"182",1025,952
"183",974,1214
"184",1161,1479
"185",1437,1756
"186",1760,2019
"187",1970,2180
"188",2139,2185
"189",2137,1876
"190",2126,1340
"191",2188,885
"192",2161,728
"193",1860,649
"194",1520,612
"195",1511,695
"196",1737,412
"197",1752,80
"198",1369,491
"199",962,774
"200",642,953
"201",394,1043
"202",245,1034
"203",101,913
"204",-110,690
"205",-168,495
"206",-95,360
"207",107,449
"208",227,775
"209",129,921
"210",71,772
"211",282,740
"212",586,1104
"213",615,1294
"214",434,1276
"215",268,1090
"216",362,896
"217",635,783
"218",850,843
"219",957,812
"220",1025,808
"221",983,826
"222",850,716
"223",759,439
"224",789,195
"225",985,91
"226",1256,125
"227",1745,699
"228",1616,1516
"229",1390,1735
"230",1097,1871
"231",973,1928
"232",1230,1900
"233",1738,1772
"234",2158,1636
"235",2361,1607
"236",2368,1685
"237",2275,1748
"238",2250,1814
"239",2227,1863
"240",2259,1940
"241",2327,1924
"242",2286,1840
"243",2066,1665
"244",1790,1428
"245",1548,690
