"","c_d","s_d"
"1",1309,470
"2",1687,503
"3",1714,566
"4",1407,537
"5",1096,294
"6",1023,73
"7",1217,-28
"8",1498,-29
"9",1745,33
"10",1812,328
"11",1689,779
"12",1400,1483
"13",670,1744
"14",511,1715
"15",756,1554
"16",945,1516
"17",743,1383
"18",512,1133
"19",515,1007
"20",635,1124
"21",644,1300
"22",461,1448
"23",169,1549
"24",312,1430
"25",799,971
"26",795,619
"27",940,595
"28",1237,680
"29",1491,818
"30",1581,1324
"31",1144,1586
"32",578,1268
"33",711,833
"34",836,623
"35",836,480
"36",1003,613
"37",1084,1103
"38",982,1625
"39",787,1879
"40",583,1954
"41",442,1916
"42",316,1806
"43",366,1752
"44",599,1633
"45",900,1268
"46",1089,1062
"47",1200,1087
"48",1634,1455
"49",2275,1744
"50",1963,1633
"51",1609,1319
"52",1413,848
"53",1382,447
"54",1420,310
"55",1516,359
"56",1751,585
"57",2060,940
"58",2019,1374
"59",1875,1603
"60",1666,1682
"61",1600,1726
"62",1716,1493
"63",1860,1195
"64",1900,1024
"65",1721,841
"66",1468,639
"67",1297,400
"68",1257,249
"69",1259,372
"70",1118,698
"71",804,864
"72",650,663
"73",635,367
"74",881,190
"75",1158,175
"76",1406,193
"77",1712,236
"78",1431,646
"79",767,1034
"80",752,923
"81",877,631
"82",903,542
"83",748,309
"84",441,-285
"85",1135,-357
"86",1092,-153
"87",1064,-33
"88",1081,-20
"89",1120,5
"90",1103,-14
"91",1032,-27
"92",882,58
"93",752,128
"94",687,129
"95",733,205
"96",766,519
"97",780,945
"98",833,1160
"99",996,1026
"100",1389,744
"101",1944,599
"102",2241,724
"103",2460,970
"104",2557,1268
"105",2557,1297
"106",2440,1034
"107",2116,611
"108",1168,656
"109",-2,822
"110",-262,969
"111",-393,959
"112",-512,811
"113",-512,679
"114",-454,470
"115",366,401
"116",1137,379
"117",1668,536
"118",2123,663
"119",2376,571
"120",2331,461
"121",2349,515
"122",2298,886
"123",2108,1255
"124",1851,1462
"125",1513,1416
"126",1283,1290
"127",1141,1211
"128",1195,1278
"129",1409,1436
"130",1532,1575
"131",1464,1546
"132",1358,1700
"133",836,1815
"134",767,1726
"135",765,1627
"136",707,1525
"137",734,1373
"138",856,1282
"139",823,1331
"140",633,1406
"141",394,1394
"142",274,1446
"143",258,1571
"144",393,1729
"145",607,1877
"146",797,1906
"147",768,1941
"148",625,1911
"149",412,1730
"150",310,1511
"151",403,1455
"152",580,1692
"153",497,2002
"154",347,2159
"155",197,2044
"156",52,1711
"157",-53,1436
"158",-72,1305
"159",-180,1425
"160",-204,1670
"161",-268,1888
"162",128,1975
"163",1111,1899
"164",1316,1332
"165",1290,703
"166",1334,194
"167",1467,23
"168",1563,-2
"169",1532,116
"170",1543,49
"171",1778,-144
"172",2017,-33
"173",2160,379
"174",1866,1136
"175",705,1561
"176",93,1311
"177",23,837
"178",404,839
"179",681,1114
"180",861,1204
"181",1887,1123
"182",2121,1148
"183",2288,1245
"184",2247,1172
"185",2043,924
"186",1925,648
"187",1992,547
"188",2034,748
"189",1775,898
"190",1388,890
"191",1131,785
"192",1116,765
"193",1273,807
"194",1499,853
"195",1653,802
"196",1756,725
"197",1835,664
"198",1873,605
"199",1809,446
"200",1555,219
"201",1159,-68
"202",851,-191
"203",664,-93
"204",375,537
"205",-112,1136
"206",56,1145
"207",236,1022
"208",455,920
"209",660,976
"210",716,1059
"211",1639,1066
"212",1653,955
"213",1663,888
"214",1570,979
"215",1359,1115
"216",1202,1502
"217",615,1575
"218",392,1695
"219",519,1712
"220",702,1620
"221",879,1364
"222",1023,836
"223",2040,442
"224",1808,151
"225",1469,46
"226",1117,7
"227",893,11
"228",707,85
"229",582,212
"230",511,363
"231",511,570
"232",511,654
"233",684,839
"234",885,1286
"235",455,1406
"236",499,1463
"237",574,1321
"238",511,1005
"239",511,675
"240",511,667
"241",558,1172
"242",350,1758
"243",61,2052
"244",-21,2118
"245",167,2117
