"","c_d","s_d"
"1",128,1259
"2",145,1281
"3",213,1462
"4",190,1638
"5",-51,1697
"6",-266,1518
"7",-289,1280
"8",-155,1118
"9",281,1104
"10",1186,1318
"11",1546,1264
"12",1492,1194
"13",1385,1144
"14",1340,962
"15",1327,746
"16",1402,674
"17",1508,695
"18",1613,697
"19",1656,656
"20",1699,668
"21",1767,695
"22",1544,1407
"23",1005,1617
"24",750,1568
"25",871,1461
"26",959,1085
"27",1004,787
"28",1038,978
"29",1068,1631
"30",945,2119
"31",606,1998
"32",498,1462
"33",665,1096
"34",796,1117
"35",699,1282
"36",521,1353
"37",628,1380
"38",946,1412
"39",1291,1453
"40",1854,1368
"41",2389,968
"42",2404,620
"43",2381,546
"44",2141,493
"45",1872,149
"46",1849,-120
"47",1959,-168
"48",1894,105
"49",1471,342
"50",1031,239
"51",1053,101
"52",1252,950
"53",743,1837
"54",200,2088
"55",-81,2170
"56",-171,1991
"57",-1,1609
"58",268,1005
"59",1150,990
"60",1275,998
"61",1111,857
"62",1110,679
"63",1198,601
"64",1311,594
"65",1428,1173
"66",1160,1599
"67",683,1587
"68",407,1439
"69",340,1016
"70",385,316
"71",1243,258
"72",1374,321
"73",1322,258
"74",1390,350
"75",1507,844
"76",1457,1442
"77",1086,2002
"78",389,2397
"79",231,2130
"80",408,1973
"81",353,1728
"82",287,1148
"83",1316,782
"84",1615,689
"85",1692,488
"86",1510,23
"87",1327,-417
"88",1290,-413
"89",1368,-286
"90",1612,-202
"91",2072,-105
"92",2395,211
"93",2399,584
"94",2104,1161
"95",1337,1195
"96",795,1052
"97",539,1016
"98",348,813
"99",263,536
"100",402,-29
"101",1451,-40
"102",1895,338
"103",1909,711
"104",1962,864
"105",2072,986
"106",2239,1196
"107",2193,1244
"108",2033,1338
"109",1783,1324
"110",1544,1293
"111",1375,1336
"112",1214,1652
"113",670,1653
"114",241,1601
"115",217,1540
"116",301,1350
"117",352,1313
"118",362,1460
"119",309,1704
"120",183,1906
"121",16,1882
"122",-12,1687
"123",331,1453
"124",1087,1302
"125",1789,1264
"126",1724,1021
"127",1466,859
"128",1231,743
"129",1128,607
"130",1129,674
"131",1194,1118
"132",593,1417
"133",314,1563
"134",291,1522
"135",225,1378
"136",164,1291
"137",191,1284
"138",308,1313
"139",493,1248
"140",608,1143
"141",595,1200
"142",482,1374
"143",399,1452
"144",360,1374
"145",358,1238
"146",490,1139
"147",856,1077
"148",1340,1333
"149",1751,1537
"150",1537,1256
"151",1420,902
"152",1412,665
"153",1350,570
"154",1138,658
"155",930,626
"156",1031,584
"157",1321,690
"158",1413,754
"159",1293,487
"160",1334,1
"161",1684,-259
"162",2019,-141
"163",2063,158
"164",1931,411
"165",1726,523
"166",1457,510
"167",1218,444
"168",1169,391
"169",1312,436
"170",1464,619
"171",1579,834
"172",1671,991
"173",1677,1077
"174",1569,984
"175",1395,712
"176",1277,465
"177",1238,345
"178",1214,894
"179",780,1098
"180",519,1024
"181",561,1087
"182",632,1103
"183",677,1146
"184",866,994
"185",1849,857
"186",1967,713
"187",2009,448
"188",2040,275
"189",2021,195
"190",1845,120
"191",1701,-51
"192",1583,-204
"193",1444,-174
"194",1294,93
"195",1224,405
"196",1253,472
"197",1353,281
"198",1386,-8
"199",1275,-202
"200",1200,-303
"201",1263,-299
"202",1325,-176
"203",1353,-103
"204",1405,-60
"205",1575,105
"206",1677,392
"207",1547,646
"208",1195,1367
"209",831,1192
"210",749,992
"211",777,1026
"212",708,1207
"213",459,1120
"214",392,710
"215",1193,362
"216",1430,405
"217",1643,675
"218",1771,1085
"219",1637,1375
"220",1516,1308
"221",1631,1108
"222",1867,844
"223",1901,557
"224",1835,355
"225",1772,398
"226",1538,775
"227",1119,1019
"228",840,899
"229",792,614
"230",1080,502
"231",1503,583
"232",1608,1245
"233",1095,1589
"234",642,1482
"235",579,1485
"236",482,1526
"237",415,1530
"238",374,1633
"239",340,1723
"240",374,1547
"241",621,1142
"242",987,946
"243",1167,999
"244",953,1081
"245",645,1070
