"","c_d","s_d"
"1",1926,1587
"2",2057,2070
"3",1851,1829
"4",1578,1481
"5",1323,1200
"6",1213,1045
"7",1053,788
"8",988,550
"9",1022,511
"10",1043,511
"11",947,511
"12",825,603
"13",861,546
"14",1075,511
"15",1311,556
"16",1416,848
"17",1258,961
"18",1191,708
"19",1354,511
"20",1593,642
"21",1563,1139
"22",1354,1518
"23",977,1601
"24",652,1493
"25",405,1399
"26",350,1416
"27",495,1643
"28",836,1962
"29",1005,2208
"30",1128,2220
"31",1391,1242
"32",1553,230
"33",1666,-71
"34",1744,155
"35",1699,565
"36",1640,842
"37",1861,938
"38",1643,1579
"39",1119,1665
"40",811,1529
"41",751,1521
"42",1139,1403
"43",1182,823
"44",896,798
"45",727,696
"46",781,578
"47",1039,489
"48",1273,362
"49",1784,305
"50",1718,1010
"51",1359,1000
"52",1105,927
"53",872,1059
"54",699,1143
"55",703,1117
"56",888,1004
"57",1098,966
"58",1117,1173
"59",883,1465
"60",585,1375
"61",554,361
"62",896,387
"63",1123,530
"64",1097,609
"65",1005,469
"66",967,169
"67",1098,-75
"68",1172,-103
"69",1138,124
"70",960,526
"71",766,870
"72",686,1008
"73",580,980
"74",485,817
"75",598,611
"76",798,440
"77",989,398
"78",824,501
"79",770,568
"80",683,468
"81",617,282
"82",629,87
"83",675,-77
"84",786,-227
"85",980,69
"86",1059,591
"87",1040,1151
"88",964,1368
"89",769,1384
"90",407,1346
"91",282,1056
"92",219,710
"93",594,853
"94",863,1218
"95",858,1193
"96",1109,1276
"97",1294,1968
"98",1406,1892
"99",1443,1425
"100",1416,1104
"101",1351,1034
"102",1708,1106
"103",1823,719
"104",1631,524
"105",1338,732
"106",1056,889
"107",927,1052
"108",913,1133
"109",949,1036
"110",1058,725
"111",1194,510
"112",1087,494
"113",868,486
"114",806,397
"115",1078,475
"116",1406,809
"117",1436,1120
"118",1208,1127
"119",894,893
"120",787,527
"121",970,232
"122",1205,99
"123",1397,101
"124",1449,197
"125",1528,324
"126",1760,501
"127",1696,1359
"128",1279,1540
"129",876,1573
"130",707,1674
"131",560,1802
"132",470,1905
"133",406,1940
"134",437,1737
"135",494,1752
"136",496,1971
"137",298,2036
"138",124,1804
"139",244,1592
"140",456,1545
"141",714,1664
"142",883,1671
"143",911,1394
"144",953,1052
"145",1007,1033
"146",986,1262
"147",878,1512
"148",756,1691
"149",584,1818
"150",590,1892
"151",702,2012
"152",867,2159
"153",777,2137
"154",517,2090
"155",468,1949
"156",738,1890
"157",942,1435
"158",716,1279
"159",405,1147
"160",213,891
"161",219,786
"162",372,827
"163",421,932
"164",422,944
"165",527,796
"166",741,543
"167",1007,376
"168",1171,344
"169",1272,243
"170",1283,8
"171",1324,-189
"172",1184,-256
"173",1087,-250
"174",1092,-206
"175",1230,-45
"176",1304,178
"177",1275,398
"178",1143,624
"179",960,751
"180",829,749
"181",830,556
"182",907,333
"183",1082,312
"184",1192,434
"185",1245,482
"186",1586,769
"187",1600,1545
"188",1354,1701
"189",1118,1736
"190",1065,1546
"191",1182,1292
"192",1436,1278
"193",1551,1328
"194",1604,1287
"195",1461,1232
"196",1318,1176
"197",1179,1140
"198",1084,1123
"199",985,1057
"200",942,1106
"201",875,1386
"202",834,1785
"203",880,2113
"204",1264,2093
"205",1940,1553
"206",2228,658
"207",2174,245
"208",1841,107
"209",1461,20
"210",1188,-47
"211",1536,93
"212",1445,1292
"213",935,2051
"214",562,2083
"215",425,1932
"216",551,1884
"217",780,1826
"218",901,1520
"219",895,1283
"220",837,1291
"221",759,1449
"222",794,1562
"223",931,1577
"224",1137,1614
"225",1201,1762
"226",1094,1941
"227",838,1925
"228",841,1545
"229",975,655
"230",1128,131
"231",1151,-26
"232",1097,48
"233",963,335
"234",770,602
"235",741,656
"236",898,583
"237",1102,649
"238",1101,875
"239",899,953
"240",735,764
"241",961,508
"242",1289,315
"243",1518,204
"244",1555,134
"245",1586,117
