"","TIME","cor_dFin"
"1",4.601,0.468274086505419
"2",4.60105,0.566690977209283
"3",4.6011,0.785229310854361
"4",4.60115,0.88294777171433
"5",4.6012,0.64916194223039
"6",4.60125,0.185524571085756
"7",4.6013,0.391749587412986
"8",4.60135,1.03073007729804
"9",4.6014,1.67088036161004
"10",4.60145,2.10322679723839
"11",4.6015,2.10749934557343
"12",4.60155,1.69300727404235
"13",4.6016,1.18789158760356
"14",4.60165,0.857868702413473
"15",4.6017,0.888076291736425
"16",4.60175,1.05756579891103
"17",4.6018,0.968750331449909
"18",4.60185,0.679923168527714
"19",4.6019,0.274452341161509
"20",4.60195,0.360409684526394
"21",4.602,0.859857446928112
"22",4.60205,1.24406161754087
"23",4.6021,1.35535246700713
"24",4.60215,1.25635918730621
"25",4.6022,1.07188062124976
"26",4.60225,0.805204190025336
"27",4.6023,0.568265608530545
"28",4.60235,0.593929963941952
"29",4.6024,0.748729332715319
"30",4.60245,0.789425633970888
"31",4.6025,0.758208509511326
"32",4.60255,0.71736795678037
"33",4.6026,0.802977356379961
"34",4.60265,1.10318122393835
"35",4.6027,1.38095804070403
"36",4.60275,1.3666943731552
"37",4.6028,1.23084537456313
"38",4.60285,1.0687261159582
"39",4.6029,0.87081910940566
"40",4.60295,0.690771268109401
"41",4.603,0.450001509522281
"42",4.60305,0.30828450829497
"43",4.6031,0.645513118035104
"44",4.60315,1.14559067593782
"45",4.6032,1.6125067320242
"46",4.60325,1.98209982307061
"47",4.6033,2.12706495755892
"48",4.60335,2.06045758516388
"49",4.6034,1.95357417774508
"50",4.60345,1.8703446794147
"51",4.6035,1.89584961136015
"52",4.60355,1.91323638909228
"53",4.6036,1.66108376964
"54",4.60365,1.15439128645404
"55",4.6037,0.488859303524537
"56",4.60375,0.409239384438436
"57",4.6038,1.02830625283995
"58",4.60385,1.50828005698909
"59",4.6039,1.61368723443923
"60",4.60395,1.45529047583446
"61",4.604,1.20991882581243
"62",4.60405,1.215764065825
"63",4.6041,1.49635681061642
"64",4.60415,1.86568675138921
"65",4.6042,2.1297910601154
"66",4.60425,2.12768529495952
"67",4.6043,1.90069607043385
"68",4.60435,1.47853053990842
"69",4.6044,0.931046524234914
"70",4.60445,0.287701844786254
"71",4.6045,0.43638079421008
"72",4.60455,0.702456234555851
"73",4.6046,0.771328074286661
"74",4.60465,0.74253881996697
"75",4.6047,0.828260611044257
"76",4.60475,0.984688838145688
"77",4.6048,1.0100143547557
"78",4.60485,0.889259700019161
"79",4.6049,0.791428908001368
"80",4.60495,0.653189346352548
"81",4.605,0.43080627581026
"82",4.60505,0.195924224525059
"83",4.6051,0.255221361363273
"84",4.60515,0.446030312332203
"85",4.6052,0.713369061933456
"86",4.60525,0.939214541244376
"87",4.6053,1.06921599792551
"88",4.60535,1.11588057140336
"89",4.6054,1.11757347535632
"90",4.60545,1.12583436602424
"91",4.6055,1.33367696750603
"92",4.60555,1.55131595839542
"93",4.6056,1.65372729310436
"94",4.60565,1.53595440806346
"95",4.6057,1.18741898919986
"96",4.60575,0.758153907681679
"97",4.6058,0.332273095117423
"98",4.60585,0.0743329645676246
"99",4.6059,0.234271358929736
"100",4.60595,0.388673191178243
"101",4.606,0.493891651468519
"102",4.60605,0.61120892116046
"103",4.6061,0.644524994625443
"104",4.60615,0.616316915209849
"105",4.6062,0.622445621887418
"106",4.60625,0.63270184194145
"107",4.6063,0.598037311563925
"108",4.60635,0.545638524035049
