"Max_SNR","day_in_decimal"
3.59038273371361,24.5208333333333
3.51128441086633,24.375
3.55268163621547,24.2569444444444
3.6731937286264,24.2291666666667
3.56779372808214,24.2152777777778
3.66457268227273,24.2083333333333
3.90470979260863,24.2013888888889
3.67348920878225,24.1875
3.5657233688401,24.1666666666667
3.76119282714292,24.1458333333333
3.51570040815822,24.1388888888889
3.51857496709351,24.1319444444444
3.63700034748766,24.1111111111111
3.71132988913051,24.1041666666667
3.61343982301854,24.0833333333333
3.55237623377673,24.0694444444444
3.86448699199275,24.0555555555556
