"","c_d","s_d"
"1",350,1564
"2",246,1416
"3",222,1215
"4",256,1064
"5",198,1003
"6",79,615
"7",384,-55
"8",863,33
"9",1138,190
"10",1170,242
"11",991,423
"12",719,1457
"13",487,1736
"14",275,1901
"15",167,1897
"16",431,1989
"17",831,2068
"18",994,1865
"19",1322,1131
"20",1610,1127
"21",1728,1060
"22",1728,965
"23",1781,587
"24",1751,218
"25",1574,39
"26",1269,-31
"27",1195,69
"28",1356,95
"29",1607,-4
"30",1649,474
"31",1403,995
"32",1150,1151
"33",876,1335
"34",614,1520
"35",447,1675
"36",522,1763
"37",656,1768
"38",757,1668
"39",848,1536
"40",1000,1496
"41",1082,1641
"42",985,1818
"43",767,1756
"44",727,1424
"45",842,1086
"46",937,904
"47",898,898
"48",815,1079
"49",706,1327
"50",681,1535
"51",647,1724
"52",574,1881
"53",390,1852
"54",192,1588
"55",104,1201
"56",223,801
"57",531,709
"58",902,672
"59",1155,812
"60",1370,1049
"61",1599,1248
"62",1789,1407
"63",1804,1582
"64",1501,1858
"65",945,1630
"66",701,1199
"67",785,1182
"68",1007,1156
"69",1218,1185
"70",1307,1205
"71",977,1061
"72",602,1299
"73",558,1293
"74",713,1027
"75",875,961
"76",989,1068
"77",1074,1146
"78",1033,1168
"79",748,1171
"80",362,1159
"81",174,1149
"82",266,1089
"83",432,1057
"84",592,982
"85",767,874
"86",996,978
"87",1180,1351
"88",1295,1782
"89",1368,1959
"90",1570,1950
"91",1696,1988
"92",1667,1987
"93",1555,1841
"94",1498,1592
"95",1258,1102
"96",1221,385
"97",1366,349
"98",1386,338
"99",1357,318
"100",1305,395
"101",1324,558
"102",1429,681
"103",1731,775
"104",1993,920
"105",1920,999
"106",1796,836
"107",1685,472
"108",1696,209
"109",1722,207
"110",1586,333
"111",1413,338
"112",1234,247
"113",1144,201
"114",1049,277
"115",930,450
"116",746,584
"117",699,653
"118",766,694
"119",934,690
"120",1128,588
"121",1367,570
"122",1478,677
"123",1497,717
"124",1505,706
"125",1445,797
"126",1254,1728
"127",1026,2198
"128",858,2336
"129",691,2236
"130",706,2138
"131",850,2002
"132",1092,1941
"133",1213,1925
"134",1190,1868
"135",1155,1643
"136",1232,1382
"137",1310,1250
"138",1164,1302
"139",1056,1436
"140",1015,1650
"141",849,1897
"142",620,2032
"143",442,2100
"144",497,2043
"145",706,1970
"146",965,1821
"147",1168,1756
"148",1357,1562
"149",1422,1474
"150",1283,1386
"151",1100,1157
"152",1053,1045
"153",1095,1191
"154",897,1505
"155",406,1154
"156",177,877
"157",381,875
"158",544,858
"159",638,744
"160",730,365
"161",1163,39
"162",1559,-78
"163",1792,-133
"164",1769,-246
"165",1786,-350
"166",1648,-348
"167",1432,-214
"168",1230,-70
"169",1243,-29
"170",1322,26
"171",1322,387
"172",1096,716
"173",656,869
"174",186,1424
"175",89,1835
"176",225,1803
"177",446,1829
"178",666,1848
"179",767,1799
"180",602,1593
"181",856,822
"182",1421,751
"183",1859,958
"184",2077,1061
"185",1942,941
"186",1796,882
"187",1692,881
"188",1552,815
"189",1273,659
"190",1074,426
"191",1088,72
"192",1132,-231
"193",1175,-324
"194",1081,-162
"195",950,14
"196",812,5
"197",617,-63
"198",612,624
"199",785,1208
"200",827,1378
"201",751,1508
"202",676,1651
"203",619,1860
"204",599,1985
"205",576,1785
"206",612,1708
"207",697,1661
"208",787,1491
"209",875,1357
"210",992,1449
"211",987,1725
"212",877,1958
"213",720,2059
"214",617,2035
"215",554,1945
"216",561,1263
"217",856,860
"218",1170,844
"219",1359,806
"220",1457,551
"221",1598,37
"222",1880,-329
"223",1942,-394
"224",1881,-124
"225",1894,206
"226",1822,340
"227",1559,304
"228",1408,415
"229",1262,674
"230",1029,893
"231",1004,978
"232",1003,1014
"233",1058,1083
"234",1070,1010
"235",1160,808
"236",1324,677
"237",1492,674
"238",1531,660
"239",1504,600
"240",1251,858
"241",1222,1574
"242",1239,1591
"243",1259,1674
"244",1151,1751
"245",1007,1666
