"","c_d","s_d"
"1",980,1258
"2",1049,1290
"3",1021,1404
"4",965,1576
"5",946,1748
"6",887,1785
"7",788,1600
"8",751,1283
"9",852,1141
"10",1037,1309
"11",956,1586
"12",631,1671
"13",333,1443
"14",432,1088
"15",548,823
"16",865,833
"17",1002,1167
"18",953,1555
"19",803,1663
"20",748,1669
"21",755,1555
"22",821,1421
"23",914,1360
"24",1161,1500
"25",1237,968
"26",970,906
"27",790,812
"28",920,555
"29",1214,405
"30",1437,466
"31",1492,564
"32",1385,592
"33",1188,524
"34",983,399
"35",882,238
"36",851,142
"37",924,132
"38",1016,142
"39",1190,170
"40",1390,340
"41",1492,714
"42",1426,1170
"43",1233,1327
"44",1070,1254
"45",947,1028
"46",804,704
"47",663,492
"48",507,360
"49",404,253
"50",299,195
"51",298,287
"52",369,476
"53",478,629
"54",787,809
"55",1005,1577
"56",1024,1695
"57",1026,1781
"58",1145,1765
"59",1238,1702
"60",1350,1701
"61",1188,1705
"62",937,1708
"63",477,1666
"64",166,1578
"65",41,1435
"66",17,1299
"67",55,1347
"68",134,1457
"69",199,1514
"70",490,1500
"71",902,1530
"72",1482,1368
"73",1691,524
"74",1560,382
"75",1497,330
"76",1515,434
"77",1493,558
"78",1475,672
"79",1654,958
"80",1514,1546
"81",1189,1335
"82",1025,1019
"83",1032,793
"84",1081,810
"85",1054,894
"86",933,996
"87",739,1054
"88",572,1081
"89",421,1091
"90",332,1001
"91",380,1008
"92",541,1210
"93",600,1481
"94",637,1635
"95",901,1576
"96",1394,809
"97",1650,418
"98",1621,684
"99",1184,753
"100",704,472
"101",601,118
"102",854,21
"103",1133,156
"104",1137,355
"105",1005,382
"106",792,171
"107",764,-117
"108",802,-255
"109",982,-99
"110",1053,146
"111",1071,257
"112",1108,262
"113",1193,297
"114",1359,419
"115",1305,1264
"116",985,1439
"117",760,1285
"118",657,1245
"119",417,1374
"120",134,1504
"121",55,1494
"122",137,1391
"123",301,1371
"124",411,1399
"125",580,1431
"126",861,1425
"127",1085,1432
"128",1222,1499
"129",1210,1578
"130",1165,1650
"131",1110,1708
"132",1061,1786
"133",941,1850
"134",838,1853
"135",733,1719
"136",702,1522
"137",777,1455
"138",1018,1410
"139",1154,672
"140",965,370
"141",894,401
"142",974,445
"143",1186,419
"144",1473,335
"145",1748,619
"146",1571,1342
"147",1152,1381
"148",912,1368
"149",773,1324
"150",667,792
"151",775,208
"152",751,-9
"153",648,-28
"154",497,118
"155",489,326
"156",758,508
"157",1209,1080
"158",1212,1757
"159",975,1626
"160",811,1432
"161",670,1287
"162",614,1178
"163",683,1089
"164",835,1003
"165",871,971
"166",815,1019
"167",779,1114
"168",906,1266
"169",871,670
"170",744,738
"171",668,840
"172",674,1019
"173",688,1339
"174",665,1534
"175",690,1443
"176",854,1224
"177",1024,852
"178",1022,456
"179",1034,141
"180",1333,125
"181",1385,970
"182",994,1155
"183",557,1146
"184",222,1063
"185",189,1109
"186",297,1286
"187",459,1501
"188",649,1700
"189",647,1859
"190",609,1853
"191",792,1661
"192",1247,1438
"193",1657,1414
"194",1800,1684
"195",1520,1980
"196",1161,2058
"197",1044,1950
"198",1415,1644
"199",1441,850
"200",1112,814
"201",906,577
"202",947,334
"203",1168,213
"204",1227,69
"205",1147,-264
"206",1154,-512
"207",1424,-512
"208",1616,-278
"209",1584,104
"210",1657,993
"211",1321,1720
"212",916,1663
"213",674,1557
"214",613,1458
"215",619,1397
"216",791,1512
"217",1003,1854
"218",1123,2025
"219",1072,2051
"220",1003,2087
"221",842,2080
"222",733,1992
"223",668,1795
"224",659,1716
"225",654,1612
"226",726,1438
"227",979,1295
"228",1610,1012
"229",1929,447
"230",1843,670
"231",1502,985
"232",1143,1053
"233",748,1116
"234",479,873
"235",372,496
"236",582,347
"237",1065,576
"238",1333,982
"239",1385,1236
"240",1617,1615
"241",1435,2212
"242",1041,2228
"243",678,2178
"244",617,2059
"245",706,1965
