"","c_d","s_d"
"1",1147,548
"2",1299,557
"3",1301,1167
"4",936,1542
"5",666,1503
"6",595,1459
"7",725,1518
"8",918,1683
"9",828,1792
"10",392,1222
"11",405,382
"12",731,196
"13",1120,240
"14",1455,442
"15",1654,1060
"16",1284,1656
"17",825,1584
"18",657,1491
"19",770,1420
"20",1100,1442
"21",1309,1630
"22",1212,1345
"23",1480,962
"24",1820,825
"25",2069,588
"26",2259,404
"27",2057,811
"28",1277,1264
"29",729,1233
"30",614,1273
"31",701,1417
"32",866,1603
"33",878,1720
"34",853,1759
"35",809,1806
"36",742,1841
"37",666,1755
"38",482,1543
"39",267,724
"40",457,509
"41",664,573
"42",778,386
"43",1074,172
"44",1618,228
"45",1814,1122
"46",1517,1734
"47",1167,1603
"48",1159,1348
"49",1388,1377
"50",1506,1820
"51",1179,2197
"52",792,2194
"53",567,2050
"54",538,2063
"55",727,2280
"56",696,2288
"57",597,1707
"58",728,1373
"59",1025,1077
"60",1275,830
"61",1458,724
"62",1511,731
"63",1432,780
"64",1294,832
"65",1274,821
"66",1320,745
"67",1293,697
"68",1021,549
"69",635,627
"70",610,1492
"71",729,1622
"72",763,1503
"73",783,1251
"74",835,1153
"75",741,1230
"76",716,724
"77",1071,238
"78",1561,208
"79",1974,281
"80",2113,390
"81",2030,338
"82",1887,167
"83",1835,103
"84",1762,216
"85",1595,283
"86",1346,163
"87",1302,49
"88",1452,132
"89",1657,227
"90",1675,201
"91",1555,197
"92",1291,268
"93",801,906
"94",485,1588
"95",281,1519
"96",253,1218
"97",396,1094
"98",549,987
"99",554,890
"100",541,802
"101",489,758
"102",546,790
"103",610,1233
"104",694,1570
"105",827,1819
"106",1137,1964
"107",1408,2098
"108",1604,2195
"109",1615,2017
"110",1661,1448
"111",1823,932
"112",2027,837
"113",2078,868
"114",2143,1163
"115",1885,1412
"116",1496,1439
"117",1151,1304
"118",984,1234
"119",894,1371
"120",832,1586
"121",777,1560
"122",848,1129
"123",974,86
"124",1358,-140
"125",1585,377
"126",1502,778
"127",1359,678
"128",1555,287
"129",1964,494
"130",1771,1157
"131",1494,1252
"132",1203,1223
"133",1191,1220
"134",1403,1439
"135",1349,2095
"136",998,2515
"137",464,2536
"138",352,2274
"139",438,2100
"140",619,2085
"141",688,2022
"142",858,1798
"143",1143,1488
"144",1457,1190
"145",1704,1028
"146",1773,1105
"147",1505,1344
"148",1029,1481
"149",925,1478
"150",900,1533
"151",783,1666
"152",880,1648
"153",1077,818
"154",1437,470
"155",1719,552
"156",1789,677
"157",1706,732
"158",1647,691
"159",1614,1170
"160",1258,1872
"161",936,1878
"162",915,1838
"163",1048,1954
"164",1144,2117
"165",1108,2143
"166",1138,2074
"167",1108,2000
"168",1093,1946
"169",1084,1910
"170",1124,1855
"171",1198,1794
"172",1436,1841
"173",1630,1921
"174",1683,1914
"175",1565,1483
"176",1501,1084
"177",1472,793
"178",1469,629
"179",1300,825
"180",951,812
"181",770,615
"182",900,511
"183",1140,451
"184",1278,361
"185",1356,171
"186",1508,92
"187",1749,224
"188",1827,462
"189",1751,582
"190",1620,635
"191",1408,589
"192",1112,372
"193",923,133
"194",990,3
"195",1189,12
"196",1258,71
"197",1222,132
"198",1122,238
"199",1061,459
"200",970,711
"201",869,867
"202",796,878
"203",770,753
"204",659,543
"205",522,383
"206",345,271
"207",172,568
"208",419,1059
"209",675,1108
"210",995,1116
"211",1179,1098
"212",1324,949
"213",1338,834
"214",1140,778
"215",921,747
"216",1012,810
"217",1293,884
"218",1446,979
"219",1023,594
"220",779,7
"221",933,90
"222",1259,422
"223",1610,714
"224",1976,866
"225",2107,1577
"226",1652,2011
"227",1199,1661
"228",997,1063
"229",1120,801
"230",1278,837
"231",1176,960
"232",889,1140
"233",606,1426
"234",491,1660
"235",493,1835
"236",580,1811
"237",677,1606
"238",828,1344
"239",988,1166
"240",1063,1018
"241",1114,1010
"242",1338,997
"243",1621,1249
"244",1814,1551
"245",1719,1580
