"","c_d","s_d"
"1",1091,904
"2",831,783
"3",865,624
"4",890,492
"5",1008,403
"6",1231,348
"7",1459,384
"8",1526,460
"9",1420,485
"10",1352,494
"11",1437,556
"12",1578,802
"13",1618,1021
"14",1448,1086
"15",1251,1072
"16",1213,992
"17",1248,695
"18",1149,399
"19",1039,78
"20",1055,-291
"21",1198,-402
"22",1302,-263
"23",1202,27
"24",1054,309
"25",890,607
"26",383,964
"27",104,1873
"28",222,2241
"29",558,2244
"30",1020,2266
"31",1141,2340
"32",1023,2382
"33",890,2255
"34",998,2062
"35",1160,2056
"36",1149,2127
"37",871,1987
"38",610,1789
"39",520,1641
"40",601,1617
"41",678,1636
"42",703,1735
"43",558,1823
"44",335,1777
"45",258,1632
"46",487,1557
"47",806,1718
"48",1011,2038
"49",937,2174
"50",829,2085
"51",788,2020
"52",837,1897
"53",780,1914
"54",538,1982
"55",288,1489
"56",240,958
"57",717,784
"58",1171,665
"59",1365,699
"60",1285,771
"61",1193,711
"62",1303,618
"63",1682,738
"64",1993,1079
"65",1898,1286
"66",1641,1122
"67",1454,720
"68",1377,432
"69",1347,406
"70",1281,455
"71",1175,522
"72",1053,746
"73",655,1077
"74",-140,1503
"75",-414,1842
"76",-19,1309
"77",580,1025
"78",931,1035
"79",817,1089
"80",637,532
"81",745,79
"82",781,95
"83",816,43
"84",956,-31
"85",1173,168
"86",1372,499
"87",1522,758
"88",1632,934
"89",1649,940
"90",1584,749
"91",1543,550
"92",1431,550
"93",1105,634
"94",630,577
"95",515,369
"96",554,82
"97",328,102
"98",-19,841
"99",162,1290
"100",584,1459
"101",930,1595
"102",1010,1564
"103",861,1358
"104",681,1143
"105",538,1085
"106",450,1165
"107",371,1275
"108",448,1349
"109",643,1517
"110",811,1771
"111",844,1878
"112",853,1782
"113",831,1617
"114",784,1404
"115",825,786
"116",914,239
"117",1300,146
"118",1644,82
"119",2020,146
"120",2168,397
"121",2139,711
"122",1951,980
"123",1674,1051
"124",1459,964
"125",1361,949
"126",1235,960
"127",1233,965
"128",1356,1018
"129",1382,1066
"130",1377,1035
"131",1416,1011
"132",1514,831
"133",1628,675
"134",1648,706
"135",1546,718
"136",1512,608
"137",1554,532
"138",1426,562
"139",989,600
"140",535,1168
"141",438,1373
"142",585,992
"143",846,937
"144",1134,985
"145",1247,1138
"146",1206,744
"147",1487,318
"148",1631,249
"149",1635,160
"150",1446,148
"151",848,233
"152",261,1009
"153",191,1706
"154",376,1754
"155",421,1704
"156",298,1585
"157",-49,1383
"158",23,584
"159",485,207
"160",847,379
"161",1099,535
"162",1249,619
"163",1266,691
"164",1172,664
"165",1198,609
"166",1352,578
"167",1436,596
"168",1290,633
"169",1034,652
"170",655,1050
"171",346,1670
"172",174,1819
"173",-25,1977
"174",-98,1887
"175",103,1600
"176",570,1277
"177",993,1167
"178",1180,1193
"179",1162,1163
"180",1047,1281
"181",1187,822
"182",1329,854
"183",1283,905
"184",1294,666
"185",1506,522
"186",1615,717
"187",1477,957
"188",1348,842
"189",1601,585
"190",2091,575
"191",2259,689
"192",2081,667
"193",1865,395
"194",1670,20
"195",1616,-138
"196",1641,34
"197",1746,268
"198",1882,484
"199",1542,726
"200",782,1257
"201",455,1640
"202",354,1491
"203",507,1439
"204",705,1670
"205",790,2010
"206",830,2170
"207",861,2060
"208",982,1868
"209",981,1727
"210",750,1565
"211",379,792
"212",391,176
"213",602,116
"214",881,71
"215",1197,26
"216",1361,-35
"217",1437,-94
"218",1465,-150
"219",1436,-166
"220",1414,-98
"221",1452,184
"222",1396,621
"223",1264,958
"224",1201,1080
"225",1272,1084
"226",1413,1073
"227",1479,959
"228",1494,686
"229",1416,698
"230",978,1020
"231",892,1045
"232",916,960
"233",855,1082
"234",815,1467
"235",792,1826
"236",818,1977
"237",816,2147
"238",904,2290
"239",929,2364
"240",826,2170
"241",758,1310
"242",1044,643
"243",1311,585
"244",1227,711
"245",926,900
