"","c_d","s_d"
"1",702,1929
"2",869,1825
"3",1191,1639
"4",1543,1466
"5",1759,1472
"6",1841,1534
"7",1737,1568
"8",1668,1624
"9",1718,1522
"10",1967,1495
"11",2266,1751
"12",2423,2138
"13",2344,2271
"14",2246,2090
"15",2196,1900
"16",2197,1773
"17",2189,1637
"18",2262,1477
"19",2204,1491
"20",2121,1732
"21",1965,1938
"22",1730,1875
"23",1599,1458
"24",1823,1131
"25",2175,1139
"26",2466,1090
"27",2313,626
"28",1697,683
"29",1286,650
"30",1081,614
"31",1023,553
"32",1106,481
"33",1651,692
"34",1444,1225
"35",1192,1345
"36",907,1277
"37",735,1329
"38",285,1073
"39",164,428
"40",347,557
"41",528,803
"42",446,1213
"43",208,1284
"44",-18,702
"45",942,715
"46",1581,1065
"47",1928,1353
"48",2039,1525
"49",2039,1704
"50",2115,1888
"51",2089,2083
"52",2041,2168
"53",1916,2136
"54",1835,2091
"55",1675,2029
"56",1589,1852
"57",954,941
"58",701,409
"59",677,343
"60",454,209
"61",245,-23
"62",234,-153
"63",437,-190
"64",718,-43
"65",984,165
"66",1103,219
"67",1132,59
"68",1083,-25
"69",1097,65
"70",1180,204
"71",1255,354
"72",1213,513
"73",855,643
"74",434,774
"75",177,783
"76",188,704
"77",364,562
"78",431,576
"79",484,370
"80",576,275
"81",623,553
"82",463,782
"83",213,795
"84",-35,705
"85",-151,693
"86",-49,763
"87",222,980
"88",636,1285
"89",1078,1497
"90",1236,1483
"91",1371,1148
"92",1631,613
"93",2197,390
"94",1937,820
"95",1552,1004
"96",1152,958
"97",878,1040
"98",570,781
"99",234,628
"100",9,811
"101",-127,715
"102",-178,385
"103",-58,74
"104",236,-188
"105",672,-187
"106",949,240
"107",1156,678
"108",1174,833
"109",1049,638
"110",1061,410
"111",1127,418
"112",1050,628
"113",778,830
"114",537,961
"115",460,914
"116",487,764
"117",546,671
"118",488,741
"119",254,870
"120",28,953
"121",95,976
"122",651,1013
"123",1241,1377
"124",1321,1944
"125",1279,1923
"126",1160,1676
"127",1010,1645
"128",976,1749
"129",889,1795
"130",909,1743
"131",951,1696
"132",1057,1500
"133",1249,1187
"134",1525,918
"135",1747,770
"136",1823,809
"137",1805,807
"138",1781,846
"139",1851,968
"140",1886,1320
"141",1863,1611
"142",1828,1771
"143",1827,1864
"144",1861,1952
"145",1810,1964
"146",1812,1797
"147",1867,1632
"148",1979,1461
"149",2038,1429
"150",2054,1543
"151",1925,1630
"152",1648,1338
"153",1055,332
"154",580,102
"155",626,10
"156",784,18
"157",839,302
"158",711,550
"159",599,718
"160",504,810
"161",367,783
"162",278,753
"163",321,873
"164",446,1120
"165",477,1237
"166",470,1337
"167",498,1213
"168",598,1134
"169",560,1085
"170",378,971
"171",177,682
"172",30,422
"173",-62,450
"174",-156,760
"175",-211,932
"176",-157,904
"177",69,973
"178",472,1235
"179",556,1323
"180",393,1249
"181",311,1121
"182",711,971
"183",905,1377
"184",621,1725
"185",619,1658
"186",686,1540
"187",735,1610
"188",1312,1984
"189",1681,2285
"190",1842,2330
"191",1936,2072
"192",1957,1900
"193",1946,1960
"194",1982,2262
"195",2007,2363
"196",2010,2180
"197",1896,1854
"198",1629,1710
"199",1375,1592
"200",1091,1092
"201",497,534
"202",-117,424
"203",-293,307
"204",-282,248
"205",-264,346
"206",-309,459
"207",636,626
"208",869,1016
"209",1056,1328
"210",1104,1621
"211",1113,1909
"212",1206,2052
"213",1282,2034
"214",1417,2122
"215",1528,2008
"216",1637,1843
"217",1616,1687
"218",1707,1639
"219",1834,1722
"220",1900,1812
"221",1824,1821
"222",1632,1742
"223",1242,1475
"224",836,869
"225",331,587
"226",-99,683
"227",-365,624
"228",-428,431
"229",-229,204
"230",42,111
"231",171,131
"232",178,58
"233",170,94
"234",102,319
"235",-11,470
"236",-56,332
"237",143,133
"238",479,69
"239",773,214
"240",812,459
"241",789,561
"242",868,392
"243",1238,545
"244",1181,1010
"245",1161,1251
