"","c_d","s_d"
"1",584,1208
"2",894,1077
"3",1028,1158
"4",1001,1255
"5",881,1247
"6",766,1224
"7",635,1203
"8",439,1204
"9",270,1305
"10",226,1554
"11",207,1807
"12",176,1847
"13",209,1604
"14",412,1291
"15",704,1121
"16",931,1088
"17",1024,1060
"18",1006,1136
"19",880,1276
"20",602,1340
"21",330,1225
"22",173,1040
"23",80,981
"24",-104,923
"25",-250,683
"26",-133,344
"27",271,245
"28",755,309
"29",1244,760
"30",1965,1178
"31",1845,1035
"32",1751,771
"33",1788,558
"34",1902,603
"35",2002,1163
"36",1203,1571
"37",724,1551
"38",418,1390
"39",233,1195
"40",285,1175
"41",888,1649
"42",1526,1805
"43",1335,1605
"44",1151,1264
"45",1064,1075
"46",1129,1110
"47",1341,1655
"48",887,2074
"49",657,1768
"50",691,1126
"51",861,661
"52",1013,631
"53",1098,828
"54",1102,1055
"55",1173,1229
"56",1362,1477
"57",1372,1703
"58",1217,1930
"59",1360,1961
"60",1505,1289
"61",1209,644
"62",960,518
"63",795,788
"64",662,1101
"65",570,1123
"66",552,1009
"67",599,822
"68",646,625
"69",856,544
"70",1226,619
"71",1457,605
"72",1668,428
"73",1952,97
"74",2107,-90
"75",2023,-199
"76",1749,-302
"77",1478,-329
"78",1348,-149
"79",1396,114
"80",1511,427
"81",1610,559
"82",1722,525
"83",1890,421
"84",2016,275
"85",1967,26
"86",1910,-219
"87",1738,-451
"88",1363,-398
"89",1170,-247
"90",1103,132
"91",1168,782
"92",1179,1244
"93",1192,1343
"94",1191,1405
"95",1215,1494
"96",968,1289
"97",1055,1128
"98",1009,1047
"99",825,1053
"100",427,1147
"101",799,1163
"102",1257,960
"103",1230,825
"104",1155,827
"105",1126,841
"106",1153,840
"107",1209,869
"108",1347,852
"109",1587,825
"110",1775,797
"111",1758,690
"112",1615,516
"113",1529,364
"114",1465,398
"115",1351,510
"116",1221,626
"117",1201,588
"118",1290,416
"119",1445,308
"120",1456,408
"121",1263,611
"122",992,774
"123",781,821
"124",700,1218
"125",263,1780
"126",-318,1731
"127",-224,1490
"128",90,1325
"129",479,1491
"130",737,1766
"131",774,1779
"132",852,1609
"133",1079,1703
"134",1178,2193
"135",830,2288
"136",491,2256
"137",568,1856
"138",932,1492
"139",1192,1425
"140",1150,1482
"141",928,1438
"142",751,1322
"143",647,1309
"144",499,1412
"145",303,1377
"146",239,1128
"147",424,929
"148",668,980
"149",672,1188
"150",617,1453
"151",622,1737
"152",716,2030
"153",806,2220
"154",779,2357
"155",1063,2445
"156",1460,2095
"157",1200,1661
"158",1123,1376
"159",1257,1021
"160",1405,837
"161",1413,745
"162",1319,624
"163",1373,282
"164",1647,-34
"165",1985,45
"166",1984,340
"167",1645,391
"168",1293,243
"169",1134,139
"170",1110,189
"171",1202,215
"172",1263,287
"173",1270,255
"174",1348,245
"175",1551,249
"176",1775,204
"177",1918,203
"178",2014,361
"179",2066,492
"180",2123,644
"181",2155,763
"182",2166,911
"183",1930,982
"184",1840,1281
"185",1528,1543
"186",1083,1486
"187",1114,1267
"188",1001,1066
"189",781,951
"190",528,845
"191",467,719
"192",572,692
"193",682,855
"194",766,1114
"195",706,1313
"196",558,1396
"197",403,1293
"198",338,1095
"199",452,1013
"200",720,1133
"201",949,1352
"202",1172,1558
"203",1735,1495
"204",2098,1205
"205",2202,1029
"206",2195,1097
"207",2212,1143
"208",2129,1209
"209",1879,1725
"210",1145,2228
"211",242,2230
"212",-71,1812
"213",-276,1333
"214",-323,909
"215",-95,834
"216",190,1116
"217",277,1385
"218",150,1374
"219",116,1135
"220",356,885
"221",730,930
"222",1003,1312
"223",1014,1718
"224",994,1786
"225",1008,1894
"226",1285,2062
"227",1987,2270
"228",2236,2121
"229",1983,1756
"230",1735,1106
"231",1714,355
"232",1821,-49
"233",1859,-128
"234",1802,-32
"235",1814,94
"236",1819,216
"237",1789,215
"238",1827,183
"239",1943,197
"240",2014,370
"241",1944,622
"242",1778,802
"243",1630,783
"244",1737,764
"245",1937,1128
