"","c_d","s_d"
"1",825,1530
"2",827,1524
"3",823,1371
"4",829,1386
"5",876,1409
"6",1123,1387
"7",1357,1328
"8",1464,1334
"9",1450,1435
"10",1350,1583
"11",1167,1680
"12",1037,1779
"13",923,1937
"14",860,2108
"15",735,2083
"16",583,1920
"17",357,1824
"18",169,1677
"19",136,1561
"20",143,1451
"21",159,1415
"22",292,1393
"23",588,1402
"24",959,1481
"25",1156,1597
"26",1123,1611
"27",925,1434
"28",796,1190
"29",773,1058
"30",938,861
"31",927,465
"32",844,236
"33",793,253
"34",702,303
"35",762,434
"36",866,527
"37",892,517
"38",779,1237
"39",596,1391
"40",475,1311
"41",487,1330
"42",1077,1135
"43",1630,644
"44",1837,685
"45",1967,719
"46",1949,723
"47",1744,573
"48",1420,246
"49",1188,142
"50",984,907
"51",696,971
"52",405,1149
"53",198,1359
"54",218,1719
"55",359,2114
"56",464,2223
"57",391,2132
"58",379,1925
"59",564,1681
"60",1187,1446
"61",1724,577
"62",1863,442
"63",1797,584
"64",1611,603
"65",1441,454
"66",1303,262
"67",1267,225
"68",1247,359
"69",1169,379
"70",1074,258
"71",1145,51
"72",1227,-88
"73",1262,105
"74",1135,441
"75",951,801
"76",741,1013
"77",577,970
"78",498,811
"79",476,697
"80",734,662
"81",902,781
"82",800,837
"83",679,706
"84",719,540
"85",871,555
"86",928,664
"87",925,849
"88",987,915
"89",1123,829
"90",1175,729
"91",1155,615
"92",1116,536
"93",1110,542
"94",983,596
"95",790,642
"96",619,1216
"97",537,1505
"98",537,1396
"99",643,1415
"100",781,1481
"101",805,1454
"102",1143,1304
"103",1466,527
"104",1511,146
"105",1362,127
"106",935,198
"107",507,353
"108",147,516
"109",-116,624
"110",-250,717
"111",-185,933
"112",30,1042
"113",301,1121
"114",573,1076
"115",779,897
"116",874,763
"117",911,660
"118",871,599
"119",794,624
"120",725,688
"121",711,733
"122",772,789
"123",906,811
"124",979,690
"125",990,436
"126",919,638
"127",777,1211
"128",535,1316
"129",310,1432
"130",189,1505
"131",238,1567
"132",540,1666
"133",858,1855
"134",970,2037
"135",805,2077
"136",666,1916
"137",652,1612
"138",762,1339
"139",859,1253
"140",850,1363
"141",749,1581
"142",597,1751
"143",438,1775
"144",681,1748
"145",1051,1696
"146",1269,1845
"147",1162,2039
"148",1020,2123
"149",904,2096
"150",906,1972
"151",887,1931
"152",974,1975
"153",1082,2063
"154",1140,2135
"155",1090,1936
"156",1105,1388
"157",1097,802
"158",1037,830
"159",859,861
"160",707,753
"161",634,673
"162",600,463
"163",808,417
"164",848,638
"165",616,871
"166",312,858
"167",310,742
"168",540,758
"169",758,929
"170",864,1041
"171",961,953
"172",1160,820
"173",1435,694
"174",1576,479
"175",1617,138
"176",1522,-78
"177",1382,-18
"178",1203,2
"179",965,-52
"180",591,-115
"181",332,-81
"182",198,-46
"183",253,61
"184",425,244
"185",678,524
"186",732,1110
"187",674,2222
"188",487,2366
"189",296,2329
"190",256,2189
"191",265,2055
"192",379,1943
"193",520,1743
"194",622,1401
"195",708,1170
"196",824,1184
"197",797,1317
"198",628,1336
"199",454,1201
"200",459,1110
"201",623,1162
"202",813,1217
"203",1015,1252
"204",1525,1135
"205",1765,476
"206",1565,375
"207",1262,287
"208",1025,81
"209",911,7
"210",840,204
"211",764,552
"212",409,1437
"213",52,1264
"214",-39,1149
"215",119,1449
"216",244,1816
"217",430,1709
"218",824,1188
"219",1366,885
"220",1747,1115
"221",1727,1399
"222",1561,1296
"223",1488,1272
"224",1501,1428
"225",1348,1534
"226",986,1534
"227",583,1534
"228",716,1477
"229",922,898
"230",917,895
"231",942,970
"232",877,987
"233",762,989
"234",798,921
"235",1042,718
"236",1298,482
"237",1359,329
"238",1141,187
"239",923,39
"240",782,172
"241",766,288
"242",701,280
"243",648,291
"244",660,237
"245",900,151
