"","c_d","s_d"
"1",-146,1299
"2",89,1185
"3",313,1254
"4",460,1334
"5",626,1397
"6",882,1588
"7",1061,1929
"8",1144,2117
"9",1037,1987
"10",916,1741
"11",815,1600
"12",874,1627
"13",1006,1735
"14",1159,1785
"15",1256,1737
"16",1400,1684
"17",1512,1607
"18",1482,1436
"19",1438,1226
"20",1561,1101
"21",1987,687
"22",1971,201
"23",1760,347
"24",1295,457
"25",834,662
"26",710,766
"27",828,1018
"28",684,1721
"29",419,1654
"30",340,1552
"31",295,1679
"32",648,1424
"33",1097,847
"34",1224,544
"35",1294,286
"36",1337,405
"37",1228,770
"38",978,925
"39",852,835
"40",901,1502
"41",832,1534
"42",737,1534
"43",532,1534
"44",436,1528
"45",557,1495
"46",847,1373
"47",1061,1229
"48",1169,1210
"49",1152,1300
"50",1253,1412
"51",1318,697
"52",1337,400
"53",1360,340
"54",1435,284
"55",1511,228
"56",1429,204
"57",1258,136
"58",1061,66
"59",877,-97
"60",621,-207
"61",360,-154
"62",208,-117
"63",219,-193
"64",129,-257
"65",152,127
"66",422,935
"67",572,1329
"68",616,1534
"69",668,1534
"70",723,1425
"71",651,1085
"72",611,408
"73",923,-39
"74",1287,133
"75",1404,148
"76",1307,289
"77",1124,284
"78",861,200
"79",760,135
"80",773,100
"81",922,21
"82",1135,-76
"83",1446,-14
"84",1714,148
"85",1860,246
"86",2171,689
"87",2113,1471
"88",1750,1656
"89",1073,1990
"90",478,2318
"91",145,2384
"92",716,2279
"93",1134,1769
"94",1434,1455
"95",1258,1412
"96",978,1287
"97",840,934
"98",854,656
"99",923,589
"100",917,527
"101",868,372
"102",837,225
"103",878,162
"104",927,151
"105",1030,196
"106",1107,349
"107",1126,448
"108",1059,325
"109",1004,91
"110",988,-22
"111",1066,-80
"112",1143,171
"113",1028,543
"114",720,922
"115",466,1101
"116",560,1485
"117",650,2090
"118",557,2007
"119",362,1842
"120",381,1590
"121",525,1465
"122",708,1504
"123",749,1575
"124",688,1593
"125",545,1555
"126",539,1455
"127",667,1323
"128",882,1174
"129",962,1275
"130",889,1400
"131",637,1702
"132",393,1951
"133",191,2154
"134",406,2099
"135",636,1959
"136",831,1803
"137",1194,1675
"138",1436,1680
"139",1383,1927
"140",1018,2218
"141",396,2401
"142",92,2404
"143",21,2180
"144",627,1818
"145",1373,1701
"146",1994,1716
"147",2201,1123
"148",1917,506
"149",1599,221
"150",1421,127
"151",1231,157
"152",919,116
"153",760,-11
"154",763,-111
"155",867,-16
"156",907,384
"157",834,878
"158",655,1135
"159",545,934
"160",589,376
"161",851,-101
"162",1106,-171
"163",1197,118
"164",995,452
"165",673,563
"166",400,495
"167",359,383
"168",538,251
"169",893,211
"170",1190,339
"171",1338,542
"172",1289,669
"173",1153,715
"174",1011,734
"175",960,684
"176",1221,644
"177",1354,1278
"178",1209,1292
"179",1049,1289
"180",1001,1398
"181",946,1581
"182",881,1802
"183",737,1858
"184",688,1651
"185",853,1384
"186",1225,1345
"187",1486,1482
"188",1418,1511
"189",1124,1322
"190",922,1146
"191",838,1211
"192",889,1432
"193",1014,1542
"194",1388,1575
"195",1659,901
"196",1479,303
"197",1225,72
"198",1106,4
"199",1208,-42
"200",1381,-41
"201",1698,3
"202",1731,661
"203",1340,1168
"204",991,1322
"205",724,1516
"206",586,1697
"207",634,1763
"208",940,1709
"209",1271,1725
"210",1474,1930
"211",1334,1877
"212",1102,1783
"213",943,1702
"214",932,1487
"215",917,1450
"216",824,1648
"217",697,1767
"218",856,1599
"219",1039,984
"220",1179,766
"221",1182,779
"222",1195,770
"223",1261,827
"224",1322,921
"225",1338,944
"226",1398,960
"227",1293,1057
"228",968,1123
"229",742,1003
"230",652,871
"231",631,837
"232",582,772
"233",656,680
"234",867,668
"235",1067,734
"236",1129,699
"237",1262,974
"238",1223,1062
"239",1205,1016
"240",1078,1347
"241",896,1824
"242",648,2189
"243",442,2368
"244",428,2370
"245",589,2190
