"","c_d","s_d"
"1",1196,1557
"2",1004,1319
"3",1148,1053
"4",1485,1134
"5",1731,1743
"6",1342,2170
"7",695,2006
"8",651,1449
"9",640,1119
"10",605,1023
"11",1103,1339
"12",1433,1335
"13",1420,1133
"14",1487,939
"15",1569,772
"16",1578,767
"17",1455,1209
"18",554,1429
"19",330,1142
"20",451,862
"21",592,751
"22",714,784
"23",724,952
"24",589,1192
"25",353,1264
"26",165,1174
"27",156,942
"28",384,465
"29",1501,317
"30",1973,533
"31",1986,625
"32",1920,604
"33",1959,559
"34",2051,635
"35",2035,700
"36",1994,709
"37",1990,529
"38",1944,453
"39",1888,623
"40",1845,1191
"41",1528,1659
"42",812,1769
"43",825,1716
"44",741,1685
"45",605,1545
"46",581,1172
"47",717,712
"48",917,488
"49",944,440
"50",635,567
"51",191,746
"52",-60,802
"53",69,936
"54",323,1228
"55",414,1444
"56",439,1372
"57",539,1136
"58",619,993
"59",574,941
"60",377,898
"61",240,892
"62",249,930
"63",311,1008
"64",326,1034
"65",329,968
"66",448,945
"67",606,1018
"68",621,1078
"69",538,1010
"70",628,1108
"71",1102,1372
"72",1616,1432
"73",1588,1414
"74",1502,1405
"75",1392,1342
"76",1324,1407
"77",1278,1752
"78",652,2023
"79",94,1875
"80",63,1525
"81",37,1204
"82",76,1001
"83",739,1270
"84",1269,1276
"85",1309,1156
"86",1338,1036
"87",1379,852
"88",1437,633
"89",1575,776
"90",1156,993
"91",963,866
"92",1124,771
"93",1201,1167
"94",1195,1593
"95",1082,1837
"96",1051,1940
"97",1023,1842
"98",1030,1579
"99",1000,1105
"100",840,450
"101",1294,-51
"102",1748,8
"103",1811,455
"104",1782,1147
"105",1548,1618
"106",1337,1766
"107",1271,1609
"108",1283,1393
"109",1278,1232
"110",1213,1175
"111",1140,1037
"112",1106,851
"113",1163,582
"114",1347,298
"115",1536,217
"116",1593,455
"117",1345,619
"118",1023,535
"119",946,444
"120",1102,498
"121",1198,565
"122",1204,547
"123",1342,461
"124",1616,522
"125",1853,768
"126",1912,993
"127",1753,992
"128",1709,994
"129",1826,1062
"130",1978,1209
"131",1988,1173
"132",1953,1067
"133",1942,1059
"134",1796,1282
"135",1381,1411
"136",1068,1447
"137",607,1508
"138",-75,1219
"139",163,964
"140",202,784
"141",114,518
"142",91,231
"143",437,725
"144",1185,971
"145",1220,1090
"146",1300,1134
"147",1275,905
"148",1116,598
"149",1141,173
"150",1235,-74
"151",1319,-156
"152",1277,193
"153",1219,596
"154",1381,901
"155",1655,1255
"156",1711,1595
"157",1416,1479
"158",1230,1297
"159",1415,1103
"160",1739,1035
"161",1988,948
"162",2191,878
"163",2324,948
"164",2257,1266
"165",1847,1513
"166",1107,1932
"167",375,1914
"168",-212,1471
"169",-112,1035
"170",127,826
"171",257,725
"172",336,782
"173",386,1052
"174",355,1274
"175",304,1201
"176",387,929
"177",684,761
"178",992,827
"179",1069,896
"180",952,794
"181",860,519
"182",874,336
"183",938,292
"184",881,334
"185",731,319
"186",526,267
"187",434,151
"188",514,30
"189",794,121
"190",1128,401
"191",1291,880
"192",1056,1429
"193",828,1793
"194",737,1942
"195",634,1965
"196",704,1982
"197",1015,1966
"198",1525,1511
"199",1569,932
"200",1597,695
"201",1495,687
"202",1352,775
"203",1316,865
"204",1215,951
"205",1033,882
"206",1092,803
"207",1291,726
"208",1296,512
"209",1320,148
"210",1479,-30
"211",1591,-53
"212",1485,-112
"213",1452,-252
"214",1718,-191
"215",2194,148
"216",2323,798
"217",2351,1213
"218",2238,1475
"219",2190,1376
"220",2278,1351
"221",2306,1158
"222",1957,656
"223",1729,2
"224",1739,-204
"225",1887,-111
"226",1903,290
"227",1534,730
"228",876,733
"229",903,666
"230",686,640
"231",362,473
"232",243,257
"233",455,263
"234",787,461
"235",962,536
"236",946,510
"237",873,471
"238",824,668
"239",833,1061
"240",888,1442
"241",948,1628
"242",1006,1566
"243",1049,1475
"244",1107,1436
"245",1378,1435
