"","c_d","s_d"
"1",631,1075
"2",709,1191
"3",645,1564
"4",403,1957
"5",387,1781
"6",542,1767
"7",794,1795
"8",1047,1503
"9",1277,1038
"10",1505,844
"11",1520,1037
"12",1234,1434
"13",682,1725
"14",183,1357
"15",57,833
"16",299,877
"17",724,1000
"18",1040,1144
"19",1188,1185
"20",1329,1134
"21",1427,1064
"22",1416,988
"23",1327,1007
"24",1155,1187
"25",747,1439
"26",222,1434
"27",-236,1443
"28",-191,2050
"29",162,2099
"30",481,1887
"31",639,1694
"32",773,1582
"33",684,1541
"34",700,741
"35",924,190
"36",1196,141
"37",1390,406
"38",1265,686
"39",1012,740
"40",835,523
"41",917,385
"42",1138,435
"43",1339,505
"44",1456,566
"45",1498,669
"46",1341,856
"47",962,873
"48",558,594
"49",373,336
"50",367,250
"51",239,1016
"52",252,1695
"53",407,1715
"54",762,1609
"55",1242,1696
"56",1682,1935
"57",1733,2001
"58",1701,1898
"59",1605,1977
"60",1141,2139
"61",529,2000
"62",187,1495
"63",224,1185
"64",389,1352
"65",425,1611
"66",332,1414
"67",317,1018
"68",702,857
"69",1077,827
"70",1269,1222
"71",1219,1454
"72",1276,1551
"73",1411,1692
"74",1517,1792
"75",1505,1713
"76",1470,1539
"77",1407,1434
"78",1321,1351
"79",1203,1262
"80",982,1154
"81",675,476
"82",652,227
"83",695,395
"84",579,545
"85",484,625
"86",611,661
"87",825,1189
"88",641,1947
"89",388,1931
"90",231,1654
"91",239,1296
"92",516,1134
"93",810,1217
"94",1047,1425
"95",1090,1596
"96",1122,1718
"97",1173,1827
"98",1193,1955
"99",1061,2141
"100",913,2228
"101",865,2048
"102",999,1743
"103",1175,1619
"104",1335,1668
"105",1378,1769
"106",1390,1800
"107",1369,1684
"108",1320,1560
"109",1155,1543
"110",729,1504
"111",400,768
"112",500,655
"113",808,687
"114",1111,735
"115",1322,780
"116",1321,821
"117",1128,1148
"118",930,1832
"119",981,1901
"120",1176,2025
"121",1289,2096
"122",1446,1989
"123",1572,1725
"124",1599,1586
"125",1508,1544
"126",1482,1502
"127",1538,1497
"128",1531,1502
"129",1327,1380
"130",1188,1234
"131",1199,1175
"132",1259,1133
"133",1220,1096
"134",1193,1270
"135",1072,1054
"136",925,752
"137",818,663
"138",866,415
"139",1149,319
"140",1389,503
"141",1333,753
"142",977,829
"143",749,712
"144",717,565
"145",710,543
"146",612,540
"147",539,532
"148",507,367
"149",694,83
"150",1016,-81
"151",1323,-190
"152",1463,-157
"153",1462,-93
"154",1364,-2
"155",1275,-14
"156",1253,-83
"157",1407,-143
"158",1607,-48
"159",1629,408
"160",1340,750
"161",962,700
"162",710,375
"163",770,194
"164",826,238
"165",534,667
"166",488,1208
"167",831,1122
"168",1309,1231
"169",1582,1986
"170",1558,2409
"171",1272,2415
"172",1190,2207
"173",1296,1924
"174",1419,1904
"175",1450,2147
"176",1221,2362
"177",933,1891
"178",1164,1363
"179",1531,1352
"180",1802,1190
"181",1898,888
"182",1712,539
"183",1411,830
"184",1019,1194
"185",857,1216
"186",928,1295
"187",1157,1453
"188",1485,1754
"189",1626,2085
"190",1539,2224
"191",1283,2099
"192",1137,1822
"193",1108,1562
"194",1153,1525
"195",1100,1682
"196",1000,1772
"197",975,1671
"198",1190,1512
"199",1435,1460
"200",1569,1591
"201",1472,1761
"202",1278,1812
"203",1085,1843
"204",1054,2030
"205",978,2159
"206",830,2037
"207",696,696
"208",995,169
"209",1438,113
"210",1567,378
"211",1357,692
"212",956,840
"213",487,1048
"214",161,1719
"215",66,1630
"216",173,1582
"217",383,1633
"218",523,1702
"219",405,1758
"220",402,1113
"221",640,777
"222",904,648
"223",1089,461
"224",1202,412
"225",1270,951
"226",995,1734
"227",790,1787
"228",847,1903
"229",1024,2167
"230",1246,2420
"231",1245,2348
"232",1219,1975
"233",1226,1558
"234",1278,1259
"235",1291,1043
"236",1211,880
"237",1120,304
"238",1124,682
"239",954,991
"240",660,1154
"241",578,1243
"242",590,1255
"243",549,1384
"244",431,1416
"245",414,1225
