"","c_d","s_d"
"1",1143,978
"2",1108,1124
"3",1092,1030
"4",1059,664
"5",1121,290
"6",1155,-27
"7",1107,-177
"8",871,-236
"9",1010,-282
"10",1317,-360
"11",1560,-377
"12",1578,-188
"13",1817,410
"14",1482,1174
"15",889,1237
"16",446,1228
"17",432,1206
"18",520,674
"19",739,532
"20",967,868
"21",1064,1020
"22",1001,891
"23",890,615
"24",989,475
"25",1341,989
"26",1718,1171
"27",1556,1259
"28",1099,1310
"29",694,1257
"30",709,1144
"31",1025,1043
"32",1105,863
"33",1148,910
"34",1227,1042
"35",1533,1203
"36",1950,1477
"37",1862,1388
"38",1299,1534
"39",917,1534
"40",749,1534
"41",621,1427
"42",551,1070
"43",815,664
"44",943,456
"45",798,357
"46",431,255
"47",73,37
"48",-128,-148
"49",51,2
"50",210,332
"51",236,530
"52",305,444
"53",537,375
"54",718,541
"55",712,724
"56",649,853
"57",624,1031
"58",583,1261
"59",377,1334
"60",180,1273
"61",21,1117
"62",-71,935
"63",-133,702
"64",-171,392
"65",-25,97
"66",248,78
"67",491,403
"68",522,860
"69",387,976
"70",206,876
"71",240,694
"72",627,905
"73",1542,1346
"74",1968,1605
"75",1966,1673
"76",1700,1490
"77",1435,1290
"78",1269,875
"79",1014,371
"80",510,496
"81",138,431
"82",-191,195
"83",-330,71
"84",-156,134
"85",126,297
"86",370,497
"87",443,687
"88",259,738
"89",31,505
"90",-34,284
"91",-7,64
"92",-54,262
"93",-48,533
"94",4,730
"95",-30,800
"96",72,691
"97",129,657
"98",269,563
"99",413,511
"100",442,481
"101",409,418
"102",796,900
"103",1297,1203
"104",1393,1462
"105",1154,1730
"106",905,1752
"107",876,1595
"108",1259,1445
"109",1697,1437
"110",1848,1459
"111",1811,1488
"112",1566,1534
"113",1207,1491
"114",888,1309
"115",759,1165
"116",903,1225
"117",1139,1364
"118",1363,1279
"119",1609,1108
"120",1839,959
"121",1958,960
"122",1957,987
"123",1957,967
"124",2037,1004
"125",2016,1118
"126",1940,1086
"127",1904,947
"128",1893,887
"129",1843,817
"130",1734,701
"131",1678,434
"132",1723,148
"133",1800,-167
"134",1605,61
"135",1410,229
"136",1258,377
"137",1068,478
"138",777,451
"139",473,269
"140",142,38
"141",-144,24
"142",-266,108
"143",-190,177
"144",63,232
"145",390,402
"146",567,817
"147",575,1178
"148",524,1261
"149",545,1259
"150",627,1171
"151",645,1052
"152",666,924
"153",674,715
"154",582,570
"155",390,568
"156",129,669
"157",-80,717
"158",-92,602
"159",239,437
"160",764,439
"161",1134,571
"162",1440,959
"163",1914,1578
"164",1947,1564
"165",1692,1347
"166",1478,1238
"167",1307,1252
"168",1212,1300
"169",1179,1312
"170",1144,1254
"171",1173,1202
"172",1309,1198
"173",1438,1298
"174",1501,1483
"175",1438,1648
"176",1412,1664
"177",1479,1544
"178",1689,1398
"179",1784,1129
"180",1724,611
"181",1545,51
"182",1103,-37
"183",886,-26
"184",723,100
"185",541,277
"186",449,349
"187",952,513
"188",1496,1579
"189",1444,1957
"190",1127,1855
"191",966,1483
"192",1226,1269
"193",1610,1354
"194",1812,1481
"195",1771,1313
"196",1755,1049
"197",1840,914
"198",1785,1052
"199",1493,1190
"200",1236,1091
"201",1249,916
"202",1634,1217
"203",2011,1299
"204",2136,774
"205",2113,655
"206",1687,850
"207",1301,842
"208",1039,689
"209",1057,525
"210",1179,622
"211",1076,905
"212",562,989
"213",-16,596
"214",-355,-81
"215",-249,-384
"216",26,-219
"217",232,246
"218",208,655
"219",236,876
"220",357,884
"221",597,759
"222",857,531
"223",1427,886
"224",1490,1021
"225",1212,849
"226",952,758
"227",877,613
"228",1030,606
"229",1214,1100
"230",1122,1630
"231",763,1873
"232",451,1846
"233",318,1728
"234",443,1481
"235",660,1226
"236",1103,1059
"237",1418,1134
"238",1357,1373
"239",1077,1484
"240",833,1321
"241",693,1078
"242",700,1181
"243",886,1578
"244",1151,2075
"245",1341,2106
