"","c_d","s_d"
"1",-63,543
"2",514,352
"3",1115,242
"4",1301,101
"5",1063,47
"6",432,32
"7",-11,39
"8",-181,110
"9",-44,306
"10",144,632
"11",285,1255
"12",858,1583
"13",1211,1860
"14",1167,2124
"15",1068,2135
"16",1260,2023
"17",1295,1963
"18",1345,1936
"19",1398,1688
"20",1413,1229
"21",1459,950
"22",1521,889
"23",1020,354
"24",710,67
"25",754,148
"26",728,366
"27",752,585
"28",630,776
"29",334,892
"30",127,955
"31",57,952
"32",96,834
"33",96,747
"34",89,665
"35",166,625
"36",356,574
"37",524,616
"38",555,750
"39",515,717
"40",608,488
"41",859,189
"42",1108,14
"43",997,-44
"44",913,-47
"45",914,-39
"46",719,-31
"47",441,-108
"48",234,-156
"49",133,-189
"50",130,-263
"51",238,-318
"52",311,38
"53",387,579
"54",728,1446
"55",1220,1636
"56",1258,1722
"57",1313,1591
"58",1217,1265
"59",1341,1112
"60",860,1077
"61",700,834
"62",465,714
"63",454,818
"64",358,985
"65",438,1589
"66",655,1710
"67",979,1273
"68",1354,1134
"69",1475,1389
"70",1286,1777
"71",879,1993
"72",125,1720
"73",272,994
"74",585,555
"75",1072,509
"76",1265,696
"77",1197,817
"78",899,768
"79",569,549
"80",385,12
"81",280,-186
"82",77,-46
"83",0,462
"84",734,1156
"85",1379,1607
"86",1752,2239
"87",1748,2527
"88",1861,2386
"89",1987,2116
"90",2079,1809
"91",1995,1444
"92",1841,1095
"93",1758,825
"94",1774,836
"95",1854,1018
"96",1884,1269
"97",1802,1301
"98",1707,1334
"99",1624,1326
"100",1530,1321
"101",1401,1343
"102",1365,1513
"103",1522,1435
"104",1794,1308
"105",1991,1197
"106",2027,1130
"107",1991,1034
"108",1838,996
"109",1632,969
"110",1477,1049
"111",1410,1082
"112",1473,1052
"113",1683,917
"114",1766,857
"115",1691,782
"116",1655,775
"117",1670,935
"118",1400,1291
"119",589,1435
"120",501,1054
"121",436,648
"122",429,459
"123",509,437
"124",571,498
"125",865,1239
"126",1194,1162
"127",1384,943
"128",1591,885
"129",1725,734
"130",1939,812
"131",2207,1068
"132",2355,1451
"133",2332,1623
"134",2319,1569
"135",2336,1408
"136",2365,1438
"137",2276,1519
"138",2111,1626
"139",1931,1633
"140",1856,1680
"141",1824,1704
"142",1797,1752
"143",1677,1617
"144",1613,1388
"145",1698,1191
"146",1794,1273
"147",1630,1468
"148",1207,1517
"149",374,1037
"150",674,411
"151",1071,230
"152",1216,526
"153",1105,645
"154",980,520
"155",1035,391
"156",1233,537
"157",1248,829
"158",1047,859
"159",813,850
"160",745,738
"161",835,627
"162",958,627
"163",890,802
"164",644,775
"165",425,454
"166",410,164
"167",594,98
"168",735,265
"169",742,474
"170",657,528
"171",582,449
"172",570,420
"173",629,412
"174",659,479
"175",598,564
"176",486,565
"177",377,596
"178",228,825
"179",-31,1297
"180",191,1518
"181",428,1476
"182",638,1500
"183",1036,1622
"184",1445,1747
"185",1705,1733
"186",1860,1783
"187",1832,1755
"188",1623,1635
"189",1344,1392
"190",1052,1148
"191",883,1023
"192",842,1069
"193",864,1206
"194",983,1355
"195",1122,1399
"196",1304,1359
"197",1337,1345
"198",1206,1491
"199",991,1593
"200",864,1548
"201",1010,1357
"202",1328,1141
"203",1565,1077
"204",1643,1030
"205",1642,883
"206",1757,780
"207",2022,685
"208",2203,1228
"209",1646,1508
"210",809,884
"211",636,13
"212",701,-362
"213",911,-274
"214",937,-18
"215",540,280
"216",168,209
"217",198,42
"218",408,130
"219",386,413
"220",103,518
"221",-162,385
"222",-210,291
"223",-126,422
"224",-88,609
"225",-65,813
"226",141,1278
"227",346,1894
"228",690,2219
"229",954,2142
"230",1196,2091
"231",1329,2144
"232",1193,2208
"233",851,2115
"234",223,1669
"235",363,779
"236",629,357
"237",800,480
"238",814,519
"239",686,325
"240",714,128
"241",1088,283
"242",1305,674
"243",1205,895
"244",1061,795
"245",1094,544
