"","c_d","s_d"
"1",1619,610
"2",1744,693
"3",1646,697
"4",1445,515
"5",1415,306
"6",1407,229
"7",964,276
"8",676,826
"9",559,1279
"10",402,1358
"11",458,1351
"12",654,1468
"13",824,1582
"14",950,1572
"15",964,1606
"16",862,1699
"17",538,1650
"18",321,1252
"19",116,817
"20",143,713
"21",315,1108
"22",352,1549
"23",265,1607
"24",274,1324
"25",640,1148
"26",913,1154
"27",914,1100
"28",985,970
"29",1291,1050
"30",1467,1528
"31",1270,1998
"32",877,2096
"33",581,2110
"34",442,2181
"35",303,2298
"36",382,1683
"37",661,556
"38",1412,58
"39",2119,-128
"40",2247,-3
"41",2134,202
"42",1871,407
"43",1555,493
"44",1507,330
"45",1886,79
"46",2226,99
"47",2123,324
"48",1631,309
"49",1298,-115
"50",1279,-350
"51",1460,-321
"52",1563,-115
"53",1506,53
"54",1313,141
"55",977,132
"56",513,677
"57",549,1402
"58",588,1717
"59",642,1790
"60",789,1822
"61",792,1798
"62",796,1009
"63",1375,345
"64",1918,127
"65",2152,12
"66",2212,237
"67",2112,368
"68",1996,332
"69",1997,189
"70",2102,114
"71",2287,216
"72",2186,532
"73",2017,878
"74",1931,1078
"75",1870,1215
"76",1923,1410
"77",1963,1616
"78",2007,1650
"79",1875,1579
"80",1401,1404
"81",1160,849
"82",1118,655
"83",1125,647
"84",1087,758
"85",1033,1072
"86",910,1453
"87",690,1643
"88",584,1574
"89",623,1448
"90",610,1407
"91",478,1465
"92",395,1484
"93",446,1422
"94",654,1313
"95",837,1262
"96",865,1225
"97",788,870
"98",968,28
"99",1456,-131
"100",1657,-139
"101",1691,131
"102",1456,498
"103",1257,682
"104",1294,654
"105",1617,623
"106",1971,515
"107",2043,257
"108",2068,87
"109",1922,155
"110",1680,130
"111",1647,55
"112",1772,-31
"113",1886,-79
"114",1790,-82
"115",1725,-84
"116",1734,-52
"117",1717,96
"118",1752,258
"119",1656,242
"120",1655,139
"121",1638,74
"122",1359,881
"123",860,1092
"124",546,1081
"125",480,1225
"126",539,1380
"127",535,1548
"128",528,1068
"129",850,741
"130",1153,811
"131",1395,806
"132",1704,704
"133",1959,989
"134",1817,1889
"135",1546,1921
"136",1091,1863
"137",821,1459
"138",749,1123
"139",615,966
"140",582,266
"141",906,-90
"142",1278,100
"143",1409,361
"144",1153,579
"145",843,655
"146",657,599
"147",758,694
"148",929,894
"149",891,901
"150",678,626
"151",511,497
"152",761,1389
"153",1013,1552
"154",1002,1468
"155",809,1176
"156",665,799
"157",595,735
"158",500,798
"159",373,1097
"160",351,1404
"161",445,1674
"162",627,1623
"163",752,1111
"164",1099,858
"165",1418,720
"166",1585,497
"167",1708,188
"168",1733,-39
"169",1798,-24
"170",1872,68
"171",2003,204
"172",2016,460
"173",1931,628
"174",1763,812
"175",1521,1020
"176",1352,1225
"177",1158,1377
"178",928,1377
"179",882,888
"180",1161,468
"181",1410,450
"182",1265,1215
"183",1008,1735
"184",611,1778
"185",398,1753
"186",404,1579
"187",556,1329
"188",763,1129
"189",913,1107
"190",1035,1203
"191",961,1248
"192",774,998
"193",913,254
"194",1491,265
"195",1886,580
"196",1938,840
"197",1857,882
"198",1839,740
"199",1849,629
"200",1805,797
"201",1584,847
"202",1222,790
"203",1043,673
"204",1030,582
"205",1041,681
"206",1062,698
"207",1078,599
"208",1165,495
"209",1257,566
"210",1233,734
"211",990,795
"212",732,1075
"213",880,1617
"214",963,1872
"215",856,2173
"216",596,2002
"217",318,1767
"218",294,1469
"219",547,1160
"220",918,1216
"221",1043,1422
"222",885,1442
"223",888,590
"224",1209,156
"225",1556,336
"226",1617,489
"227",1521,458
"228",1373,453
"229",995,588
"230",825,1334
"231",895,1518
"232",1142,1352
"233",1181,1334
"234",969,1411
"235",706,1352
"236",712,627
"237",1236,69
"238",1608,251
"239",1574,540
"240",1220,780
"241",709,932
"242",318,1516
"243",333,2133
"244",412,2279
"245",226,2322
