"","c_d","s_d"
"1",903,653
"2",441,285
"3",239,27
"4",357,-45
"5",897,295
"6",704,861
"7",604,858
"8",701,587
"9",968,306
"10",1331,284
"11",1701,435
"12",1943,821
"13",1928,1156
"14",1852,1610
"15",1787,2052
"16",1497,2200
"17",600,1783
"18",423,1162
"19",204,763
"20",65,544
"21",118,590
"22",338,812
"23",1104,1649
"24",1675,1997
"25",2002,1940
"26",2183,1872
"27",2100,1636
"28",1993,1354
"29",2009,1102
"30",2076,1110
"31",2080,1254
"32",1786,1444
"33",1120,1466
"34",379,1438
"35",37,1161
"36",49,595
"37",39,561
"38",30,537
"39",157,570
"40",518,593
"41",817,675
"42",1010,852
"43",903,959
"44",644,834
"45",409,794
"46",302,1021
"47",504,1365
"48",1226,1443
"49",1311,1527
"50",1300,1848
"51",1333,2208
"52",1231,2366
"53",839,2222
"54",425,1639
"55",589,978
"56",721,591
"57",911,526
"58",1221,653
"59",1244,903
"60",990,946
"61",710,794
"62",591,636
"63",703,277
"64",822,237
"65",703,385
"66",325,443
"67",-62,286
"68",-278,63
"69",-261,90
"70",-65,521
"71",612,1056
"72",1317,1448
"73",1566,1753
"74",1406,1715
"75",1214,1307
"76",1224,1051
"77",1348,1079
"78",1323,1375
"79",1186,1475
"80",1115,1273
"81",1280,935
"82",1659,828
"83",2103,994
"84",2435,1324
"85",2528,1465
"86",2399,1498
"87",2160,1443
"88",1948,1424
"89",1681,1346
"90",1425,1234
"91",1240,998
"92",1185,766
"93",1271,699
"94",1409,945
"95",1493,1234
"96",1502,1276
"97",1522,891
"98",1662,545
"99",1790,571
"100",1436,982
"101",327,1053
"102",70,968
"103",-29,913
"104",21,839
"105",141,755
"106",308,783
"107",1076,1369
"108",1601,1853
"109",1732,1927
"110",1821,1767
"111",1874,1421
"112",1982,1119
"113",1978,1189
"114",1735,1618
"115",1305,1872
"116",1108,1777
"117",974,1576
"118",1166,1477
"119",1350,1430
"120",1458,1315
"121",1517,1046
"122",1476,855
"123",1417,783
"124",1433,915
"125",1536,1098
"126",1541,1267
"127",1384,1202
"128",1246,968
"129",1188,861
"130",994,1172
"131",217,1089
"132",343,944
"133",441,881
"134",428,727
"135",200,670
"136",0,1011
"137",470,1568
"138",713,1735
"139",835,1572
"140",975,1200
"141",1185,856
"142",1412,840
"143",1593,1115
"144",1757,1447
"145",1828,1559
"146",1897,1585
"147",1880,1536
"148",1808,1513
"149",1766,1407
"150",1837,1319
"151",1826,1168
"152",1746,1006
"153",1785,853
"154",1876,917
"155",1104,719
"156",800,630
"157",528,569
"158",313,527
"159",263,513
"160",347,438
"161",358,341
"162",396,271
"163",508,333
"164",596,596
"165",661,836
"166",655,892
"167",549,649
"168",472,252
"169",543,-45
"170",620,-62
"171",555,-156
"172",390,-353
"173",340,-303
"174",346,-159
"175",215,243
"176",115,488
"177",283,512
"178",389,513
"179",303,728
"180",115,972
"181",-150,917
"182",-89,595
"183",443,655
"184",1105,1052
"185",1595,1955
"186",1689,2204
"187",1296,2003
"188",1035,1521
"189",1167,1214
"190",1569,1253
"191",1780,1498
"192",1674,1676
"193",1445,1513
"194",1444,1229
"195",1727,1197
"196",1753,1547
"197",1001,1593
"198",898,1561
"199",693,1252
"200",640,911
"201",762,736
"202",998,669
"203",1798,978
"204",1899,1399
"205",1818,1226
"206",1785,734
"207",1912,346
"208",1974,430
"209",1807,796
"210",1532,1124
"211",1408,1203
"212",1411,1284
"213",1437,1511
"214",1541,1883
"215",1658,2142
"216",1845,2173
"217",1954,2125
"218",1962,1861
"219",1860,1353
"220",1798,911
"221",1826,660
"222",1847,728
"223",1778,907
"224",1548,1061
"225",1239,1048
"226",869,884
"227",31,539
"228",248,296
"229",539,133
"230",639,-9
"231",664,-111
"232",895,60
"233",1483,595
"234",1707,915
"235",1743,994
"236",1862,988
"237",1974,924
"238",2010,1001
"239",1961,1359
"240",910,1252
"241",708,938
"242",424,587
"243",188,316
"244",347,63
"245",1176,348
