"","c_d","s_d"
"1",1032,2150
"2",1023,2156
"3",1063,1983
"4",1351,1807
"5",1771,1089
"6",1765,769
"7",1544,790
"8",1386,795
"9",1374,838
"10",1372,859
"11",1580,806
"12",1456,1428
"13",1092,1706
"14",850,1621
"15",718,1477
"16",753,848
"17",1149,205
"18",1557,380
"19",1599,716
"20",1360,945
"21",1158,881
"22",1228,783
"23",1760,916
"24",1724,1742
"25",1325,1802
"26",1083,1608
"27",983,1558
"28",852,1677
"29",604,1774
"30",395,1679
"31",282,1580
"32",288,1606
"33",450,1745
"34",883,1922
"35",1404,1590
"36",1761,956
"37",2028,873
"38",2062,994
"39",2031,1267
"40",1605,1373
"41",1127,1407
"42",940,1347
"43",1078,1186
"44",1293,1150
"45",1431,1174
"46",1549,1071
"47",1665,1026
"48",1595,1166
"49",1209,1263
"50",763,1130
"51",576,806
"52",698,607
"53",1029,712
"54",1223,911
"55",1282,885
"56",1259,610
"57",1245,285
"58",1169,87
"59",1090,41
"60",946,99
"61",775,212
"62",549,299
"63",548,283
"64",589,331
"65",639,564
"66",624,773
"67",766,792
"68",981,737
"69",1179,705
"70",1434,1223
"71",1246,1553
"72",933,1510
"73",782,1556
"74",811,1609
"75",816,1576
"76",993,1452
"77",1096,752
"78",1098,355
"79",1045,263
"80",1078,154
"81",1365,199
"82",1521,455
"83",1620,674
"84",1771,858
"85",1802,950
"86",1626,996
"87",1445,970
"88",1243,880
"89",1110,689
"90",1098,565
"91",1256,614
"92",1416,784
"93",1474,940
"94",1399,1041
"95",1232,1092
"96",1047,1082
"97",828,1037
"98",656,1007
"99",890,988
"100",1409,1268
"101",1534,2065
"102",1289,2203
"103",898,2103
"104",819,1930
"105",867,1896
"106",853,1919
"107",798,1831
"108",820,1556
"109",818,1166
"110",788,824
"111",815,661
"112",888,720
"113",900,991
"114",874,1311
"115",906,1507
"116",1118,1572
"117",1327,1547
"118",1411,1447
"119",1389,1245
"120",1371,1079
"121",1323,1058
"122",1225,1216
"123",1130,1454
"124",1124,1692
"125",1053,1800
"126",904,1764
"127",725,1709
"128",554,1718
"129",581,1801
"130",934,1649
"131",1191,985
"132",1196,1010
"133",1153,962
"134",1146,869
"135",1160,844
"136",1083,887
"137",862,839
"138",661,703
"139",710,606
"140",889,737
"141",1075,962
"142",1177,1058
"143",1223,963
"144",1144,722
"145",1016,339
"146",952,-87
"147",1144,-213
"148",1431,2
"149",1483,548
"150",1340,1083
"151",1056,1212
"152",788,1001
"153",893,754
"154",1167,736
"155",1233,946
"156",983,978
"157",664,862
"158",505,672
"159",592,549
"160",1018,993
"161",960,1632
"162",704,1655
"163",496,1608
"164",492,1497
"165",586,1398
"166",735,1334
"167",910,1363
"168",1122,1351
"169",1294,1397
"170",1423,1504
"171",1331,1473
"172",1165,1316
"173",1103,1151
"174",1097,1105
"175",961,1138
"176",681,1142
"177",410,1123
"178",416,1110
"179",485,505
"180",543,372
"181",632,561
"182",667,618
"183",708,617
"184",807,605
"185",1124,741
"186",1014,1394
"187",496,1494
"188",170,1278
"189",159,1355
"190",287,1735
"191",277,2041
"192",238,2019
"193",305,1811
"194",474,1691
"195",519,1728
"196",454,1758
"197",413,1739
"198",457,1696
"199",485,1680
"200",493,1658
"201",443,1560
"202",642,1368
"203",826,287
"204",989,217
"205",1116,342
"206",1069,511
"207",890,622
"208",693,654
"209",617,605
"210",612,571
"211",653,667
"212",586,943
"213",434,1247
"214",321,1370
"215",391,1287
"216",510,1071
"217",589,730
"218",572,329
"219",651,170
"220",884,362
"221",1138,1338
"222",1087,1860
"223",871,1806
"224",682,1641
"225",543,1562
"226",542,1671
"227",643,1947
"228",782,2210
"229",717,2104
"230",602,1987
"231",631,1750
"232",802,1475
"233",930,1346
"234",992,1360
"235",939,1405
"236",814,1415
"237",687,1410
"238",589,1388
"239",468,1332
"240",434,1234
"241",523,1290
"242",642,1560
"243",544,1813
"244",439,1800
"245",709,1186
