"","c_d","s_d"
"1",1017,936
"2",788,885
"3",785,803
"4",913,554
"5",1099,225
"6",1144,91
"7",1060,170
"8",955,387
"9",794,437
"10",735,462
"11",731,449
"12",725,559
"13",906,1003
"14",885,1059
"15",840,1106
"16",876,1149
"17",999,1155
"18",1255,1147
"19",1370,1365
"20",1348,1368
"21",1422,1400
"22",1555,1605
"23",1573,1864
"24",1448,2127
"25",1229,2157
"26",1099,2118
"27",1085,1985
"28",1214,1724
"29",1333,1639
"30",1398,1626
"31",1376,1490
"32",1403,1218
"33",1460,1026
"34",1382,1110
"35",1008,1257
"36",675,1259
"37",658,1286
"38",810,1476
"39",715,1641
"40",634,1704
"41",726,1732
"42",995,1469
"43",1177,869
"44",1319,945
"45",1346,982
"46",1339,892
"47",1352,773
"48",1341,650
"49",1426,550
"50",1499,1393
"51",1241,1463
"52",881,1501
"53",576,1435
"54",547,889
"55",829,202
"56",949,403
"57",819,727
"58",565,984
"59",472,1058
"60",647,959
"61",1175,1035
"62",1649,1542
"63",1690,1337
"64",1582,1162
"65",1537,1048
"66",1686,1038
"67",1942,1065
"68",2121,1147
"69",2122,1294
"70",2045,1569
"71",1902,1954
"72",1701,1999
"73",1105,1069
"74",742,866
"75",881,802
"76",1122,693
"77",1129,617
"78",787,431
"79",447,157
"80",335,-29
"81",354,-43
"82",363,118
"83",237,329
"84",-38,411
"85",-176,254
"86",-95,-146
"87",193,-380
"88",483,-340
"89",523,-255
"90",393,-282
"91",397,-285
"92",535,-25
"93",690,351
"94",787,701
"95",818,773
"96",808,893
"97",669,814
"98",443,383
"99",300,-42
"100",242,-216
"101",259,-134
"102",324,77
"103",597,442
"104",874,910
"105",896,1169
"106",855,1035
"107",1078,765
"108",1544,785
"109",1746,1617
"110",1507,1774
"111",1162,1534
"112",959,1338
"113",866,1311
"114",1122,1107
"115",1214,103
"116",1227,-63
"117",1251,177
"118",982,538
"119",480,643
"120",154,480
"121",134,332
"122",275,431
"123",356,674
"124",258,760
"125",239,674
"126",468,612
"127",844,781
"128",1010,1058
"129",807,1202
"130",405,1164
"131",29,1057
"132",-189,1090
"133",-327,1175
"134",-378,1058
"135",-288,870
"136",-152,696
"137",268,574
"138",767,687
"139",1295,1328
"140",1443,1410
"141",1229,1589
"142",879,1634
"143",681,1539
"144",772,1450
"145",959,1451
"146",1186,1462
"147",1381,1505
"148",1559,1698
"149",1468,1944
"150",1201,2012
"151",952,1858
"152",892,1666
"153",910,1573
"154",946,1471
"155",1016,1376
"156",1063,1310
"157",1120,1373
"158",1150,1541
"159",1163,1721
"160",1272,1765
"161",1415,1721
"162",1569,1672
"163",1631,1619
"164",1638,1563
"165",1594,1438
"166",1632,1384
"167",1694,1340
"168",1712,1069
"169",1462,450
"170",983,352
"171",646,269
"172",594,241
"173",673,395
"174",691,648
"175",653,838
"176",591,878
"177",511,816
"178",366,728
"179",220,710
"180",237,623
"181",339,432
"182",370,342
"183",504,564
"184",272,892
"185",-176,858
"186",-305,507
"187",-315,395
"188",-219,580
"189",-124,863
"190",-149,949
"191",-41,786
"192",245,561
"193",529,454
"194",665,404
"195",778,388
"196",879,405
"197",1050,394
"198",1253,394
"199",1681,1134
"200",1710,1712
"201",1488,1828
"202",1300,1866
"203",1159,1925
"204",1101,1845
"205",1176,1549
"206",1405,1307
"207",1484,1371
"208",1421,1608
"209",1383,1694
"210",1445,1648
"211",1589,1458
"212",1666,1378
"213",1516,1226
"214",1486,1034
"215",1584,862
"216",1744,496
"217",1816,321
"218",1752,698
"219",1444,810
"220",1133,661
"221",1006,457
"222",968,351
"223",1007,448
"224",1181,1497
"225",1086,1624
"226",1053,1506
"227",1110,1543
"228",1211,1715
"229",1248,1684
"230",1278,1502
"231",1295,1511
"232",1281,1811
"233",1159,2110
"234",1185,2305
"235",1204,2339
"236",1227,2231
"237",1292,1985
"238",1500,1669
"239",1825,1533
"240",1945,1124
"241",1729,765
"242",1195,636
"243",862,430
"244",703,308
"245",624,338
