"","c_d","s_d"
"1",1316,1460
"2",1437,1529
"3",1470,1690
"4",1248,1749
"5",866,1544
"6",667,1211
"7",319,421
"8",481,-26
"9",823,32
"10",1095,151
"11",1339,374
"12",1236,546
"13",965,328
"14",842,-46
"15",1110,-311
"16",1407,-330
"17",1482,92
"18",1301,496
"19",1140,699
"20",1095,842
"21",1035,865
"22",947,565
"23",1112,-20
"24",1339,-20
"25",1391,51
"26",1271,-16
"27",1110,-147
"28",714,-55
"29",518,316
"30",510,591
"31",581,743
"32",725,976
"33",973,1283
"34",974,1229
"35",703,738
"36",523,232
"37",462,-38
"38",510,617
"39",730,1149
"40",1016,1305
"41",1399,1250
"42",1817,1303
"43",1876,1437
"44",1861,1504
"45",1778,1495
"46",1761,1476
"47",1775,1397
"48",1602,1247
"49",1509,1163
"50",1578,1290
"51",1660,1549
"52",1607,1756
"53",1507,1786
"54",1604,1747
"55",1730,1805
"56",1687,1918
"57",1486,1918
"58",1486,1886
"59",1601,2022
"60",1599,2315
"61",1322,2504
"62",1061,2557
"63",952,2391
"64",1082,1971
"65",1312,1672
"66",1411,1553
"67",989,1052
"68",826,417
"69",893,383
"70",970,354
"71",1190,353
"72",1453,448
"73",1571,612
"74",1576,798
"75",1627,851
"76",1668,724
"77",1670,550
"78",1534,463
"79",1370,457
"80",1299,499
"81",1272,517
"82",1097,552
"83",857,609
"84",533,614
"85",92,580
"86",-145,1227
"87",120,1591
"88",551,1696
"89",771,1877
"90",710,1936
"91",507,1857
"92",542,1306
"93",1005,756
"94",1481,919
"95",1661,1014
"96",1584,969
"97",1421,857
"98",1232,839
"99",1143,820
"100",1169,673
"101",1260,455
"102",1277,269
"103",1302,203
"104",1232,258
"105",1168,261
"106",1111,124
"107",1148,185
"108",1127,363
"109",744,787
"110",676,1608
"111",892,1627
"112",1304,1625
"113",1750,1658
"114",1986,1814
"115",1954,2032
"116",1772,2055
"117",1350,1776
"118",1094,1549
"119",973,1510
"120",913,1515
"121",961,1581
"122",971,1649
"123",821,1613
"124",824,1528
"125",829,1418
"126",766,1223
"127",793,1067
"128",748,303
"129",865,192
"130",834,507
"131",667,677
"132",666,573
"133",770,532
"134",903,722
"135",1043,996
"136",979,1007
"137",905,1001
"138",850,1057
"139",764,1223
"140",675,1175
"141",837,932
"142",1256,845
"143",1582,1030
"144",1632,1081
"145",1609,660
"146",1719,183
"147",1883,-57
"148",1793,59
"149",1516,449
"150",1082,920
"151",407,1427
"152",37,2009
"153",348,1984
"154",960,1971
"155",1195,2051
"156",1518,2071
"157",1681,1923
"158",1327,1275
"159",1236,718
"160",1300,882
"161",1316,983
"162",1172,952
"163",712,944
"164",691,1469
"165",1090,1380
"166",1534,1345
"167",1659,1351
"168",1478,1344
"169",1115,1303
"170",580,975
"171",494,621
"172",507,920
"173",600,1049
"174",794,931
"175",994,665
"176",1101,422
"177",1216,203
"178",1234,-133
"179",1267,-359
"180",1239,-250
"181",950,423
"182",827,1492
"183",791,1577
"184",748,1474
"185",777,1272
"186",974,1038
"187",1185,913
"188",1350,1017
"189",1329,1241
"190",1264,1511
"191",1190,1589
"192",1075,1504
"193",683,1095
"194",785,309
"195",1149,60
"196",1430,-56
"197",1607,78
"198",1583,293
"199",1463,314
"200",1393,147
"201",1364,36
"202",1421,181
"203",1495,475
"204",1461,692
"205",1349,786
"206",1223,853
"207",1080,872
"208",845,814
"209",698,671
"210",677,391
"211",573,292
"212",571,824
"213",686,1081
"214",938,1136
"215",1280,1143
"216",1657,1127
"217",1824,1130
"218",1718,1338
"219",1480,1483
"220",1352,1605
"221",1302,1653
"222",1272,1586
"223",1039,1393
"224",1104,537
"225",1328,408
"226",1491,330
"227",1629,150
"228",1427,12
"229",1092,-52
"230",864,22
"231",959,41
"232",1110,372
"233",1164,805
"234",1190,1016
"235",1315,960
"236",1466,973
"237",1443,1039
"238",1134,1013
"239",763,833
"240",528,513
"241",300,840
"242",339,1828
"243",492,2017
"244",704,1935
"245",1000,1923
