"","c_d","s_d"
"1",234,2205
"2",260,2216
"3",349,2262
"4",444,1916
"5",487,1260
"6",1055,976
"7",1316,632
"8",1412,547
"9",1483,500
"10",1548,506
"11",1673,584
"12",1721,617
"13",1675,380
"14",1662,105
"15",1793,54
"16",1896,248
"17",1793,403
"18",1568,430
"19",1376,376
"20",1222,371
"21",1196,428
"22",1232,527
"23",982,596
"24",684,771
"25",780,942
"26",866,864
"27",892,753
"28",848,836
"29",726,1151
"30",522,1487
"31",317,1593
"32",267,1472
"33",377,1287
"34",543,1036
"35",857,149
"36",1307,-259
"37",1432,-100
"38",1322,255
"39",1174,596
"40",1056,872
"41",965,1302
"42",-133,1313
"43",-246,1141
"44",-65,1070
"45",229,1279
"46",392,1633
"47",314,1672
"48",200,973
"49",931,480
"50",1495,589
"51",1701,1078
"52",1838,1488
"53",1864,1988
"54",990,1842
"55",704,1729
"56",579,1493
"57",512,1309
"58",513,1193
"59",456,1006
"60",271,528
"61",846,402
"62",1166,575
"63",1241,977
"64",1307,1541
"65",1200,2233
"66",229,2218
"67",222,1919
"68",264,1713
"69",349,1738
"70",500,1829
"71",545,1959
"72",589,2102
"73",588,2222
"74",536,2161
"75",518,1791
"76",649,1004
"77",1262,206
"78",2071,308
"79",2323,839
"80",2200,1600
"81",1867,1806
"82",1710,1830
"83",1735,2031
"84",920,2063
"85",575,1989
"86",414,1684
"87",528,1438
"88",688,1510
"89",497,1585
"90",122,1441
"91",9,1150
"92",181,884
"93",388,816
"94",247,965
"95",50,619
"96",733,205
"97",1229,201
"98",1501,625
"99",1505,861
"100",1505,821
"101",1754,811
"102",2057,1023
"103",2082,1521
"104",1786,1630
"105",1393,1537
"106",1399,762
"107",1504,229
"108",1114,499
"109",1190,1133
"110",988,1554
"111",517,1567
"112",267,1340
"113",285,991
"114",523,694
"115",1185,793
"116",1484,778
"117",1712,839
"118",1940,972
"119",2088,1128
"120",2176,1222
"121",1932,1049
"122",1664,865
"123",1484,886
"124",1413,1222
"125",1268,1576
"126",1148,1510
"127",1136,1453
"128",1091,1547
"129",955,1672
"130",801,1623
"131",162,1534
"132",-63,1487
"133",465,1458
"134",775,1569
"135",667,1525
"136",490,1340
"137",452,1308
"138",442,1594
"139",301,1819
"140",99,1843
"141",-87,1719
"142",-187,1626
"143",-129,1691
"144",191,1780
"145",406,1673
"146",467,1361
"147",449,1130
"148",408,1091
"149",274,1009
"150",204,844
"151",346,794
"152",629,1039
"153",723,1313
"154",700,1569
"155",593,1759
"156",553,1867
"157",482,1679
"158",470,1419
"159",557,1217
"160",687,1121
"161",801,777
"162",1280,535
"163",1296,571
"164",1079,704
"165",973,739
"166",990,750
"167",1122,1114
"168",519,1140
"169",513,1209
"170",644,1273
"171",625,1369
"172",595,1392
"173",685,1413
"174",814,1525
"175",907,1699
"176",989,1831
"177",897,1948
"178",886,2040
"179",793,2048
"180",658,2227
"181",417,2398
"182",227,2230
"183",201,1740
"184",297,1301
"185",308,1172
"186",147,1331
"187",-42,1520
"188",-80,1566
"189",49,1547
"190",236,1378
"191",679,713
"192",1540,45
"193",1931,-49
"194",1953,238
"195",1612,642
"196",1178,921
"197",1129,1399
"198",439,1472
"199",593,1355
"200",692,1291
"201",722,1268
"202",795,1181
"203",698,1086
"204",438,1109
"205",122,1196
"206",-31,1202
"207",14,1190
"208",186,1176
"209",434,1199
"210",652,1266
"211",694,1358
"212",631,1450
"213",586,1472
"214",504,1439
"215",593,1167
"216",1222,785
"217",1514,693
"218",1557,947
"219",1497,1317
"220",1298,1627
"221",1158,1563
"222",1254,1210
"223",1519,969
"224",1663,1199
"225",1436,1521
"226",1126,1538
"227",1090,1151
"228",1382,692
"229",1798,500
"230",2051,464
"231",2111,338
"232",2164,229
"233",2217,184
"234",2257,324
"235",2222,511
"236",2069,785
"237",1917,954
"238",1881,1000
"239",1813,1036
"240",1712,947
"241",1612,754
"242",1665,572
"243",1769,433
"244",1691,269
"245",1294,132
