"","c_d","s_d"
"1",556,1254
"2",952,1909
"3",1337,1992
"4",1585,2044
"5",1783,2141
"6",2110,2253
"7",2221,2222
"8",2075,2127
"9",1551,1958
"10",1050,1786
"11",831,1650
"12",859,1547
"13",608,1673
"14",479,1336
"15",319,1027
"16",111,717
"17",150,297
"18",314,144
"19",273,340
"20",-23,523
"21",-147,453
"22",170,250
"23",573,244
"24",810,341
"25",731,398
"26",595,444
"27",479,561
"28",330,793
"29",202,954
"30",171,869
"31",293,596
"32",377,297
"33",420,196
"34",332,125
"35",232,-21
"36",198,-149
"37",294,-105
"38",413,161
"39",443,385
"40",425,344
"41",436,148
"42",389,-14
"43",545,126
"44",808,742
"45",1418,986
"46",1806,1317
"47",1944,1601
"48",1808,1633
"49",1561,1389
"50",889,825
"51",755,152
"52",852,162
"53",969,155
"54",1023,154
"55",1111,447
"56",1226,1232
"57",1199,1420
"58",1195,1594
"59",1312,1777
"60",1509,2018
"61",1468,2163
"62",747,1701
"63",615,892
"64",792,523
"65",1054,249
"66",1204,102
"67",1141,58
"68",795,126
"69",308,188
"70",-100,159
"71",-189,127
"72",-21,134
"73",211,494
"74",836,1455
"75",1161,1562
"76",1230,1604
"77",1103,1554
"78",956,1341
"79",925,1093
"80",974,994
"81",1041,1181
"82",1054,1601
"83",1010,1877
"84",1070,2022
"85",1251,2079
"86",1465,2148
"87",1555,2195
"88",1534,2048
"89",1391,1581
"90",1463,991
"91",1764,707
"92",2067,906
"93",2111,1252
"94",1875,1669
"95",1642,1744
"96",1643,1926
"97",1642,2352
"98",1493,2557
"99",1149,2557
"100",1007,2414
"101",1057,2154
"102",1185,2170
"103",1170,2238
"104",1140,1927
"105",1109,1556
"106",1055,1243
"107",962,1085
"108",973,1103
"109",794,1231
"110",661,801
"111",948,501
"112",1208,771
"113",1203,971
"114",784,1021
"115",625,1533
"116",812,1701
"117",1024,1473
"118",1194,1336
"119",1204,1204
"120",1028,952
"121",837,750
"122",788,771
"123",913,883
"124",1254,1073
"125",1567,1226
"126",1751,1531
"127",1661,1676
"128",1441,1635
"129",1314,1494
"130",1370,1462
"131",1498,1428
"132",1680,1375
"133",1838,1136
"134",1854,848
"135",1839,709
"136",1849,644
"137",1797,699
"138",1573,879
"139",753,810
"140",126,334
"141",-28,201
"142",139,308
"143",332,505
"144",446,526
"145",612,453
"146",912,608
"147",1051,911
"148",967,979
"149",869,604
"150",933,141
"151",1083,34
"152",1054,321
"153",759,533
"154",435,430
"155",376,212
"156",565,158
"157",772,262
"158",839,441
"159",821,609
"160",788,711
"161",732,779
"162",647,786
"163",575,634
"164",590,436
"165",630,391
"166",418,380
"167",21,255
"168",-5,175
"169",208,552
"170",612,1180
"171",1005,1386
"172",1229,1425
"173",1425,1315
"174",1655,1123
"175",1802,997
"176",1726,923
"177",1609,893
"178",1512,955
"179",1390,1086
"180",1310,1101
"181",1339,1021
"182",1402,1016
"183",1314,1233
"184",1024,1449
"185",869,1383
"186",809,1068
"187",794,913
"188",1007,981
"189",1186,1146
"190",1363,1166
"191",1693,1032
"192",2172,1121
"193",2522,1171
"194",2464,1153
"195",2293,1228
"196",2087,1465
"197",1760,1764
"198",1491,2013
"199",929,2105
"200",622,1603
"201",608,981
"202",592,830
"203",577,768
"204",430,696
"205",360,612
"206",480,642
"207",708,885
"208",849,1024
"209",821,977
"210",763,592
"211",843,286
"212",927,213
"213",984,241
"214",953,233
"215",943,223
"216",956,349
"217",1024,953
"218",1118,1510
"219",1229,1549
"220",1248,1539
"221",1168,1434
"222",1097,1258
"223",1068,1138
"224",612,1022
"225",701,511
"226",814,364
"227",1148,268
"228",1373,111
"229",1364,75
"230",985,60
"231",617,-125
"232",594,-175
"233",839,62
"234",981,348
"235",955,511
"236",872,511
"237",817,428
"238",734,615
"239",583,826
"240",539,988
"241",692,1234
"242",1115,1410
"243",1525,1534
"244",1713,1478
"245",1827,1429
